ID,GiftID,TripID,Weight
1,76277,1,50
2,60585,1,50
3,14146,1,50
4,52778,1,45.071
5,14171,1,39.7596
6,22068,1,35.1484
7,82259,1,31.9758
8,83815,1,31.6697
9,72396,1,30.692
10,41964,1,29.9164
11,85742,1,28.8777
12,65277,1,28.0327
13,6227,1,26.2874
14,39978,1,25.1634
15,39517,1,24.5774
16,1659,1,24.4401
17,8165,1,23.028
18,570,1,22.7555
19,58636,1,22.3498
20,57763,1,21.6395
21,3144,1,21.2194
22,79414,1,20.3207
23,54150,1,18.4629
24,72468,1,17.7661
25,74767,1,17.3904
26,70455,1,15.7039
27,10694,1,14.3446
28,45725,1,12.8208
29,86850,1,11.3664
30,9266,1,10.1934
31,77663,1,8.94942
32,76777,1,6.08184
33,35870,1,5.76886
34,46903,1,5.74152
35,96665,1,3.62531
36,63312,1,1
37,40039,1,1
38,63506,1,1
39,67590,1,1
40,37802,1,1
41,70347,1,1
42,26068,1,1
43,24110,1,1
44,72737,1,1
45,14174,1,1
46,78635,1,1
47,80094,1,1
48,87472,1,1
49,88014,1,1
50,94388,1,1
51,94539,1,1
52,50054,1,1
53,2614,1,1
54,99254,1,1
55,51970,1,1
56,60453,2,50
57,56013,2,48.6994
58,10044,2,41.4443
59,30623,2,38.8328
60,99719,2,37.3531
61,23245,2,28.664
62,15227,2,27.8249
63,77753,2,24.9122
64,96170,2,23.9137
65,90374,2,23.8439
66,6429,2,22.3604
67,92683,2,21.4109
68,11666,2,18.8282
69,50567,2,15.5563
70,34227,2,12.3097
71,33158,2,12.0719
72,39039,2,11.8592
73,87938,2,10.7756
74,41593,2,9.7204
75,843,2,9.47859
76,30357,2,9.2186
77,72193,2,8.27136
78,91368,2,7.18227
79,82823,2,6.48547
80,96803,2,6.13593
81,4947,2,5.93214
82,6408,2,4.86078
83,26057,2,4.75754
84,57735,2,4.57496
85,45663,2,4.25201
86,15722,2,4.00806
87,81783,2,3.41603
88,88229,2,1.53334
89,93214,2,1
90,11171,2,1
91,95184,2,1
92,9619,2,1
93,52167,2,1
94,74449,2,1
95,75125,2,1
96,35681,2,1
97,81945,2,1
98,86674,2,1
99,88180,2,1
100,24761,2,1
101,24597,2,1
102,91081,2,1
103,2036,2,1
104,67285,2,1
105,42861,3,50
106,16283,3,50
107,75036,3,50
108,40269,3,44.133
109,340,3,38.8677
110,65250,3,35.351
111,19901,3,31.2469
112,35000,3,30.5288
113,32559,3,27.7845
114,24840,3,27.7534
115,73235,3,26.9976
116,90303,3,24.5455
117,28619,3,20.5574
118,82617,3,16.7426
119,13399,3,16.7245
120,58884,3,16.4242
121,18770,3,15.3849
122,70395,3,14.5957
123,60880,3,13.8078
124,3811,3,13.32
125,53905,3,12.1175
126,31189,3,11.9363
127,87095,3,11.5926
128,85544,3,10.3657
129,56142,3,8.90226
130,20749,3,8.70148
131,50096,3,5.90086
132,30813,3,3.84219
133,48137,3,3.32887
134,37464,3,1
135,51462,3,1
136,51551,3,1
137,52473,3,1
138,59887,3,1
139,69551,3,1
140,85652,3,1
141,17113,3,1
142,89102,3,1
143,98515,3,1
144,9481,3,1
145,5961,3,1
146,99045,3,1
147,40616,3,1
148,58041,4,30.9795
149,7281,4,24.8725
150,79065,4,23.9266
151,50324,4,21.9327
152,82539,4,1
153,94016,5,46.1
154,4728,5,45.3263
155,37291,5,43.1619
156,14369,5,41.7858
157,19539,5,39.1687
158,95464,5,35.0517
159,59629,5,33.4452
160,50049,5,28.1882
161,2545,5,25.5132
162,43649,5,19.1798
163,12301,5,18.394
164,9096,5,16.1874
165,42727,5,15.8272
166,97466,5,14.6053
167,42692,5,14.5896
168,67013,5,14.333
169,71065,5,12.7803
170,17279,5,12.1635
171,9124,5,10.628
172,82110,5,8.98483
173,78963,5,8.84237
174,54001,5,7.57894
175,44870,5,5.80681
176,53630,5,4.5182
177,93817,5,2.71375
178,25090,5,1.09858
179,2058,5,1
180,93596,5,1
181,87610,5,1
182,85442,5,1
183,78775,5,1
184,76890,5,1
185,75448,5,1
186,47425,5,1
187,45138,5,1
188,44057,5,1
189,33305,5,1
190,27447,5,1
191,27048,5,1
192,21450,5,1
193,19968,5,1
194,16226,5,1
195,12002,5,1
196,8501,5,1
197,6438,5,1
198,97858,5,1
199,49156,6,50
200,39971,6,50
201,78721,6,50
202,66518,6,50
203,85418,6,42.4962
204,39182,6,38.8206
205,25461,6,37.4986
206,28744,6,36.9235
207,92132,6,36.7759
208,2266,6,35.7678
209,48423,6,35.3259
210,62881,6,34.8006
211,23881,6,34.1575
212,32956,6,30.0925
213,95890,6,27.0461
214,13213,6,19.0202
215,78212,6,18.0518
216,75593,6,17.6227
217,3159,6,16.2094
218,81632,6,15.2231
219,62080,6,14.5776
220,30575,6,14.4744
221,12472,6,9.14073
222,53590,6,7.67006
223,95205,6,7.06988
224,59602,6,6.30242
