TripID,Cost
1,318777
2,167858
3,258058
4,206577
5,185920
6,257677
7,167879
8,300543
9,192118
10,212621
11,217782
12,305724
13,266605
14,319292
15,261552
16,111310
17,349230
18,290489
19,183847
20,293368
21,191147
22,237849
23,209806
24,443664
25,266909
26,305321
27,320722
28,247492
29,232693
30,243402
31,357983
32,392523
33,144109
34,181426
35,146228
36,186246
37,292127
38,278955
39,156895
40,129604
41,305321
42,307831
43,225616
44,186476
45,175992
46,299731
47,194671
48,208735
49,164918
50,198433
51,228993
52,249165
53,272663
54,240583
