TripID,Cost
1,83652.6
2,63395.1
3,81054.7
4,42242.1
5,81692.4
6,63761.7
7,100793
8,88245.3
9,45423.2
10,61846.8
11,35028.1
12,87161.3
13,53796
14,63567.6
15,84000.9
16,104155
17,42490.2
18,93333.7
19,75346.5
20,100898
21,21752.2
22,106396
23,78378.1
24,116477
25,21752.2
26,106423
27,72744
28,93060.1
29,61982.5
30,85168.6
31,42242.1
32,98757.2
33,53796
34,94053.7
35,35213.8
36,42490.2
37,99700.9
38,85935.7
39,131085
40,63395.1
41,45423.2
42,24962.8
43,84747.1
44,240772
45,6321.72
46,110847
47,32564.9
48,69843.2
49,45804.2
50,97982.8
51,262413
52,20252
53,27459.5
54,65867.2
55,13244.8
56,196386
57,90507.1
58,114015
59,15853.5
60,35362.9
61,33510.2
62,40934.5
63,24657.1
