TripID,Cost
1,110058
2,112931
3,140083
4,136945
5,115220
6,121494
7,137959
8,95448.6
9,126488
10,157766
11,127933
12,136788
13,144838
14,150734
15,109888
16,198378
17,192325
18,81902
19,202272
20,153199
21,161718
22,187609
23,199299
24,90530.9
25,102105
26,82185
27,159646
28,152530
29,98405.4
30,168051
31,135277
32,192017
33,133583
34,128528
35,140927
36,231945
37,102457
38,141742
39,162579
40,134246
41,135716
42,122044
43,165258
44,154427
45,167918
46,98363.7
47,193329
48,163314
49,108428
50,94691.2
51,102511
52,119982
53,142472
54,182912
55,121457
56,111808
57,149891
58,131064
59,122902
60,130169
61,119933
62,157236
63,107248
64,141460
65,69858.3
66,131922
67,128936
68,170313
69,202272
70,187039
71,109250
72,103760
73,143702
74,182210
75,79181.2
76,125021
77,140361
78,150448
79,211115
80,109710
81,88137.9
82,89330
83,145067
84,130723
85,155121
86,105570
87,93013.3
