ROW,GiftID,Latitude,Longitude,Weight
1,30,38.3807,42.638,45.7285
2,118,39.6737,51.7658,50
3,152,40.3191,49.0534,50
4,159,43.0495,47.9625,18.7393
5,239,50.9885,39.6634,13.546
6,247,50.385,46.8164,7.63538
7,308,50.8747,40.0509,2.35524
8,381,44.4627,48.9303,11.9333
9,384,47.1918,44.0233,11.5052
10,465,51.4517,44.0713,6.22485
11,478,53.5704,41.0286,1
12,489,42.3055,44.68,30.0884
13,607,46.0706,50.5849,20.4811
14,658,49.0107,39.3508,5.76147
15,799,44.4804,39.8381,1
16,844,47.4934,38.378,8.08351
17,947,47.641,47.534,37.1946
18,1075,51.4774,37.7353,22.5438
19,1125,46.9943,42.3096,8.06737
20,1159,47.5035,47.0092,23.423
21,1184,46.657,48.4415,1
22,1188,37.9512,48.6435,3.27616
23,1284,44.2878,38.9275,17.381
24,1322,43.197,50.9568,15.0331
25,1414,42.4895,45.5456,35.3848
26,1422,39.8821,42.2582,12.9882
27,1454,45.6544,48.9827,4.6367
28,1472,45.5075,54.1774,26.5556
29,1538,48.6395,43.3442,1
30,1597,39.2896,39.1021,20.2613
31,1701,47.3037,45.0962,33.9845
32,1836,39.4683,39.8733,1
33,1859,55.0868,38.8979,1.12125
34,1863,37.127,51.9857,1
35,1980,47.915,53.8561,1
36,2000,36.7798,50.7164,1
37,2052,39.58,46.4743,1
38,2198,49.349,43.1378,1
39,2393,38.8719,44.0379,1
40,2479,48.9653,45.7409,16.7238
41,2542,46.8598,39.4088,19.8682
42,2608,37.8677,41.6506,31.6478
43,2627,45.5605,41.3032,6.4419
44,2647,52.0141,49.4956,16.6131
45,2651,40.6601,46.9378,19.5155
46,2664,37.6242,49.1938,35.8269
47,2699,40.7095,45.3421,1
48,2754,49.9818,50.2311,1
49,2768,48.3699,49.2995,24.9855
50,2787,53.1139,44.023,20.6816
51,2859,49.6423,42.3394,1
52,2932,42.4559,53.7856,1
53,3095,38.9096,45.3564,1
54,3168,46.3887,51.0011,1
55,3224,50.2481,50.5501,37.6685
56,3228,40.1128,47.8492,6.2455
57,3422,42.5345,47.2356,50
58,3442,45.1725,39.0906,18.5057
59,3467,50.5215,44.6066,8.82364
60,3518,44.6897,38.7368,1.04271
61,3561,49.8448,37.9019,23.8704
62,3618,45.4813,50.3653,19.2491
63,3637,39.1931,43.1652,38.6418
64,3654,40.4496,54.2065,14.8683
65,3718,37.853,47.6864,34.3711
66,3780,38.0924,44.8923,1
67,3991,48.3544,53.8214,1
68,3996,38.4091,49.7376,34.1548
69,4065,45.4338,52.0346,10.0811
70,4082,37.1613,47.5807,1.28637
71,4265,49.1826,43.4682,1
72,4329,39.6495,47.8585,15.8695
73,4364,48.1551,50.1153,1
74,4491,47.6364,41.7146,1
75,4514,39.4799,48.2127,1
76,4549,49.0053,49.0528,1
77,4552,37.2607,46.9825,1.60951
78,4580,40.7019,53.9504,45.0717
79,4591,43.7385,53.9528,23.7378
80,4693,45.7666,52.8465,1
81,4714,46.6278,53.5514,13.2534
82,4718,52.1306,41.8038,11.247
83,4756,37.2205,48.0998,18.2186
84,4791,51.4078,42.0571,14.3876
85,4847,49.4882,43.8474,1
86,5159,38.5517,47.5286,12.1689
87,5186,49.7958,52.8436,13.532
88,5231,39.9863,38.7021,9.39418
89,5246,44.346,41.1314,30.7792
90,5284,50.9939,43.1492,3.17068
91,5435,44.4389,42.133,11.2897
92,5455,37.4378,47.3661,8.62195
93,5517,52.9321,47.0612,1
94,5527,40.2851,44.2731,36.9659
95,5529,46.4373,50.5217,1
96,5533,54.0156,41.0932,13.6688
97,5662,38.6033,46.3483,14.0531
98,5711,52.1618,40.8768,1
99,5726,44.4729,53.8908,1
100,5733,48.2336,53.3991,6.63253
101,5761,47.3175,38.9888,13.2715
102,5766,38.5176,52.7573,9.46219
103,6068,51.2596,46.401,8.20737
104,6131,41.1443,53.1025,1
105,6244,52.7324,45.6791,1
106,6319,37.2033,37.7355,1
107,6431,51.8572,50.1701,22.0044
108,6563,47.7282,39.7939,19.7984
109,6692,38.8225,40.1711,18.525
110,6696,45.0537,46.8411,16.2332
111,6778,39.941,43.9423,1
112,6920,49.6466,38.6584,27.1762
113,6947,46.9277,42.9389,1
114,6995,38.8414,49.1638,10.9938
115,7010,38.3977,38.9351,15.6143
116,7046,49.1485,45.7897,20.7269
117,7125,39.7764,48.8387,1
118,7224,36.7441,46.4119,18.8194
119,7366,41.1363,52.5264,1
120,7396,43.0407,41.6768,22.6445
121,7397,38.3589,38.1703,1
122,7470,42.6247,44.8806,7.9589
123,7530,36.5786,49.9398,4.63303
124,7570,36.8217,47.7347,15.9382
125,7588,50.3379,51.9037,13.1027
126,7651,47.1681,49.7607,1
127,7842,45.4583,39.8428,1
128,7872,52.4536,46.359,15.8364
129,7915,50.6342,46.6879,1
130,7923,50.9132,43.6727,35.0056
131,7927,50.0671,41.8898,1.35001
132,7944,40.9442,39.8989,28.1346
133,7948,46.9484,50.8536,1
134,7993,47.6008,47.6107,1
135,8025,39.7352,54.0546,1.52615
136,8037,50.0551,42.4823,17.7315
137,8056,42.6101,50.9254,1
138,8111,49.8137,40.0882,1
139,8149,49.6947,50.8618,1
140,8241,47.2034,40.7841,26.1659
141,8284,51.9408,39.8694,10.4127
142,8298,53.0677,36.6969,28.3685
143,8414,43.3166,48.5162,49.9467
144,8427,37.1455,52.0657,2.45542
145,8606,44.6208,43.4406,15.3322
146,8675,46.0737,53.1964,4.29721
147,8688,48.5061,45.7894,26.2536
148,8691,51.8438,46.8493,48.0168
149,8705,41.8708,51.1009,30.5842
150,8811,48.7969,50.7077,30.6686
151,8860,45.8915,43.7158,13.5175
152,9046,43.7258,47.5391,29.1852
153,9280,43.1766,46.7885,22.1669
154,9304,39.6527,48.2811,1
155,9521,47.8929,43.2644,1
156,9558,48.4304,52.9867,26.5732
157,9603,39.2372,39.5828,5.96237
158,9637,50.4304,42.5177,18.818
159,9767,43.5396,41.1324,5.96433
160,9921,37.7959,40.898,1
161,9930,38.7768,37.4448,1
162,9958,40.2132,46.3044,30.2055
163,9982,46.2945,44.9955,1
164,9994,42.0094,43.4384,7.49666
165,10100,41.4163,42.716,19.5142
166,10416,47.424,53.9348,1
167,10546,47.5245,37.8046,6.67484
168,10600,49.0563,42.6214,1
169,10658,45.1592,48.5739,18.8861
170,10662,47.6683,53.8209,24.849
171,10690,40.3693,53.3067,27.0969
172,10930,42.6458,53.0235,17.9669
173,10935,40.5696,52.4924,29.2549
174,10975,37.8257,48.8901,17.7531
175,10989,48.9552,52.4197,14.4643
176,11000,39.9823,43.1584,1
177,11193,46.817,49.7411,7.73258
178,11303,44.6626,44.8043,29.2991
179,11371,41.4673,43.8026,17.3413
180,11451,48.3791,52.0883,1
181,11516,44.1424,43.5721,1
182,11534,42.1579,51.1278,1
183,11653,45.0896,39.7782,23.806
184,11708,43.6861,40.0028,13.1754
185,11723,45.6948,45.099,26.2968
186,11759,45.3234,53.767,31.274
187,11993,50.2955,40.2515,8.8523
188,12088,43.5043,40.2059,1
189,12089,46.4122,40.7789,1
190,12197,51.9631,42.8368,25.2488
191,12223,39.4373,40.0113,20.8222
192,12243,42.2968,46.1173,8.13787
193,12323,37.3896,41.4115,42.9544
194,12416,44.9855,48.318,1
195,12439,42.3012,52.8052,35.9627
196,12561,49.2057,38.5784,30.1567
197,12562,54.1216,41.5788,9.30286
198,12563,39.6101,47.6268,14.4495
199,12570,50.7298,44.8694,1
200,12578,37.5164,42.8129,8.06758
201,12631,52.1825,45.0407,1
202,12642,46.5898,53.6102,21.8527
203,12735,50.0483,51.3655,39.4158
204,12804,38.4874,53.3977,25.3599
205,12813,39.5542,42.5223,6.76723
206,12853,41.0086,44.0575,1
207,13122,46.5351,48.9941,27.3374
208,13160,39.2566,52.1149,16.3531
209,13228,49.9444,48.2952,14.1282
210,13494,38.0901,43.6916,23.829
211,13558,44.8623,41.7843,1
212,13594,45.5447,45.0444,28.5713
213,13596,37.0887,47.8352,39.8944
214,13644,40.3334,41.169,5.59889
215,13719,47.9109,38.8757,11.2776
216,13795,36.1543,49.6489,1
217,13822,36.2859,47.5656,1
218,13833,40.2958,50.8649,20.2345
219,13837,42.8562,51.3243,3.77488
220,13839,47.9307,45.3712,15.2376
221,13978,37.8788,50.4976,1
222,14009,48.4501,48.8343,10.2433
223,14030,50.0277,49.1355,30.0361
224,14082,41.8892,49.6772,22.5142
225,14156,41.7505,54.2303,13.6529
226,14202,48.0477,53.5275,1
227,14221,42.9066,46.2245,12.5883
228,14449,40.6048,50.3228,50
229,14479,49.6241,38.72,13.7599
230,14527,41.4535,50.562,10.8653
231,14545,43.9449,47.4503,50
232,14658,47.0244,47.0976,1
233,14668,43.3009,41.8367,5.13769
234,14690,37.605,40.3572,8.50555
235,14912,36.6736,46.9799,35.1568
236,14921,42.0005,44.899,25.9809
237,14960,45.975,48.9662,1
238,14967,43.6192,48.8256,16.1511
239,14979,48.2265,49.484,9.66573
240,15006,51.5471,40.8354,1
241,15073,37.8885,49.3056,1
242,15098,47.438,42.6588,8.55825
243,15162,42.7393,53.6362,1
244,15180,43.2066,40.8767,24.5974
245,15182,40.4491,43.1703,22.5147
246,15222,38.0363,48.5703,11.6248
247,15698,53.1945,39.6996,11.7321
248,15737,44.5791,40.9614,31.1499
249,15949,40.8245,41.3206,1
250,15961,40.4138,51.5723,9.4579
251,15991,42.5937,51.9453,5.08331
252,16014,46.2344,44.759,35.3612
253,16029,48.0014,53.0251,1
254,16050,48.6602,45.8941,1
255,16133,41.4236,52.7923,22.4693
256,16153,40.02,48.6931,19.1343
257,16176,42.1808,53.9906,1
258,16413,50.3426,52.9357,1
259,16521,45.8616,53.6675,14.6977
260,16551,37.452,45.0577,42.8697
261,16610,41.3639,53.7917,33.1753
262,16635,44.2011,49.8282,21.2207
263,16637,46.7737,44.6302,1
264,16654,40.0577,46.6289,19.8687
265,16696,46.2193,40.6441,1
266,16735,41.9469,41.98,12.7252
267,16763,40.407,49.3656,23.682
268,16833,52.5954,40.9345,22.1337
269,17087,50.117,49.2308,39.1626
270,17232,44.6592,51.0552,1
271,17335,44.0248,44.6977,14.7165
272,17344,52.5763,41.3278,10.9539
273,17502,36.2684,48.6738,16.9614
274,17535,38.404,47.114,45.2229
275,17569,38.251,49.6247,12.2378
276,17580,40.7544,39.2291,1
277,17595,49.6346,47.8508,25.2421
278,17741,36.1125,49.9787,34.0981
279,17749,52.983,37.9934,3.51336
280,17780,36.3777,47.4373,8.19206
281,17829,41.7937,47.2607,14.8411
282,17858,44.1009,40.2597,30.011
283,17885,42.7904,51.9235,40.9845
284,17888,46.3557,45.3739,9.01812
285,17962,39.6374,37.8623,9.80388
