ID,GiftID,TripID,Weight
1,64573,1,40.7817
2,53088,1,40.5997
3,15867,1,39.8923
4,84861,1,31.202
5,6251,1,28.9254
6,66970,1,27.5074
7,82736,1,24.052
8,13500,1,22.1949
9,68464,1,21.9687
10,24970,1,18.6754
11,38980,1,18.6368
12,35960,1,14.1254
13,54494,1,12.4917
14,62828,1,12.3829
15,63613,1,10.6433
16,92918,1,8.33766
17,38373,1,7.76843
18,78764,1,4.95673
19,70638,1,3.05255
20,433,1,2.67646
21,51660,1,1.28154
22,48136,1,1
23,66621,1,1
24,71876,1,1
25,73081,1,1
26,33402,1,1
27,32287,1,1
28,29486,1,1
29,73087,1,1
30,87206,1,1
31,88696,1,1
32,10561,1,1
33,99038,1,1
34,62545,1,1
35,60877,2,50
36,78040,2,50
37,71347,2,35.2137
38,21740,2,32.1191
39,14739,2,31.5965
40,69105,2,29.8961
41,64415,2,29.4332
42,8806,2,26.302
43,20440,2,26.2146
44,76962,2,21.9689
45,78243,2,20.1261
46,60685,2,17.4031
47,26176,2,14.7122
48,86647,2,14.6035
49,92156,2,11.9034
50,78968,2,11.723
51,61844,2,10.0866
52,79910,2,7.2037
53,80402,2,6.09481
54,59359,2,5.78853
55,15662,2,2.95715
56,94930,2,2.64111
57,61836,2,2.40493
58,93143,2,2.29187
59,57133,2,2.12608
60,82785,2,1
61,85923,2,1
62,92148,2,1
63,19359,2,1
64,68510,2,1
65,79952,2,1
66,46281,2,1
67,93686,2,1
68,12451,2,1
69,11421,2,1
70,61584,2,1
71,45371,3,50
72,16366,3,45.4378
73,48662,3,42.0538
74,84687,3,30.7321
75,79861,3,30.1346
76,73118,3,27.8842
77,50148,3,23.4174
78,1489,3,21.7066
79,15509,3,21.5967
80,76390,3,19.8754
81,16768,3,18.5142
82,30356,3,17.629
83,65086,3,17.5809
84,51265,3,16.5625
85,13055,3,13.7501
86,30603,3,13.1243
87,32584,3,10.6138
88,37572,3,6.85993
89,1361,3,5.65705
90,98567,3,5.36709
91,47509,3,4.33595
92,22548,3,2.27929
93,60444,3,1
94,71293,3,1
95,25733,3,1
96,24230,3,1
97,22728,3,1
98,47248,3,1
99,72391,3,1
100,73022,3,1
101,80655,3,1
102,88765,3,1
103,5521,3,1
104,5011,3,1
105,91114,3,1
106,56702,3,1
107,52488,4,50
108,4759,4,42.0784
109,48324,4,34.7811
110,54796,4,31.7769
111,4794,4,28.622
112,46365,4,24.9014
113,38338,4,22.4419
114,55674,4,21.9804
115,61785,4,21.6759
116,86748,4,19.271
117,70843,4,18.967
118,79017,4,18.678
119,22478,4,15.27
120,21974,4,15.0449
121,17078,4,13.333
122,81514,4,11.6185
123,25013,4,10.5692
124,62784,4,8.92469
125,90874,4,8.05357
126,75729,4,6.47706
127,65254,4,5.88786
128,21258,4,5.41525
129,88334,4,3.81918
130,85025,4,3.58109
131,13874,4,3.57407
132,91426,4,3.08116
133,58132,4,1.56693
134,12042,4,1
135,10958,4,1
136,8908,4,1
137,69794,4,1
138,70515,4,1
139,55316,4,1
140,75984,4,1
141,76616,4,1
142,77044,4,1
143,80989,4,1
144,84504,4,1
145,37094,4,1
146,85153,4,1
147,69009,4,1
148,54708,5,50
149,82601,5,50
150,10994,5,49.0202
151,40832,5,38.0321
152,47142,5,35.6026
153,96638,5,35.4073
154,17946,5,31.6237
155,57299,5,30.6872
156,65056,5,29.7077
157,23727,5,29.0708
158,83617,5,28.2218
159,72378,5,26.6882
160,85777,5,26.1357
161,88722,5,25.7054
162,17208,5,25.4106
163,18377,5,24.2112
164,7140,5,24.1057
165,36998,5,23.2131
166,62014,5,20.4269
167,83914,5,20.2679
168,83368,5,19.8191
169,89395,5,18.3352
170,77242,5,17.7412
171,2010,5,15.4425
172,56661,5,14.8585
173,32900,5,12.3379
174,72028,5,11.5243
175,93469,5,11.4153
176,16844,5,8.64778
177,77182,5,6.55078
178,49530,5,5.27396
179,50637,5,5.216
180,53319,5,2.49675
181,62102,5,1.7833
182,23051,5,1.45617
183,58167,5,1
184,69011,5,1
185,40765,5,1
186,30795,5,1
187,24814,5,1
188,80061,5,1
189,83486,5,1
190,88057,5,1
191,14293,5,1
192,13108,5,1
193,91213,5,1
194,56075,5,1
195,65959,6,47.0027
196,75436,6,43.0031
197,12148,6,35.8443
198,62404,6,34.7114
199,33267,6,32.2481
200,36802,6,27.2377
201,54272,6,21.9409
202,10925,6,14.9067
203,72269,6,14.5381
204,9479,6,13.8891
205,98359,6,13.8245
206,50625,6,12.3075
207,59975,6,11.0575
208,56857,6,9.04281
209,48717,6,5.6742
210,50920,6,1
211,36989,6,1
212,74871,6,1
213,82224,6,1
214,26482,6,1
215,18563,6,1
216,96305,6,1
217,97693,6,1
218,9340,6,1
219,65540,6,1
220,31132,7,50
221,96802,7,45.7235
222,58300,7,38.4488
223,6089,7,35.8559
224,88235,7,28.8783
225,84884,7,28.7489
226,51240,7,27.6471
227,13081,7,27.0621
228,50240,7,26.9757
229,41107,7,23.5863
230,72741,7,21.5975
231,64345,7,21.1697
232,76118,7,21.0171
233,90500,7,19.7095
234,37799,7,19.5116
235,8106,7,19.1225
236,79164,7,17.3038
237,10522,7,16.0796
238,76784,7,16.0158
239,59457,7,14.6467
240,12396,7,6.91434
241,54028,7,1
242,60,7,1
243,68363,7,1
244,80191,7,1
245,42945,7,1
246,85586,7,1
247,86306,7,1
248,95567,7,1
249,41259,7,1
250,18765,8,44.6223
251,83602,8,39.8966
252,74141,8,34.9911
253,92825,8,34.5945
254,51763,8,32.8718
255,54318,8,31.8437
256,16426,8,31.4085
257,84135,8,29.7998
258,58455,8,28.506
259,97612,8,26.6258
260,70088,8,24.6491
261,60758,8,24.4657
262,40501,8,19.7804
263,53907,8,15.9965
264,52459,8,15.7515
265,15198,8,15.4879
266,49325,8,12.3662
267,51917,8,12.2943
268,74602,8,7.24461
269,15932,8,4.92359
270,32055,8,4.58071
271,82379,8,3.22165
272,54317,8,1.24908
273,85260,8,1.24686
274,98886,8,1
275,97195,8,1
276,81191,8,1
277,78506,8,1
278,64165,8,1
279,58965,8,1
280,53679,8,1
281,47074,8,1
282,31115,8,1
283,27450,8,1
284,22114,8,1
285,20857,8,1
286,18327,8,1
287,14037,8,1
288,11860,8,1
289,10538,8,1
290,7760,8,1
291,2583,8,1
292,18147,9,43.8705
293,5616,9,40.3666
294,47517,9,36.3263
295,41389,9,28.6026
296,29932,9,27.5376
297,85963,9,26.4494
298,34993,9,26.1312
299,86040,9,24.9491
300,73518,9,24.5612
301,458,9,22.3974
302,96508,9,21.9397
303,5729,9,12.5029
304,1843,9,12.4724
305,474,9,10.3836
306,79045,9,9.8658
307,58351,9,8.70771
308,65933,9,6.96436
309,42084,9,6.46824
310,73800,9,1.35302
311,31367,9,1
312,81738,9,1
313,27113,9,1
314,83679,9,1
315,10563,9,1
316,86996,9,1
317,5222,9,1
318,69362,9,1
319,55979,9,1
320,71632,9,1
321,43939,9,1
322,35763,9,1
323,34701,9,1
324,32731,9,1
325,32536,9,1
326,66473,9,1
327,39394,10,50
328,7459,10,50
329,16716,10,50
330,77194,10,45.2801
331,11027,10,44.6458
332,20907,10,42.3623
333,59603,10,36.6843
334,87961,10,35.6705
335,43450,10,35.5668
336,56493,10,32.4317
337,43235,10,31.0435
338,76321,10,30.2673
339,33978,10,27.2382
340,21532,10,25.17
341,99829,10,23.2022
342,66285,10,22.1201
343,74876,10,21.4105
344,15774,10,20.276
345,2541,10,17.0363
346,93543,10,16.4352
347,98496,10,15.8015
348,44026,10,13.3101
349,25753,10,12.7116
350,7510,10,11.5876
351,99430,10,11.4648
352,69216,10,11.4482
353,94651,10,10.6554
354,49463,10,9.13797
355,99228,10,9.02666
356,67184,10,5.5455
357,82854,10,5.10038
358,16808,10,4.73938
359,63413,10,3.92595
360,20597,10,3.08992
361,79672,10,2.97651
362,65626,10,2.68708
363,131,10,1
364,78008,10,1
365,64621,10,1
366,89035,10,1
367,83638,10,1
368,24066,10,1
369,22979,10,1
370,19469,10,1
371,50160,10,1
372,28088,10,1
373,59078,11,50
374,20020,11,45.276
375,43978,11,45.1461
376,79581,11,42.9538
377,81554,11,39.1806
378,62201,11,37.4175
379,58124,11,36.9411
380,8677,11,36.9082
381,40564,11,35.2732
382,21183,11,26.4749
383,98982,11,22.1403
384,77323,11,9.39779
385,33805,11,8.43801
386,77056,11,8.17629
387,45693,11,4.71086
388,7072,11,3.48958
389,94145,11,1
390,23354,11,1
391,21844,11,1
392,96738,11,1
393,98938,11,1
394,1088,11,1
395,73311,11,1
396,69734,11,1
397,77832,11,1
398,56194,11,1
399,83757,11,1
400,3982,11,1
401,70998,11,1
402,62687,12,50
403,47861,12,50
404,3709,12,34.7828
405,59510,12,32.978
406,40503,12,32.4517
407,37290,12,31.9164
408,58038,12,29.8635
409,23441,12,26.4743
410,52457,12,24.5986
411,34147,12,22.233
412,82210,12,21.7697
413,76778,12,21.3772
414,4383,12,20.4851
415,14005,12,19.0493
416,82158,12,18.4167
417,35142,12,13.3221
418,79920,12,12.3749
419,74887,12,10.0607
420,34389,12,9.43832
421,80404,12,9.09642
422,18433,12,8.69334
423,4114,12,5.99645
424,9668,12,5.57962
425,4248,12,5.12426
426,15818,12,2.71855
427,1649,12,2.69678
428,61173,12,1.73712
429,51698,12,1
430,59987,12,1
431,31833,12,1
432,11598,12,1
433,11337,12,1
434,67019,12,1
435,70696,12,1
436,80696,12,1
437,87698,12,1
438,96082,12,1
439,33757,12,1
440,63232,13,50
441,38253,13,50
442,34326,13,48.712
443,61425,13,43.2073
444,22075,13,40.9833
445,48271,13,40.5409
446,45033,13,36.3488
447,45734,13,34.1341
448,86758,13,31.7793
449,8588,13,30.7987
450,44453,13,26.1706
451,6365,13,24.584
452,75518,13,24.4248
453,67350,13,22.9969
454,73696,13,20.4051
455,75556,13,19.8256
456,86260,13,19.6972
457,66768,13,19.0457
458,9325,13,18.3065
459,62631,13,17.3729
460,95804,13,17.2493
461,89958,13,15.6154
462,94702,13,13.2669
463,79218,13,13.036
464,74475,13,11.392
465,31662,13,11.1624
466,17412,13,9.53654
