GiftID,Latitude,Longitude,Weight,TripID
433,62.3966,-128.103,2.67646,1
6251,61.5314,-127.069,28.9254,1
10561,63.0004,-126.303,1,1
13500,63.8354,-128.037,22.1949,1
15867,63.0058,-127.356,39.8923,1
24970,63.0415,-127.907,18.6754,1
29486,63.3264,-127.131,1,1
32287,63.873,-128.251,1,1
33402,63.3299,-127.638,1,1
35960,62.5791,-127.371,14.1254,1
38373,62.4717,-127.174,7.76843,1
38980,62.6182,-129.373,18.6368,1
48136,61.8806,-127.941,1,1
51660,61.7232,-126.854,1.28154,1
53088,63.6092,-127.444,40.5997,1
54494,63.0949,-127.67,12.4917,1
62545,64.0446,-127.036,1,1
62828,61.5096,-128.314,12.3829,1
63613,62.875,-127.206,10.6433,1
64573,62.2655,-125.974,40.7817,1
66621,61.3974,-128.496,1,1
66970,63.5373,-128.652,27.5074,1
68464,62.7348,-128.865,21.9687,1
70638,61.7627,-128.159,3.05255,1
71876,62.9327,-129.509,1,1
73081,63.0428,-126.981,1,1
73087,61.0044,-128.134,1,1
78764,62.9055,-128.244,4.95673,1
82736,62.2475,-127.989,24.052,1
84861,62.2763,-129.114,31.202,1
87206,63.5395,-126.363,1,1
88696,62.161,-128.209,1,1
92918,62.341,-126.063,8.33766,1
99038,63.6099,-127.34,1,1
8806,65.5067,-125.699,26.302,2
11421,65.8204,-124.731,1,2
12451,66.0805,-126.687,1,2
14739,65.8333,-127.923,31.5965,2
15662,66.2978,-124.591,2.95715,2
19359,65.573,-126.387,1,2
20440,64.5327,-125.141,26.2146,2
21740,65.9882,-126.641,32.1191,2
26176,65.0214,-127.419,14.7122,2
46281,66.3482,-126.159,1,2
57133,64.4601,-125.686,2.12608,2
59359,64.9481,-124.533,5.78853,2
60685,65.2735,-126.109,17.4031,2
60877,66.6805,-125.404,50,2
61584,65.5616,-127.3,1,2
61836,66.2827,-125.928,2.40493,2
61844,65.0383,-125.796,10.0866,2
64415,65.3923,-126.623,29.4332,2
68510,66.051,-125.843,1,2
69105,66.8179,-124.963,29.8961,2
71347,66.8796,-125.189,35.2137,2
76962,66.1936,-126.826,21.9689,2
78040,64.6114,-125.313,50,2
78243,66.1232,-127.639,20.1261,2
78968,66.7214,-125.823,11.723,2
79910,65.4716,-127.661,7.2037,2
79952,66.3081,-127.127,1,2
80402,66.831,-125.004,6.09481,2
82785,66.3673,-127.542,1,2
85923,64.5468,-125.427,1,2
86647,65.0008,-126.661,14.6035,2
92148,66.2332,-124.828,1,2
92156,66.6944,-126.855,11.9034,2
93143,65.2496,-126.003,2.29187,2
93686,66.1861,-125.216,1,2
94930,65.0962,-125.905,2.64111,2
1361,61.3309,-114.011,5.65705,3
1489,60.0056,-112.66,21.7066,3
5011,61.1203,-113.309,1,3
5521,61.2673,-113.037,1,3
13055,60.2709,-110.958,13.7501,3
15509,60.0916,-111.568,21.5967,3
16366,60.1999,-113.876,45.4378,3
16768,61.4158,-113.052,18.5142,3
22548,61.313,-112.828,2.27929,3
22728,59.0765,-112.647,1,3
24230,60.8325,-111.481,1,3
25733,59.8296,-114.17,1,3
30356,61.3804,-113.053,17.629,3
30603,60.6385,-113.563,13.1243,3
32584,60.7285,-113.459,10.6138,3
37572,58.7495,-114.075,6.85993,3
45371,59.9421,-112.687,50,3
47248,60.1315,-114.256,1,3
47509,61.7182,-113.483,4.33595,3
48662,60.3003,-111.445,42.0538,3
50148,61.1048,-113.341,23.4174,3
51265,60.6079,-114.608,16.5625,3
56702,60.7698,-113.289,1,3
60444,58.8645,-112.76,1,3
65086,60.425,-113.325,17.5809,3
71293,59.0346,-113.311,1,3
72391,60.5804,-112.747,1,3
73022,61.3261,-112.738,1,3
73118,59.8036,-114.491,27.8842,3
76390,60.9432,-114.062,19.8754,3
79861,59.8746,-111.585,30.1346,3
80655,59.6075,-112.344,1,3
84687,58.1571,-113.751,30.7321,3
88765,60.6262,-112.032,1,3
91114,58.7329,-113.778,1,3
98567,60.8331,-112.676,5.36709,3
4759,60.9765,-114.654,42.0784,4
4794,61.5853,-113.948,28.622,4
8908,61.964,-115.774,1,4
10958,61.3016,-114.307,1,4
12042,60.8892,-116.088,1,4
13874,62.7818,-114.502,3.57407,4
17078,62.3273,-115.122,13.333,4
21258,64.2435,-115.77,5.41525,4
21974,64.3555,-115.038,15.0449,4
22478,62.3323,-114.879,15.27,4
25013,63.5507,-114.041,10.5692,4
37094,62.7065,-115.803,1,4
38338,62.313,-114.837,22.4419,4
46365,61.5129,-115.603,24.9014,4
48324,63.5983,-116.618,34.7811,4
52488,64.3761,-115.395,50,4
54796,62.4019,-115.256,31.7769,4
55316,62.5364,-115.796,1,4
55674,61.924,-114.321,21.9804,4
58132,63.2676,-115.98,1.56693,4
61785,63.0367,-115.688,21.6759,4
62784,60.6565,-115.237,8.92469,4
65254,61.5359,-115.331,5.88786,4
69009,62.8767,-116.652,1,4
69794,60.9554,-114.832,1,4
70515,63.1075,-114.07,1,4
70843,61.925,-115.494,18.967,4
75729,61.0333,-115.11,6.47706,4
75984,63.7099,-115.386,1,4
76616,62.7003,-116.346,1,4
77044,62.9612,-116.208,1,4
79017,62.4517,-114.411,18.678,4
80989,61.8018,-115.267,1,4
81514,61.3894,-114.266,11.6185,4
84504,61.8923,-114.085,1,4
85025,62.7896,-115.487,3.58109,4
85153,60.7607,-115.502,1,4
86748,61.0894,-114.749,19.271,4
88334,61.8296,-115.909,3.81918,4
90874,62.0012,-114.156,8.05357,4
91426,64.1632,-113.614,3.08116,4
2010,62.1305,-117.59,15.4425,5
7140,60.0162,-118.221,24.1057,5
10994,63.4027,-118.032,49.0202,5
13108,62.7136,-118.206,1,5
14293,61.6027,-117.552,1,5
16844,62.9184,-117.488,8.64778,5
17208,60.6939,-117.22,25.4106,5
17946,61.2067,-117.137,31.6237,5
18377,62.0363,-117.241,24.2112,5
23051,61.2325,-117.681,1.45617,5
23727,61.7311,-116.731,29.0708,5
24814,61.6206,-118.489,1,5
30795,61.4288,-116.72,1,5
32900,60.3254,-117.832,12.3379,5
36998,60.7411,-116.22,23.2131,5
40765,60.2616,-117.619,1,5
40832,62.9168,-117.197,38.0321,5
47142,61.3199,-117.081,35.6026,5
49530,62.0816,-116.807,5.27396,5
50637,61.1985,-117.505,5.216,5
53319,61.2435,-118.102,2.49675,5
54708,61.0467,-118.724,50,5
56075,62.2467,-116.87,1,5
56661,62.1429,-118.362,14.8585,5
57299,61.0282,-118.306,30.6872,5
58167,62.4139,-116.886,1,5
62014,61.0645,-118.505,20.4269,5
62102,62.1042,-116.88,1.7833,5
65056,61.5365,-117.836,29.7077,5
69011,61.267,-118.893,1,5
72028,61.3675,-116.501,11.5243,5
72378,60.8088,-118.276,26.6882,5
77182,60.705,-118.427,6.55078,5
77242,62.0299,-118.502,17.7412,5
80061,62.5953,-118.647,1,5
82601,62.7491,-118.026,50,5
83368,61.1133,-118.274,19.8191,5
83486,61.0056,-118.144,1,5
83617,62.8628,-118.544,28.2218,5
83914,61.4505,-117.869,20.2679,5
85777,62.2936,-116.607,26.1357,5
88057,60.5689,-117.499,1,5
88722,61.2409,-118.354,25.7054,5
89395,60.4073,-118.119,18.3352,5
91213,62.5336,-116.968,1,5
93469,62.4526,-118.241,11.4153,5
96638,61.4246,-117.562,35.4073,5
9340,61.1713,-138.903,1,6
9479,60.9583,-138.534,13.8891,6
10925,59.6061,-138.97,14.9067,6
12148,61.3363,-139.583,35.8443,6
18563,61.0336,-138.269,1,6
26482,60.738,-137.885,1,6
33267,59.7908,-137.326,32.2481,6
36802,58.5403,-137.412,27.2377,6
36989,60.6746,-137.413,1,6
48717,60.8495,-138.102,5.6742,6
50625,61.5626,-139.441,12.3075,6
50920,59.3679,-139.379,1,6
