TripID,Cost
1,40183.9
2,50279
3,76606.3
4,45446.6
5,48082.7
6,77947.4
7,38405.5
8,64524.9
9,90471
10,44009.3
11,45457.5
12,42559.2
13,50765.1
14,57759.4
15,40073.7
16,45936.8
17,25708.2
18,50549.4
19,47450.6
20,35862.2
21,34455.5
22,36547.3
23,61603.8
24,42010.7
25,7223.07
26,77618.5
27,59230
28,52761.2
29,59179.6
30,51368.9
31,23193.1
32,41518.4
33,58606.5
34,113789
35,49178.4
36,48373.2
37,42651.5
38,33330
39,102931
40,7223.07
41,29535.9
42,40073.7
43,71137.2
44,78968.4
45,55598.8
46,35923.1
47,74484
48,34024.6
49,47486.2
50,23462.2
51,55711.4
52,82454.4
53,55840.4
54,66307.9
55,66158.8
56,38455.2
57,31370.9
58,94826
59,33157.1
60,63396.5
61,35084.4
62,46301.9
63,36775.1
64,60137.3
65,89037.3
66,21647.3
67,55046.1
68,74413.9
69,7223.07
70,64956.9
71,33157.1
72,37513.4
73,44366.6
74,34647.1
75,34439.3
76,41895.9
77,33992.9
78,51270.7
79,51002.8
80,63533.9
81,40966.7
82,30216.3
83,56680.1
84,83408
85,49080
86,40073.7
87,57538.3
88,29420.5
89,41110.7
90,49121.5
