GiftID,Latitude,Longitude,Weight,TripID
13155,23.1227,52.582,28.5296,1
23102,23.7204,51.7447,1,1
27828,24.0651,51.6994,15.8129,1
28807,23.414,51.5703,1,1
33951,22.9287,52.033,15.3619,1
37704,23.9706,52.4922,1,1
40597,23.9096,52.8228,21.4529,1
55352,23.613,52.9751,14.5942,1
56774,23.4568,51.5351,38.2695,1
62123,23.2753,52.375,1.8113,1
63670,23.3489,52.8454,11.6857,1
74931,23.6161,53.0245,15.5451,1
76626,23.4799,52.5539,13.8423,1
84618,23.4916,52.4155,1,1
86486,22.981,52.7752,1,1
88652,23.2618,52.4879,22.1119,1
90061,23.6401,52.7204,1,1
90314,23.5714,52.5375,1,1
93812,24.0091,52.9276,5.04341,1
94699,23.7817,52.2334,1,1
94813,23.838,51.9634,38.7644,1
94878,23.3268,51.8201,1,1
97141,23.6556,51.8905,2.34426,1
1240,27.338,56.1073,1.28713,2
4205,27.4005,54.3168,1,2
4839,28.4015,54.9633,25.2708,2
6693,27.809,55.8319,1,2
6928,26.9546,54.1482,11.5821,2
9112,27.7773,55.1303,1,2
11118,28.6246,55.2331,3.34011,2
13456,27.6005,55.1507,1,2
15193,27.1037,53.4517,29.7711,2
15879,27.2178,54.9313,1,2
18476,28.143,54.6018,49.1134,2
18976,28.4505,55.6032,45.664,2
19552,29.1186,54.7387,4.98864,2
19574,26.8107,54.0872,8.54,2
21094,27.3671,54.5923,11.8388,2
21727,27.0946,54.1433,16.3641,2
23766,27.038,54.4372,49.6363,2
28667,26.86,54.8972,15.5059,2
35955,26.9577,53.7981,5.55964,2
36747,26.5989,54.9466,25.0388,2
42582,28.1924,55.2443,1,2
44709,26.8776,54.6566,2.25535,2
48362,28.0354,53.9725,1,2
49493,28.7491,55.0867,13.9141,2
50470,27.4732,55.9788,14.8522,2
54323,27.1074,54.5073,1,2
57270,25.9222,54.5487,1,2
58555,28.2625,55.6794,33.713,2
58904,28.0582,55.264,6.17741,2
60066,28.7629,55.4446,10.1461,2
64991,27.0752,54.4489,18.466,2
65711,28.4071,54.3047,1,2
66251,27.1858,54.9037,42.9758,2
67379,28.0692,54.9295,1,2
74596,27.3151,54.2327,1,2
74980,28.0111,54.4229,28.0693,2
75089,27.1289,55.4187,12.364,2
76192,26.6413,54.6704,29.9141,2
76780,27.2809,54.4815,23.6632,2
79117,27.7883,53.9448,1,2
80039,28.7517,54.9677,19.0545,2
81036,28.4257,55.488,50,2
97689,27.1307,54.3431,34.4813,2
98471,27.289,54.1132,1,2
99830,27.9188,56.0215,1,2
7828,22.9096,53.9643,4.78019,3
9739,23.2509,54.1637,1,3
14581,22.909,55.0392,1,3
23388,22.7461,55.0703,7.36978,3
28420,23.6893,54.1454,1,3
34180,22.9133,53.2897,38.2052,3
40075,23.1317,53.2686,27.5965,3
41223,23.8557,53.522,33.6751,3
41815,23.1297,55.0313,22.9403,3
42494,23.4055,53.9666,30.611,3
45107,23.2453,54.8964,1,3
46350,22.9458,54.4939,38.581,3
49507,22.471,53.5159,4.11453,3
49641,24.0218,53.4402,8.07342,3
50852,23.1198,54.7568,35.7032,3
51149,22.7364,54.1633,1,3
58517,23.9826,53.6911,7.85711,3
59703,23.7904,54.0972,1,3
60521,22.8846,54.6286,9.07541,3
62268,23.9497,54.3406,31.5883,3
64985,23.3676,53.5076,1,3
66314,23.4846,54.6993,39.2819,3
66568,23.9684,53.3849,30.0807,3
71220,23.2066,54.9821,19.9317,3
71614,22.915,54.9401,10.5269,3
71873,22.8041,53.5378,10.7892,3
76574,23.1494,54.7018,1,3
91604,23.381,54.0737,1,3
93901,24.442,54.5437,1,3
994,33.7789,50.9636,48.5422,4
1595,32.6392,50.7211,4.02086,4
2962,33.0439,52.1392,1,4
8582,33.5811,50.1856,1,4
12911,33.2642,50.4078,1,4
13296,33.2463,52.3364,3.24622,4
13537,33.294,52.1106,1,4
13969,34.4277,51.087,1,4
15463,34.3492,50.4592,2.1133,4
16866,35.2229,50.2692,8.35385,4
17638,34.3568,50.4249,1,4
18903,33.623,51.6316,10.6202,4
20014,33.2776,50.6438,8.86107,4
20262,33.7603,50.2781,3.72779,4
