TripID,Cost
1,33458.3
2,87307.4
3,56034
4,94788.5
5,122722
6,100212
7,60817.2
8,43482.8
9,111721
10,115062
11,124777
12,149320
13,117579
14,85457.5
15,117932
16,92756.7
17,94951.5
18,60677.6
19,100432
20,123911
21,76348.6
22,151975
23,71380.9
24,95996.1
25,125047
26,48717.7
27,95504.5
28,100864
29,148563
30,98870.8
31,142720
32,134422
33,192840
34,99044.8
35,87209.6
36,75851
37,92375
38,81811
39,131559
40,69808.5
41,74177
42,69151.6
43,77692.7
44,49853.8
45,204001
46,86064.3
47,118985
48,64740.6
49,66522.9
50,79251.4
51,91080.4
52,78262.2
53,132024
54,62664.7
55,85688.9
56,79089.7
57,206543
58,65864.4
59,74177
60,72766.5
61,24462
62,59999.7
63,115593
64,109048
65,125536
66,94406.8
67,137320
68,54030.9
69,107278
70,81985.2
71,92086.3
72,112682
73,94379.9
74,109930
75,60556.7
76,78266.6
77,139028
78,149248
79,154854
80,53965.7
81,87280.5
82,69192.6
83,73328.7
84,82833.9
85,88344.7
86,65920.4
87,110106
