TripID,Cost
1,154628
2,80560.7
3,144596
4,105604
5,8768.24
6,66776.7
7,104725
8,100157
9,180695
10,181154
11,126494
12,76816.4
13,104299
14,80465.3
15,138612
16,113250
17,164224
18,157938
19,57072
20,140348
21,101869
22,121690
23,147110
24,106182
25,158629
26,156108
27,96957.9
28,69953.5
29,109982
30,137467
31,108759
32,109438
33,93779.6
34,28451.9
35,155583
36,160004
37,99518.8
38,147358
39,111640
40,107162
41,108739
42,98384.7
43,169711
44,115273
45,202540
46,66776.7
47,137397
48,152732
49,152706
50,147837
51,133563
52,206587
53,140939
54,100096
55,87977.6
56,78987.5
57,62499.9
58,178287
59,135212
60,163045
61,179078
62,113366
63,164128
64,97029
65,111414
66,93920.2
67,8768.24
68,107013
69,28451.9
70,110918
71,85822.9
72,102041
73,76702.3
74,103471
75,64221.5
76,55479.3
77,114683
78,112175
79,8768.24
80,134867
81,116109
82,205248
83,167468
84,130294
85,115857
86,119859
87,126686
88,107052
89,104324
90,115570
91,110871
92,132384
93,68067.8
94,148864
95,95442.4
96,123057
97,73981
98,90945.1
99,109233
100,125964
101,108345
102,134218
103,157218
104,86939.6
105,91012.6
106,119464
107,134559
108,113101
109,113191
110,93799.9
111,101219
