TripID,Cost
1,133677
2,138895
3,145063
4,139144
5,149253
6,123177
7,111160
8,169438
9,174091
10,159349
11,174913
12,130460
13,134148
14,121223
15,105485
16,123317
17,185761
18,103746
19,131259
20,101564
21,166108
22,126256
23,139963
24,104819
25,114855
26,106527
27,176420
28,159529
29,198575
30,112518
31,162998
32,201882
33,126803
34,130717
35,154036
36,155902
37,137260
38,97411.3
39,96808.1
40,184776
41,125502
42,121514
43,125704
44,144686
45,176336
46,182899
47,110594
48,221116
49,90461.7
50,110124
51,276314
52,112840
53,247212
54,51472
55,186620
56,137983
57,266801
58,111157
59,129387
60,96265.6
61,76800.5
62,237861
63,158110
64,96502.2
65,113225
66,75544.3
67,81751.1
68,117978
69,175190
70,67055.8
71,45616.4
72,98840.9
