TripID,Cost
1,203684
2,149646
3,93130.8
4,135343
5,123536
6,216570
7,197227
8,162764
9,162499
10,115156
11,193884
12,144076
13,177877
14,147954
15,153271
16,125901
17,135718
18,89761
19,106401
20,123457
21,137762
22,130499
23,119566
24,163812
25,151606
26,187086
27,148125
28,173767
29,115670
30,110920
31,152924
32,123808
33,284387
34,157004
35,136378
36,167624
37,162416
38,113012
39,147966
40,121464
41,120706
42,128927
43,174681
44,226263
45,128803
46,149669
47,134759
48,105385
49,69766
50,213573
51,173223
52,161947
53,210732
54,212245
55,165417
56,104916
57,104529
58,139005
59,221301
60,159616
61,85373.1
62,129058
63,118179
64,141842
65,118332
66,136513
67,179696
68,157203
69,192308
70,143733
71,144230
72,166044
73,37592.4
74,128577
75,98733.2
76,163176
77,147665
78,142269
79,155168
80,172135
81,71434.9
82,160713
83,119004
84,136813
85,288734
86,167644
87,188423
88,115880
89,124691
90,74029.4
91,151200
92,113653
93,199606
