TripID,Cost
1,214589
2,277493
3,272530
4,151814
5,170567
6,211518
7,185689
8,251794
9,239672
10,138295
11,187704
12,239175
13,195364
14,245420
15,226695
16,144946
17,236629
18,225007
19,131658
20,176243
21,180080
22,212769
23,165910
24,148863
25,204187
26,121258
27,271931
28,274368
29,224287
30,166740
31,322837
32,138890
33,185220
34,216090
35,222762
36,287019
37,253903
38,281249
39,219227
40,179023
41,126293
42,172975
43,148847
44,212591
45,363177
46,194311
47,101072
48,185220
49,138859
50,206026
51,293041
52,308692
53,111458
54,184654
55,295561
56,115081
57,168302
58,229952
59,268278
60,146214
61,193254
62,193761
63,236629
64,280788
65,242521
66,125329
67,159482
68,225317
69,194935
70,144528
71,135881
72,71103.6
