ID,GiftID,TripID,Weight
1,85871,1,50
2,62116,1,41.6028
3,94544,1,40.8433
4,2970,1,38.8232
5,27973,1,36.883
6,96902,1,33.9564
7,90860,1,32.9992
8,98759,1,32.2604
9,30822,1,30.2775
10,97778,1,30.0156
11,19236,1,27.8025
12,10968,1,27.5148
13,40122,1,27.1325
14,74232,1,25.8395
15,52252,1,23.1758
16,77701,1,21.885
17,90925,1,21.7301
18,59777,1,20.2902
19,10072,1,19.5495
20,83604,1,17.4464
21,69960,1,16.8816
22,19290,1,15.7763
23,66806,1,15.1242
24,73070,1,13.9404
25,27380,1,13.2238
26,11935,1,11.6915
27,93093,1,8.4969
28,66845,1,7.35506
29,97919,1,7.27601
30,12980,1,6.48466
31,16807,1,6.04574
32,21250,1,2.02841
33,48665,1,1
34,53654,1,1
35,24667,1,1
36,24524,1,1
37,23226,1,1
38,21516,1,1
39,60314,1,1
40,71575,1,1
41,17174,1,1
42,47111,1,1
43,47773,1,1
44,74930,1,1
45,12577,1,1
46,84051,1,1
47,85106,1,1
48,92794,1,1
49,4566,1,1
50,38221,1,1
51,20548,2,50
52,38455,2,44.9484
53,12399,2,44.3747
54,84481,2,44.2439
55,20,2,43.2122
56,31884,2,40.6444
57,99874,2,39.045
58,31972,2,33.8299
59,63109,2,28.7409
60,83359,2,26.8739
61,78153,2,25.2789
62,37038,2,24.312
63,22145,2,23.5117
64,11885,2,23.4891
65,77748,2,23.1573
66,13706,2,22.7064
67,44419,2,22.1411
68,43203,2,22.0291
69,33536,2,20.3132
70,86100,2,18.4278
71,64869,2,16.6655
72,83603,2,14.6926
73,4211,2,13.1687
74,27416,2,9.83736
75,6416,2,7.97649
76,31262,2,1.44308
77,24829,2,1
78,23969,2,1
79,65357,2,1
80,13954,2,1
81,91831,2,1
82,66297,2,1
83,6263,2,1
84,56085,2,1
85,54655,2,1
86,54621,2,1
87,48613,2,1
88,45856,2,1
89,78897,2,1
90,61733,2,1
91,36044,2,1
92,32855,2,1
93,27262,2,1
94,25530,2,1
95,61068,2,1
96,91862,3,42.9799
97,47488,3,41.2131
98,24525,3,39.2532
99,12107,3,33.0412
100,30808,3,32.9207
101,37284,3,30.5109
102,88110,3,28.2872
103,12881,3,27.2422
104,61112,3,26.0791
105,84259,3,26.0631
106,57455,3,25.5867
107,70001,3,25.5749
108,17363,3,25.5572
109,14388,3,25.2812
110,33600,3,24.8303
111,20684,3,22.2586
112,29549,3,20.9577
113,35016,3,19.7813
114,3751,3,18.0456
115,67650,3,17.8548
116,40540,3,14.9063
117,61950,3,14.5972
118,12069,3,14.4047
119,70937,3,13.3464
120,66016,3,13.3081
121,47647,3,13.2776
122,72901,3,12.6969
123,59393,3,8.49098
124,5008,3,7.23128
125,65140,3,6.61819
126,57554,3,6.59862
127,99446,3,2.74192
128,19624,3,2.13271
129,38656,3,1.86873
130,33890,3,1.41282
131,53418,3,1
132,65205,3,1
133,28761,3,1
134,26529,3,1
135,26022,3,1
136,66933,3,1
137,23422,3,1
138,68148,3,1
139,49227,3,1
140,34420,3,1
141,52289,3,1
142,73899,3,1
143,76850,3,1
144,77619,3,1
145,80304,3,1
146,81581,3,1
147,86416,3,1
148,556,3,1
149,39757,3,1
150,76217,4,45.0439
151,58380,4,39.5105
152,8193,4,39.1134
153,10392,4,38.5465
154,74640,4,33.3291
155,2255,4,32.4087
156,33635,4,32.1182
157,20500,4,29.5366
158,11859,4,29.1581
159,12801,4,24.7355
160,11853,4,24.3205
161,77442,4,24.2766
162,16742,4,23.6154
163,69663,4,23.2203
164,43815,4,20.7163
165,46202,4,20.4652
166,98870,4,19.6688
167,46562,4,16.032
168,86300,4,13.8913
169,33004,4,13.7936
