TripID,Cost
1,115574
2,76515.4
3,45836.6
4,75997.2
5,66312.4
6,136620
7,119731
8,54335.4
9,70865.2
10,138708
11,114601
12,135132
13,68908.3
14,73391.4
15,85792.8
16,126559
17,134623
18,99977.8
19,124109
20,2035.24
21,92561.3
22,105165
23,95492.7
24,149407
25,95664.8
26,59638.1
27,126915
28,134021
29,133674
30,131871
31,106483
32,45981.4
33,87387.9
34,108994
35,87916.6
36,79590.1
37,86372.7
38,79946.3
39,91484.3
40,92602.3
41,137281
42,103711
43,151159
44,139520
45,68707.6
46,76767.6
47,115095
48,144674
49,111136
50,123075
51,68568.1
52,49414.8
53,2035.24
54,195528
55,125094
56,81969.5
57,86184.6
58,139697
59,174515
60,49131.7
61,119307
62,94594.8
63,84744.6
64,71714.8
65,89918
66,154651
67,112704
68,2035.24
69,81035.3
70,36398.1
71,61693.3
72,86324
73,122994
74,105117
75,66535.4
76,104044
77,138416
78,103711
79,57427.6
80,109830
81,73355.2
82,52277.4
83,119016
84,125044
