GiftID,Latitude,Longitude,Weight,TripID
164,17.3502,-93.0725,1,1
2066,17.9464,-93.2414,18.2695,1
3954,17.6446,-93.8735,30.3655,1
6894,17.9461,-93.3756,7.92257,1
7941,17.6198,-92.8156,14.2549,1
11528,18.0474,-94.1163,1,1
12076,17.9389,-93.1986,16.7585,1
12479,17.6329,-93.84,1,1
13471,16.7919,-93.747,19.8807,1
16753,17.0626,-92.6607,33.19,1
17386,17.8788,-92.4509,6.71876,1
22472,17.9394,-93.2229,18.5078,1
22543,18.2024,-93.1024,25.9923,1
26013,17.2012,-92.5733,1,1
34771,16.4245,-94.2203,1,1
36588,18.2905,-93.3421,17.5884,1
45212,17.6867,-92.9497,1,1
48154,17.1991,-92.9445,3.22056,1
51212,16.8789,-93.2204,1,1
52904,17.6609,-94.0633,19.4689,1
56534,18.3361,-93.1096,2.99004,1
57049,17.7483,-93.782,1.76797,1
58234,17.7951,-92.4103,22.8936,1
60578,18.0458,-93.7714,50,1
60830,17.9862,-92.3277,1,1
64383,18.4335,-92.5015,20.2745,1
65703,17.8256,-93.6751,24.1868,1
68654,17.6004,-93.6994,3.50607,1
69280,18.089,-93.423,1,1
81075,18.1712,-94.5791,18.1852,1
84513,18.5884,-92.4625,5.50486,1
84753,18.3849,-92.6943,1,1
88302,17.5711,-93.4608,24.1976,1
90167,17.9673,-92.8638,15.2622,1
91614,17.2133,-92.7913,1,1
94183,17.9757,-92.3067,18.122,1
97180,17.0908,-93.0886,21.3505,1
615,29.5692,-90.9239,1,2
1802,30.1156,-91.6726,8.76988,2
2637,29.8517,-90.9412,46.2313,2
3103,29.1427,-90.1931,27.1471,2
5576,30.0387,-91.2763,2.44728,2
33717,30.2101,-91.5409,31.9733,2
40346,29.6195,-90.4594,1,2
56521,29.6764,-90.2494,20.5574,2
60648,29.5332,-91.7493,3.89125,2
67747,30.1203,-91.1338,1,2
70973,29.9,-90.7012,23.7604,2
79322,30.2084,-91.2686,1,2
81332,29.316,-89.8247,33.2794,2
85382,29.8732,-89.9458,1,2
85824,29.7472,-91.6508,1,2
94274,30.021,-90.9039,19.9803,2
96370,29.5274,-91.3973,14.4597,2
1944,12.6194,-85.9642,19.0081,3
5718,11.0139,-85.5559,1,3
5897,10.1365,-85.7866,3.56963,3
6774,11.7094,-86.3498,16.4322,3
6958,10.0372,-84.5113,10.0986,3
13110,12.4491,-85.3827,21.2192,3
15275,11.5758,-83.8685,15.2578,3
17314,10.7655,-84.0476,12.3629,3
17562,11.3722,-84.7052,26.8505,3
21692,10.6886,-83.7825,31.3569,3
24468,12.3644,-84.829,17.2794,3
27612,11.9153,-84.1948,50,3
27902,11.5827,-84.4827,12.9271,3
35194,10.7569,-83.7699,11.464,3
36254,10.5335,-84.4397,4.48698,3
40822,9.94222,-85.192,28.8015,3
43470,10.9355,-85.0325,1,3
56485,10.6073,-85.3268,1,3
56804,10.9538,-84.1253,32.6957,3
57441,10.1998,-84.1727,31.1972,3
57606,11.5716,-84.0965,1,3
59306,12.6317,-85.7286,36.2793,3
59979,11.2753,-85.4764,1,3
68212,10.9377,-85.4681,1,3
68305,11.5159,-84.7289,26.283,3
68643,10.7116,-84.1531,23.7679,3
69087,10.8393,-83.754,8.01336,3
69314,11.1308,-84.0653,49.9636,3
70528,12.261,-86.2493,1,3
71546,12.5554,-86.0881,1,3
71581,12.1897,-85.1172,17.5396,3
72239,12.3735,-85.0019,14.1209,3
73955,11.3539,-83.956,8.65534,3
77291,12.2577,-86.2306,1,3
78056,12.2323,-86.2424,50,3
79310,10.8551,-85.6305,28.4097,3
81797,10.8087,-85.1184,17.3203,3
82494,12.1838,-84.609,17.0174,3
83893,12.259,-85.9895,1,3
84851,11.7787,-85.9432,23.8344,3
86003,12.4031,-84.8816,1,3
87418,12.2365,-85.0377,47.8084,3
89942,11.3028,-84.0946,9.2534,3
95357,11.5927,-86.1645,1,3
95761,11.7089,-86.403,4.05357,3
96138,11.2244,-84.329,10.2966,3
96792,11.7529,-84.0726,28.9778,3
9628,15.6115,-90.9997,7.84318,4
18583,14.5331,-91.8356,2.01856,4
19178,15.3373,-91.5153,4.59523,4
19786,15.1269,-92.5676,27.3674,4
21211,15.3348,-91.7979,12.6012,4
22307,15.9402,-93.7525,36.98,4
22989,15.9702,-92.5673,21.9276,4
26118,16.0268,-92.1869,5.68521,4
27145,15.9229,-93.7814,1,4
30722,14.869,-91.8781,1,4
34923,16.1092,-91.5144,35.2748,4
37434,15.1637,-91.7135,1,4
39496,16.123,-91.755,14.5359,4
48855,16.0275,-93.0455,1,4
53160,16.0488,-93.3026,24.2116,4
53915,14.5233,-91.7421,21.6259,4
54889,16.2537,-91.6217,16.625,4
58454,16.0277,-93.0068,10.1532,4
65739,16.0426,-92.8402,12.7499,4
72015,15.2188,-92.7495,15.9135,4
72496,16.5864,-92.1414,1,4
74345,14.6083,-91.8362,14.6729,4
77059,14.8309,-92.4606,40.1769,4
79833,15.3035,-91.1835,1,4
83883,15.7414,-91.9757,33.0975,4
88237,16.0758,-91.1005,32.5207,4
90387,16.7465,-92.1951,5.76684,4
92084,16.4127,-91.4324,7.50729,4
92187,15.34,-91.5903,30.7587,4
93770,15.9617,-91.1118,1,4
94164,16.2774,-92.9209,9.3837,4
95679,15.5151,-92.8818,1,4
97469,16.2356,-93.2468,1.27356,4
5841,21.3417,-76.9359,20.3966,5
14603,21.2024,-77.1798,25.6703,5
18506,21.8136,-77.5436,33.7941,5
19619,22.1259,-78.6958,1,5
21467,24.5609,-78.3484,19.0536,5
21616,21.7497,-77.407,4.8959,5
31424,23.5978,-75.9107,28.6911,5
49345,21.9728,-78.0411,23.0071,5
58395,24.323,-77.7841,1,5
65112,21.3418,-78.1377,36.6226,5
65192,22.1476,-79.1458,28.5804,5
65923,22.0783,-78.8288,5.77855,5
66669,21.0612,-77.8769,24.0111,5
66869,22.1248,-79.9798,14.0058,5
69159,24.1571,-75.3786,39.7471,5
70124,22.1236,-78.519,1,5
72533,21.5688,-77.6029,1,5
72813,21.7826,-78.5386,27.6513,5
73650,23.7707,-77.5408,1,5
84015,21.3473,-77.4113,41.9563,5
93296,21.0266,-77.9102,29.0095,5
96566,25.9933,-77.2577,2.85877,5
97357,21.615,-79.2478,7.9372,5
98083,21.048,-77.4102,1,5
98947,20.9969,-77.6123,23.3453,5
91,20.2098,-74.5695,22.3862,6
11830,19.875,-77.651,1,6
15276,20.2806,-76.3169,1,6
21736,19.8954,-77.0703,14.8764,6
24269,20.8979,-77.0869,5.52996,6
25128,20.9362,-77.0748,13.1915,6
26997,18.0815,-76.9051,13.1151,6
29096,17.9522,-76.3309,1,6
32178,17.9016,-76.3754,1,6
32206,20.1662,-77.3787,21.4253,6
33268,17.9916,-77.1673,1,6
34611,18.4047,-78.0138,16.868,6
36077,20.6911,-75.6567,36.5816,6
36204,21.0259,-76.8192,45.5489,6
36383,20.6986,-76.1774,46.8657,6
39594,20.649,-75.2001,14.4717,6
40567,20.9809,-75.6314,49.5799,6
41241,21.1042,-76.588,32.3703,6
57095,20.2661,-75.7053,3.8257,6
59541,20.8833,-75.8648,34.9504,6
59636,19.9775,-75.3195,21.9592,6
59814,19.9359,-77.3325,1,6
61373,17.8822,-76.3048,4.32069,6
72322,20.4188,-75.2263,25.4123,6
80201,18.3307,-77.3194,1,6
82547,20.8576,-77.2566,30.7695,6
84921,19.9614,-74.9752,1,6
89108,21.145,-76.3617,24.6511,6
92182,20.0661,-75.4967,1,6
98294,18.3884,-78.2875,1,6
3443,14.8727,-90.1691,1,7
4430,14.9913,-90.3823,1,7
7117,13.9435,-90.7288,41.7125,7
12607,15.5421,-90.2403,1,7
14436,14.5134,-90.6295,1,7
16892,14.6703,-89.6424,14.885,7
18294,14.4052,-89.5144,28.5835,7
20035,15.0669,-90.9351,33.5749,7
21372,14.4492,-90.69,5.64366,7
21995,14.395,-90.909,17.7295,7
29641,15.0817,-90.1229,1,7
32365,14.5254,-91.2271,16.1929,7
35762,14.8566,-90.8968,1,7
36421,14.5262,-90.4905,1,7
38055,15.7022,-90.556,1,7
40113,14.6081,-90.2811,2.10955,7
40813,14.3724,-90.215,1,7
43251,14.9247,-90.5753,29.4904,7
45050,14.0278,-90.3128,36.5795,7
47092,14.8409,-89.653,25.7676,7
50403,15.1108,-89.1145,11.9757,7
54556,13.9072,-89.5813,1,7
