ID,GiftID,TripID,Weight
1,60578,1,50
2,16753,1,33.19
3,3954,1,30.3655
4,22543,1,25.9923
5,88302,1,24.1976
6,65703,1,24.1868
7,58234,1,22.8936
8,97180,1,21.3505
9,64383,1,20.2745
10,13471,1,19.8807
11,52904,1,19.4689
12,22472,1,18.5078
13,2066,1,18.2695
14,81075,1,18.1852
15,94183,1,18.122
16,36588,1,17.5884
17,12076,1,16.7585
18,90167,1,15.2622
19,7941,1,14.2549
20,6894,1,7.92257
21,17386,1,6.71876
22,84513,1,5.50486
23,68654,1,3.50607
24,48154,1,3.22056
25,56534,1,2.99004
26,57049,1,1.76797
27,91614,1,1
28,84753,1,1
29,69280,1,1
30,60830,1,1
31,51212,1,1
32,45212,1,1
33,34771,1,1
34,26013,1,1
35,12479,1,1
36,11528,1,1
37,164,1,1
38,2637,2,46.2313
39,81332,2,33.2794
40,33717,2,31.9733
41,3103,2,27.1471
42,70973,2,23.7604
43,56521,2,20.5574
44,94274,2,19.9803
45,96370,2,14.4597
46,1802,2,8.76988
47,60648,2,3.89125
48,5576,2,2.44728
49,67747,2,1
50,40346,2,1
51,615,2,1
52,85382,2,1
53,85824,2,1
54,79322,2,1
55,78056,3,50
56,27612,3,50
57,69314,3,49.9636
58,87418,3,47.8084
59,59306,3,36.2793
60,56804,3,32.6957
61,21692,3,31.3569
62,57441,3,31.1972
63,96792,3,28.9778
64,40822,3,28.8015
65,79310,3,28.4097
66,17562,3,26.8505
67,68305,3,26.283
68,84851,3,23.8344
69,68643,3,23.7679
70,13110,3,21.2192
71,1944,3,19.0081
72,71581,3,17.5396
73,81797,3,17.3203
74,24468,3,17.2794
75,82494,3,17.0174
76,6774,3,16.4322
77,15275,3,15.2578
78,72239,3,14.1209
79,27902,3,12.9271
80,17314,3,12.3629
81,35194,3,11.464
82,96138,3,10.2966
83,6958,3,10.0986
84,89942,3,9.2534
85,73955,3,8.65534
86,69087,3,8.01336
87,36254,3,4.48698
88,95761,3,4.05357
89,5897,3,3.56963
90,70528,3,1
91,77291,3,1
92,68212,3,1
93,59979,3,1
94,57606,3,1
95,83893,3,1
96,56485,3,1
97,43470,3,1
98,86003,3,1
99,95357,3,1
100,5718,3,1
101,71546,3,1
102,77059,4,40.1769
103,22307,4,36.98
104,34923,4,35.2748
105,83883,4,33.0975
106,88237,4,32.5207
107,92187,4,30.7587
