TripID,Cost
1,70002.3
2,28952.2
3,129334
4,70380.6
5,66676
6,68408.3
7,85542
8,116232
9,75578.8
10,55491.1
11,100951
12,105490
13,129098
14,85247.3
15,128962
16,65635.3
17,11438.4
18,75500.2
19,106626
20,70962
21,142984
22,108616
23,33960.4
24,72589.5
25,68114.7
26,92287.3
27,35301.2
28,11438.4
29,85247.3
30,137867
31,78903.1
32,106817
33,58323.1
34,75813.7
35,895526
36,83684
37,69752.8
38,48076.8
39,112098
40,115124
41,85164.3
42,113188
43,80150
44,52221.9
45,35278.1
46,28952.2
47,120582
48,79196.6
49,27817.6
50,103830
51,28008.2
52,218391
53,40307.9
54,49251.4
55,75813.7
56,63741.9
57,42725.5
58,71254.1
59,75421.2
60,65751.8
61,69316.2
62,69624.7
63,35581.5
64,63801.4
65,121985
66,147643
67,28952.2
68,115607
69,68114.7
70,185129
71,131805
72,60992.8
