ID,GiftID,TripID,Weight
1,59986,1,50
2,31834,1,50
3,91846,1,40.8475
4,46583,1,36.6081
5,42225,1,30.2074
6,26667,1,26.6164
7,18457,1,25.4025
8,37770,1,24.5643
9,11783,1,22.9619
10,99734,1,22.1362
11,10733,1,19.8747
12,22656,1,16.9442
13,22205,1,16.896
14,45880,1,16.882
15,79888,1,16.1283
16,37394,1,15.9955
17,60505,1,14.5509
18,99688,1,10.859
19,27547,1,10.6964
20,58485,1,9.86059
21,58784,1,8.82003
22,3828,1,8.10965
23,99636,1,4.70184
24,67681,1,4.12852
25,3663,1,3.73169
26,35326,1,2.42892
27,3915,1,2.14673
28,44146,1,1
29,7694,1,1
30,26477,1,1
31,23827,1,1
32,75732,1,1
33,68003,1,1
34,59599,1,1
35,26652,1,1
36,59648,2,50
37,26931,2,45.6292
38,65271,2,45.0189
39,59025,2,41.7036
40,21529,2,38.402
41,69100,2,36.6985
42,49398,2,35.2415
43,15858,2,31.8628
44,52434,2,29.9812
45,9265,2,27.7935
46,82579,2,24.5348
47,51042,2,23.7783
48,24531,2,21.1329
49,19338,2,21.1298
50,92882,2,20.6162
51,44588,2,16.2852
52,42205,2,14.647
53,86709,2,14.637
54,87537,2,14.467
55,85979,2,14.4213
56,72858,2,14.0395
57,25468,2,11.3056
58,78195,2,11.2957
59,11263,2,11.2479
60,82499,2,9.51419
61,83217,2,9.07019
62,21511,2,8.86293
63,3778,2,8.63669
64,60662,2,7.9207
65,97467,2,7.18413
66,55492,2,6.74166
67,3167,2,5.36183
68,27348,2,3.96833
69,45051,2,3.0235
70,63206,2,2.6824
71,83202,2,1.74546
72,36137,2,1
73,78923,2,1
74,77197,2,1
75,43512,2,1
76,75449,2,1
77,86908,2,1
78,72372,2,1
79,88978,2,1
80,17880,2,1
81,71560,2,1
82,2893,2,1
83,99321,2,1
84,5089,2,1
85,4710,2,1
86,67540,2,1
87,61445,2,1
88,81218,2,1
89,47357,3,44.2849
90,46618,3,36.5308
91,76847,3,35.3183
92,57715,3,34.9931
93,50756,3,33.9914
94,2041,3,32.0267
95,52312,3,31.9796
96,99858,3,29.4998
97,26956,3,28.921
98,84951,3,26.6447
99,71525,3,26.5772
100,93881,3,25.1422
101,72451,3,25.0715
102,25715,3,20.0661
103,87868,3,19.8491
104,16459,3,18.6508
105,23743,3,16.6204
106,32314,3,14.3986
107,63261,3,14.1153
108,79251,3,12.154
109,81812,3,11.2264
110,34225,3,10.3658
111,93420,3,7.01597
112,68048,3,6.10927
113,63533,3,5.52902
114,12440,3,4.50659
115,67614,3,4.20294
116,68226,3,2.92289
117,35806,3,2.57657
118,32057,3,1.79353
119,97472,3,1
120,14740,3,1
121,13481,3,1
122,81805,3,1
123,71157,3,1
124,70871,3,1
125,82233,3,1
126,83407,3,1
127,89752,3,1
128,46751,3,1
129,46366,3,1
130,42451,3,1
131,41316,3,1
132,39201,3,1
133,38684,3,1
134,36409,3,1
135,31001,3,1
136,96909,3,1
137,7375,3,1
138,4272,3,1
139,3892,3,1
140,3794,3,1
141,3645,3,1
142,2692,3,1
143,72140,3,1
144,70616,4,45.6009
145,77299,4,39.5435
146,35144,4,35.2811
147,49580,4,30.3718
148,12756,4,28.0654
149,7617,4,26.2421
150,32342,4,24.9957
151,56995,4,24.8231
152,49819,4,24.7596
153,10890,4,24.4564
154,89981,4,22.8611
155,84927,4,22.2667
156,29064,4,21.2271
157,90748,4,20.2469
158,82146,4,20.0482
159,74156,4,19.6932
160,63181,4,19.086
161,9691,4,15.2749
162,40033,4,14.3977
163,72201,4,13.1708
164,57582,4,10.206
165,3804,4,9.59659
166,14750,4,9.06116
167,6127,4,7.39155
168,77540,4,5.96186
169,10488,4,4.6639
170,94755,4,3.42295
171,70769,4,1.73547
172,38630,4,1.58457
173,77995,4,1
174,28143,4,1
175,26404,4,1
176,24204,4,1
177,13484,4,1
178,87171,4,1
179,93293,4,1
180,68406,4,1
181,37921,4,1
182,37415,4,1
183,73463,4,1
184,41648,4,1
185,58746,4,1
186,40108,4,1
187,71994,5,40.0578
188,22435,5,31.7947
189,7024,5,30.8543
190,12807,5,29.3097
191,88159,5,28.8467
192,25091,5,27.9614
193,2646,5,26.4926
194,42157,5,26.3299
195,70612,5,25.4456
196,5266,5,25.0906
197,47629,5,23.4827
198,25270,5,21.4507
199,20252,5,16.0352
200,5001,5,14.9231
201,51859,5,11.9012
202,44088,5,11.5633
203,77772,5,10.9707
204,5591,5,10.5134
205,37939,5,8.44099
206,77657,5,6.86785
207,4219,5,6.22666
208,98927,5,5.72836
209,94474,5,5.25428
