TripID,Cost
1,63498.9
2,103322
3,83654.2
4,70966
5,66880.1
6,69341.1
7,125667
8,69701.9
9,73272.4
10,92559.2
11,167277
12,83713.9
13,89096.5
14,106686
15,51502.4
16,77215.1
17,61194.2
18,54592.1
19,66330
20,124149
21,95019
22,90166.7
23,85219.7
24,64047.1
25,74227.6
26,95717.3
27,81106.3
28,108636
29,83518.2
30,93024.8
31,88440.5
32,110400
33,62860.7
34,68504.7
35,92558.5
36,142829
37,156811
38,143511
39,97324.7
40,60803.5
41,104775
42,65884.9
43,73513.5
44,71383.9
45,123858
46,88943.8
47,83333.4
48,111259
49,56775.8
50,63164.8
51,41274.7
52,92426.7
53,94452.4
54,71233.1
55,68923.4
56,77053.9
57,54592.1
58,56841.7
59,57446.7
60,105726
61,113592
62,206137
63,106295
64,104707
65,118421
66,66204.4
67,74054.9
68,80034.7
69,89547.3
70,127663
71,56469.1
72,118071
73,83444.6
74,78642.7
75,58241.9
76,53588.1
77,68898.9
78,99185.6
79,82114.3
80,138301
81,52646.9
82,79038
83,177370
84,70725
85,159243
86,71127.8
87,58735.3
88,80434.2
89,76979.9
90,66173.6
91,77966.9
92,69657.5
93,64522.4
94,54565.1
95,63164.8
96,47683.8
