TripID,Cost
1,67734.6
2,36959.9
3,99322.1
4,71792.1
5,39053
6,70377.3
7,33548.1
8,75844.1
9,47569.9
10,68409.6
11,73069.1
12,43645.8
13,50216.1
14,66923.3
15,68107.3
16,78040.4
17,47538.8
18,68055.6
19,61596.7
20,65369
21,64207.8
22,72635.8
23,68305.6
24,73874.9
25,37778.8
26,63554.3
27,35821
28,54215.7
29,56724.3
30,60048.9
31,66674.1
32,43733.9
33,35821
34,90927.4
35,91211.9
36,56825.7
37,84587.5
38,50775.4
39,38244
40,46549.6
41,49720.5
42,26772.3
43,93694.4
44,67364.1
45,87188.8
46,36974.8
47,84125.1
48,57970.6
49,110943
50,48473.8
51,84040.5
52,75736.9
53,64656.7
54,51885.3
55,100153
56,56168.4
57,78292.3
58,38115.9
59,79719.2
60,62416.7
61,48677.4
62,66747.8
63,50216.1
64,16772
65,75197.4
66,161306
67,27903.8
68,91459.3
69,83586.7
70,50348.2
71,77757.4
72,80582
73,39710.1
74,42870.8
75,54846.8
76,72722.6
77,69581.1
78,132878
79,10669
80,71043.4
81,77385.4
82,35821
83,68535.9
84,51549.5
85,9306.68
86,45585.4
87,25562.4
