ID,GiftID,TripID,Weight
1,72819,1,50
2,11261,1,47.4352
3,74506,1,44.7713
4,32519,1,39.7408
5,34888,1,35.8333
6,82124,1,35.7231
7,79072,1,35.7109
8,12446,1,33.5808
9,75083,1,28.7472
10,83233,1,24.1781
11,64366,1,22.5807
12,41275,1,22.5003
13,17716,1,19.7795
14,72515,1,18.4982
15,54413,1,16.7062
16,91699,1,16.1747
17,55356,1,15.3809
18,10463,1,11.5579
19,14896,1,11.2285
20,36960,1,9.14199
21,66151,1,9.00291
22,6007,1,7.0017
23,95031,1,4.95068
24,25563,1,4.59962
25,83667,1,3.9032
26,2330,1,3.7157
27,63712,1,3.20571
28,47823,1,2.97341
29,56413,1,1.47458
30,6082,1,1.08967
31,39093,1,1
32,86488,1,1
33,26346,1,1
34,40052,1,1
35,77652,1,1
36,77213,1,1
37,44298,1,1
38,95055,1,1
39,74039,1,1
40,6084,1,1
41,63147,1,1
42,50030,1,1
43,36196,1,1
44,26298,2,50
45,74222,2,50
46,38608,2,48.3339
47,76267,2,41.1233
48,66341,2,33.883
49,22413,2,29.9067
50,68275,2,27.8962
51,48865,2,26.1691
52,86146,2,23.9279
53,94475,2,23.8916
54,16976,2,21.3513
55,26479,2,20.5305
56,88615,2,18.9667
57,94330,2,18.5462
58,43581,2,14.2965
59,32671,2,13.1331
60,78030,2,12.2776
61,14978,2,6.9643
62,56865,2,6.51248
63,90243,2,3.75253
64,14766,2,1.65244
65,64941,2,1.4607
66,11722,2,1.32562
67,3033,2,1
68,95624,2,1
69,84429,2,1
70,80663,2,1
71,72248,2,1
72,69497,2,1
73,59369,2,1
74,57371,2,1
75,57096,2,1
76,50635,2,1
77,33926,2,1
78,23893,2,1
79,7405,2,1
80,6743,2,1
81,96093,2,1
82,77730,3,39.256
83,4101,3,36.1026
84,79219,3,34.9578
85,55390,3,33.0689
86,60918,3,23.3604
87,66698,3,22.4468
88,56126,3,18.7981
89,90245,3,18.712
90,87453,3,17.5434
91,16213,3,16.425
92,10567,3,15.7458
93,3577,3,14.7021
94,92477,3,13.3805
95,13904,3,12.9912
96,43116,3,8.97095
97,78226,3,8.76101
98,7009,3,7.87591
99,42096,3,7.85221
100,43131,3,7.74102
101,65657,3,5.89525
102,89714,3,5.33561
103,1003,3,4.4149
104,76374,3,3.68531
105,78522,3,3.20012
106,39247,3,2.44072
107,58438,3,1
108,63956,3,1
109,69684,3,1
110,79202,3,1
111,95859,3,1
112,50289,3,1
113,21130,4,50
114,24852,4,41.1203
115,7512,4,37.5352
116,24166,4,37.5108
117,27389,4,37.5087
118,76754,4,36.5933
119,28639,4,36.2673
120,46625,4,31.9304
121,33184,4,29.3015
122,38131,4,26.6827
123,45309,4,24.3121
124,86790,4,20.993
125,25272,4,20.4882
126,90449,4,19.4495
127,39773,4,18.2418
128,84387,4,16.6844
129,96382,4,16.543
130,38683,4,15.4807
131,75505,4,15.0825
132,29216,4,14.9642
133,5147,4,13.1681
134,3245,4,12.7021
135,52820,4,12.2355
136,91422,4,11.9582
137,1567,4,10.7433
138,75848,4,10.2963
139,56925,4,9.3107
140,50751,4,5.41885
141,97364,4,3.72014
142,53083,4,2.07347
143,93693,4,1.03922
144,26568,4,1
145,68653,4,1
146,71528,4,1
147,1256,4,1
148,10707,4,1
149,78425,4,1
150,81451,4,1
151,42070,4,1
152,35665,4,1
153,30049,4,1
154,55616,4,1
155,55670,4,1
156,38362,4,1
157,9510,5,50
158,27436,5,48.768
159,85934,5,39.1344
160,52574,5,38.7604
161,95713,5,36.2246
162,59345,5,32.6476
163,3681,5,32.0188
164,37537,5,28.2183
165,94595,5,26.0237
166,27090,5,25.4126
167,63762,5,23.3406
168,78092,5,21.9324
169,60893,5,21.9166
170,4361,5,21.3646
171,21240,5,20.5809
172,52315,5,20.4171
173,22331,5,20.198
174,91111,5,20.0541
175,84176,5,19.3994
176,87901,5,18.3991
177,73581,5,17.3245
178,59647,5,16.3383
179,89020,5,13.8193
180,89367,5,13.0193
181,24167,5,12.5498
182,53102,5,12.3573
183,85019,5,10.8662
184,29996,5,10.7524
185,87876,5,9.49932
186,50615,5,8.2432
187,70681,5,7.13393
188,27542,5,6.9772
189,82290,5,6.85783
190,80316,5,6.84607
191,66985,5,6.78386
192,52912,5,6.68061
193,4396,5,4.9554
194,55308,5,4.41356
195,73940,5,3.54552
196,15080,5,3.43418
197,42286,5,2.61956
198,6868,5,2.6065
199,88290,5,1.3017
200,99852,5,1
201,96284,5,1
202,92849,5,1
203,90785,5,1
204,82328,5,1
205,81297,5,1
206,80950,5,1
207,76689,5,1
208,75711,5,1
209,73934,5,1
210,71186,5,1
211,70757,5,1
212,66748,5,1
213,65950,5,1
214,65516,5,1
215,64719,5,1
216,61463,5,1
217,59172,5,1
218,53077,5,1
219,44007,5,1
220,42005,5,1
221,40341,5,1
222,37730,5,1
223,2811,5,1
224,27988,5,1
225,11315,5,1
226,10947,5,1
227,6309,5,1
228,4509,5,1
229,28351,5,1
230,74937,6,43.9589
231,75654,6,42.041
232,80369,6,37.3729
233,70058,6,34.3026
234,69985,6,33.8045
235,89134,6,30.887
236,20934,6,27.3549
237,71603,6,27.1323
238,82087,6,26.1743
239,86843,6,25.8399
240,66522,6,22.6854
241,8722,6,22.6534
242,33432,6,22.0195
243,77872,6,21.5361
244,16642,6,20.3011
245,61439,6,19.6243
246,78407,6,19.3804
247,84215,6,18.6213
248,87464,6,17.6966
249,75577,6,17.3116
250,46689,6,15.2774
251,51487,6,14.4916
252,32165,6,14.3848
253,67817,6,13.5853
254,64950,6,11.2475
255,29542,6,7.51709
256,96329,6,7.46746
257,75421,6,7.1991
258,55117,6,5.5537
259,76097,6,4.7676
260,59109,6,2.69247
261,55879,6,2.32899
262,69002,6,2.1421
263,78318,6,1.53542
264,84669,6,1
265,58264,6,1
266,56460,6,1
267,79497,6,1
268,78164,6,1
269,53571,6,1
270,85181,6,1
271,48064,6,1
272,86005,6,1
273,42313,6,1
274,36100,6,1
275,36027,6,1
276,86456,6,1
277,87671,6,1
278,30953,6,1
279,89130,6,1
280,93275,6,1
281,93530,6,1
282,13512,6,1
283,10704,6,1
284,10181,6,1
285,9231,6,1
286,81440,6,1
287,53572,7,41.1005
288,98760,7,39.5517
289,4802,7,38.7745
290,64977,7,35.6884
291,77529,7,28.4887
292,96102,7,27.6557
293,44966,7,27.6096
294,10266,7,24.1097
295,13166,7,23.6447
296,35889,7,22.4313
297,47100,7,22.0183
298,68996,7,20.5802
299,52614,7,19.1353
300,36162,7,16.3256
301,6680,7,14.356
302,72128,7,14.3412
303,10554,7,11.5672
304,66317,7,11.3847
305,38509,7,9.68275
306,84961,7,8.7687
307,90467,7,7.63335
308,59521,7,6.27665
309,84610,7,6.2676
310,19557,7,5.23579
311,51278,7,4.79323
312,88238,7,4.34295
313,53313,7,3.17651
314,25612,7,2.68839
315,11026,7,2.14266
316,35057,7,1.49947
317,45759,7,1
318,43109,7,1
319,41166,7,1
320,57955,7,1
321,66594,7,1
322,70084,7,1
323,277,7,1
324,70294,7,1
325,71461,7,1
326,85207,7,1
327,90713,7,1
328,90862,7,1
329,91567,7,1
330,95631,7,1
331,5784,7,1
332,99633,7,1
333,49454,7,1
334,46437,8,46.2584
335,86021,8,35.7396
336,10970,8,29.1407
337,92338,8,25.0802
338,69810,8,25.0177
339,61550,8,21.4437
340,98329,8,20.8446
341,20914,8,20.2676
342,88673,8,19.2053
343,73326,8,17.6925
344,3538,8,16.8281
345,97245,8,16.6875
346,92771,8,12.9377
347,81138,8,11.4367
348,53954,8,10.7483
349,32358,8,9.89379
350,94140,8,9.3831
351,49234,8,9.35154
352,27760,8,8.97461
353,63314,8,8.02598
354,51483,8,6.94523
355,54158,8,5.49324
356,34565,8,4.70073
357,87281,8,4.52315
358,82334,8,3.26611
359,117,8,2.8966
360,66162,8,2.08089
361,97773,8,1.16831
362,96196,8,1
363,95701,8,1
364,93398,8,1
365,84776,8,1
366,76395,8,1
367,73673,8,1
368,69679,8,1
369,63222,8,1
370,59399,8,1
371,58197,8,1
372,46574,8,1
373,43993,8,1
374,25712,8,1
375,21262,8,1
