ROW,GiftID,Latitude,Longitude,Weight
1,117,52.2622,130.425,2.8966
2,277,43.4987,130.961,1
3,469,41.2545,125.369,27.4828
4,475,43.5308,122.52,7.059
5,483,41.4963,126.097,9.97376
6,495,51.2286,136.939,22.3464
7,528,34.9649,133.529,25.605
8,774,57.2421,129.622,1
9,784,48.7558,131.828,28.1277
10,801,50.2653,138.32,14.1858
11,891,48.9479,117.916,1
12,968,57.7563,128.273,1
13,1003,46.0955,128.447,4.4149
14,1157,44.4676,126.983,35.7742
15,1173,40.0976,127.951,27.2992
16,1256,43.4343,145.062,1
17,1307,44.6117,133.748,4.38543
18,1406,37.387,127.18,25.8964
19,1553,51.859,136.278,17.679
20,1558,46.4369,118.731,45.098
21,1567,44.2167,145.21,10.7433
22,1623,41.4554,123.505,37.966
23,1769,51.1968,134.42,1
24,1939,47.8155,134.057,1
25,1999,50.1628,140.48,1.76889
26,2007,58.4704,127.884,33.9809
27,2112,48.8551,135.983,22.581
28,2307,37.2483,127.294,1
29,2330,46.3678,136.214,3.7157
30,2350,49.2271,122.411,29.7171
31,2396,40.4171,127.344,49.2483
32,2425,35.6119,126.683,1
33,2464,43.183,126.684,1
34,2510,42.5242,127.74,9.77275
35,2536,44.4385,124.777,12.7734
36,2597,43.3089,122.257,1
37,2628,51.3961,127.379,1
38,2642,35.4942,139.692,38.0848
39,2668,49.3428,116.559,12.3411
40,2694,44.6934,121.089,3.8963
41,2749,40.9991,140.547,3.01777
42,2809,32.8343,131.261,1
43,2811,50.8784,120.219,1
44,2881,46.1464,133.168,29.5381
45,3000,38.1353,127.714,1
46,3033,46.7651,127.504,1
47,3110,50.5008,116.577,50
48,3135,35.1081,136.445,32.9495
49,3245,43.4786,142.856,12.7021
50,3256,47.2275,132.398,1
51,3330,34.3247,136.86,1
52,3335,43.149,132.739,50
53,3385,37.2513,127.861,6.87392
54,3387,35.4351,127.971,1
55,3414,32.5787,131.046,22.9962
56,3488,39.2816,140.094,41.2109
57,3538,53.2356,129.495,16.8281
58,3577,48.3351,129.847,14.7021
59,3605,50.0154,136.958,14.4013
60,3667,43.8351,117.636,35.9106
61,3681,50.0862,119.925,32.0188
62,3795,47.7698,133.754,1
63,3851,46.5563,131.586,18.0266
64,3895,36.6573,127.279,13.4163
65,4101,46.3907,130.011,36.1026
66,4117,40.5654,126.956,1
67,4180,58.5608,127.782,1
68,4361,51.8011,119.459,21.3646
69,4396,51.8033,119.455,4.9554
70,4439,42.8876,128.218,1
71,4490,50.041,139.099,28.3253
72,4509,50.7616,120.649,1
73,4560,36.4664,139.029,1
74,4603,38.954,125.599,1
75,4737,48.8758,130.476,1
76,4802,43.0068,130.015,38.7745
77,4926,46.7049,125.442,1
78,5010,51.8726,134.98,8.56612
79,5108,45.1732,123.987,1
80,5147,44.1159,145.812,13.1681
81,5249,32.101,130.818,2.55937
82,5255,46.5639,127.153,33.7134
83,5310,40.1145,122.47,50
84,5313,34.0204,135.233,1
85,5363,55.5199,128.753,2.53047
86,5371,45.0231,120.298,1
87,5442,44.2781,128.296,50
88,5471,40.2617,140.515,50
89,5501,35.6551,135.011,15.6864
90,5537,49.2033,138.219,6.33765
91,5680,40.7316,120.639,1
92,5780,54.7977,128.532,28.2067
93,5784,43.1987,129.681,1
94,5825,49.7481,121.433,1
95,5878,39.4188,122.346,31.1301
96,5895,52.1506,126.077,23.2268
97,5928,52.4281,126.295,24.2543
98,5946,49.9135,135.247,43.0275
99,5978,34.7558,128.584,4.61272
100,5995,50.1997,134.101,37.1499
101,6007,46.0018,134.443,7.0017
102,6042,39.7657,126.229,1
103,6082,44.6784,134.771,1.08967
104,6084,46.5261,135.624,1
105,6137,41.2249,124.433,6.84008
106,6309,50.4937,118.766,1
107,6363,45.8555,115.353,38.8256
108,6409,54.3952,131.794,3.41715
109,6436,49.3494,138.989,1
110,6510,53.3083,134.087,8.67462
111,6523,51.3901,132.055,1
112,6533,34.6423,129.441,23.3518
113,6622,44.7491,120.689,19.2072
114,6673,43.6291,133.48,1
115,6680,42.1914,129.842,14.356
116,6743,48.6348,127.312,1
117,6759,38.1684,125.713,31.7773
118,6813,51.1528,124.143,13.4781
119,6839,53.7021,134.184,1
120,6868,51.7577,119.322,2.6065
121,6924,40.2168,127.943,11.7045
122,6942,51.9674,133.919,1
123,7009,46.5393,129.211,7.87591
124,7039,34.0594,131.531,1
125,7133,50.2133,126.329,1
126,7272,37.8915,140.442,27.3289
127,7327,48.104,121.996,1
128,7377,34.5603,136.575,11.4482
129,7405,47.8389,127.371,1
130,7512,42.7721,143.002,37.5352
131,7568,39.6629,125.151,7.53964
132,7572,43.2377,127.53,10.5723
133,7664,51.3466,137.723,1
134,7730,38.7919,127.123,1.18444
135,7786,46.8175,138.08,1
136,7833,49.0193,132.934,42.8194
137,7889,50.1243,116.683,14.9058
138,7902,45.78,118.632,1
139,7994,44.8275,120.364,1
140,7998,34.9885,138.487,1
141,8002,38.1216,140.838,1
142,8009,40.5667,119.537,7.77692
143,8114,49.8332,123.833,1
144,8261,44.8232,116.301,1
145,8279,41.8509,120.605,1
146,8299,44.6303,125.494,12.2251
147,8310,47.3722,116.515,4.6383
148,8317,45.2851,119.288,1
149,8369,46.998,132.325,21.0348
150,8390,46.3306,131.366,1
151,8517,41.781,124.349,1
152,8573,39.8506,125.013,1
153,8593,49.9071,123.431,1
154,8604,48.7744,131.681,18.8924
155,8613,33.2805,126.645,30.9625
156,8653,54.2643,134.057,19.3349
157,8722,53.3927,121.134,22.6534
158,8727,57.373,129.883,1
159,8834,47.1814,131.28,1
160,8835,38.9581,126.201,40.8715
161,8901,41.3734,124.294,13.8015
162,8952,46.1005,127.1,22.6227
163,9010,51.5209,138.174,23.8715
164,9038,42.6498,119.815,1.04721
165,9136,49.9632,140.319,5.34669
166,9205,35.8361,126.827,26.2113
167,9231,52.705,121.359,1
168,9275,45.1798,115.464,1
169,9335,53.6114,129.248,1
170,9336,44.0195,133.729,1
