ROW,GiftID,Latitude,Longitude,Weight
1,369,3.57379,16.1691,1
2,376,1.19201,21.071,7.75338
3,389,2.38733,14.1992,4.90912
4,431,-5.23379,13.0589,1
5,473,-5.31415,17.8229,26.818
6,592,-1.33803,16.9159,14.1278
7,875,-8.93983,15.3874,14.8407
8,1031,-3.82121,20.7491,4.21701
9,1049,2.6826,21.2632,25.2737
10,1129,-7.54521,19.4119,5.03818
11,1192,-0.0358775,19.1874,12.9309
12,1231,-3.50587,18.1201,1
13,1242,-0.373909,18.9271,25.3234
14,1423,4.36268,18.8718,1
15,1450,-5.34996,13.2948,1
16,1573,1.144,12.5982,29.1942
17,1613,1.5731,15.4196,13.7404
18,1751,-5.63273,12.2702,1.47808
19,1970,-7.6162,13.7848,4.87069
20,2233,-6.95475,16.5968,9.88334
21,2419,2.87161,16.0987,22.2407
22,2457,-6.15974,12.4823,20.0576
23,2478,-7.02185,20.4054,7.07979
24,2552,-3.70849,14.4755,2.33903
25,2609,-1.25524,18.5288,11.7188
26,2650,-4.09728,15.2849,27.1545
27,2701,0.0775406,12.2029,22.6507
28,2744,0.75802,17.4017,2.85148
29,2776,-6.9135,18.6278,23.2689
30,2890,1.12283,12.8911,1
31,2925,-4.69952,13.4585,28.9373
32,2969,0.867653,15.8062,1
33,2978,-1.91958,18.48,1
34,2983,2.07782,14.8049,1
35,3077,-8.03395,16.563,1
36,3112,-3.2953,19.9262,9.84272
37,3131,-2.83757,10.6747,19.2108
38,3203,-2.35689,13.9031,1
39,3560,-6.97959,13.1333,1
40,3891,3.44265,18.7197,48.497
41,3920,-0.101381,13.6119,21.8171
42,4099,-2.54046,10.6763,9.49033
43,4108,-7.12604,19.2794,15.534
44,4142,-8.90584,13.71,18.1176
45,4187,2.61785,19.0193,37.3979
46,4331,1.75597,14.336,5.41531
47,4345,-7.19492,18.75,1
48,4372,-5.50046,20.7961,30.4098
49,4466,2.24716,13.2741,13.5893
50,4468,0.442326,15.8765,30.6178
51,4475,2.3005,16.4741,19.6349
52,4516,-2.08993,13.9322,14.0348
53,4721,-7.33346,18.4155,21.3602
54,4781,-7.59294,17.908,1.0323
55,4878,-1.52652,15.7997,1
56,5079,1.95135,18.3616,41.2324
57,5092,-4.52476,16.6194,1
58,5214,-4.88931,21.2072,1
59,5348,-5.078,15.8483,1
60,5416,3.56832,15.9704,13.2427
61,5500,2.41687,16.7999,1
