TripID,Cost
1,162789
2,148785
3,237891
4,275779
5,279279
6,139931
7,270498
8,183629
9,239652
10,163400
11,144575
12,244224
13,211175
14,296172
15,252809
16,179314
17,163124
18,298849
19,219865
20,214680
21,162350
22,171368
23,210750
24,181915
25,144899
26,266360
27,231835
28,281971
29,195420
30,217482
31,299684
32,211175
33,243621
34,149313
35,198626
36,186876
37,306737
38,186940
39,109688
40,443563
41,220923
42,151755
43,189224
44,152225
45,195264
46,369713
47,200977
48,285137
49,303464
50,379622
51,324282
52,310795
53,124498
54,172742
55,144078
56,122622
57,201995
58,129643
59,192060
60,209316
61,245297
62,165477
63,217279
64,196542
65,211175
66,143198
67,141603
68,241646
69,245267
70,175817
71,139820
72,215965
73,283087
74,189413
75,220197
76,303777
77,171249
78,149050
79,191862
80,239788
81,220590
82,144739
83,198226
84,225817
85,192033
86,143320
87,237563
88,189452
89,330913
90,190078
