TripID,Cost
1,81678.9
2,105328
3,74964
4,31701.7
5,111808
6,63873.9
7,106613
8,70451.1
9,42317.4
10,45742.6
11,47799.2
12,51687.5
13,72398.2
14,64180.6
15,29790.3
16,58915.2
17,69220.7
18,82031.5
19,73329.5
20,101360
21,56969.2
22,52455.7
23,30999.9
24,48543.1
25,69954.5
26,55603.6
27,91384.3
28,71035.3
29,73704.3
30,38801.3
31,42830.5
32,61277.4
33,53717.2
34,67396
35,33844.7
36,39224.5
37,67268.8
38,49563.1
39,47646.2
40,46860.7
41,61043.6
42,110578
43,39183.7
44,122811
45,90481.8
46,95065.3
47,22504
48,32799
49,108431
50,124865
51,51891.5
52,72127.8
53,103693
54,81285.2
55,48095
56,72417.3
57,119882
58,50763.6
59,32845.1
60,22054.9
61,17002.2
62,45742.6
63,82637.2
64,20961.2
65,33827.7
66,67135.3
67,39856.7
68,116111
69,75010.4
70,44933.2
71,55691.9
72,49125.4
73,44928.3
74,52512.1
75,61394.6
76,63442.5
77,90002.2
78,14333.2
79,55928.9
80,23320.9
81,32923.7
82,107982
83,39556.9
84,30816.2
85,98180.2
86,107330
87,82071.2
88,67635.1
89,45333.4
90,41735.8
91,101520
92,104746
93,53312.2
94,72436.9
95,48147.5
96,84632.8
97,45482.6
98,47318.5
99,14311.5
100,77333.1
101,56759.6
102,21161.7
103,38834.4
104,38598.4
105,17262.5
106,80836.1
107,63911.4
108,46841.9
109,47257.9
110,53149.6
111,72951.3
112,45934.1
113,102467
114,46850.2
115,50494.4
116,72167.9
117,36078.1
118,83815.2
119,65936
120,59350
