TripID,Cost
1,100541
2,234137
3,102976
4,159575
5,249131
6,182771
7,228696
8,272479
9,230372
10,216226
11,275141
12,208146
13,169184
14,156384
15,107679
16,193812
17,121146
18,239919
19,116208
20,128897
21,176430
22,168492
23,184076
24,159003
25,201488
26,324586
27,302562
28,206969
29,45516.2
30,185563
31,119265
32,148605
33,232434
34,196772
35,149140
36,195157
37,306633
38,202203
39,315793
40,177522
41,245486
42,201257
43,120528
44,158602
45,244471
46,215532
47,184303
48,126200
49,244544
50,118282
51,209029
52,297941
53,170928
54,135087
55,88683.6
56,172359
57,301134
58,281454
59,142096
60,159327
61,142132
62,159417
63,224799
64,169329
65,255407
66,217209
67,112328
68,140165
69,102976
70,206364
71,182031
72,169184
73,179627
74,136819
75,179102
76,209959
77,256343
78,168089
79,160497
80,223393
81,201501
82,225386
83,194915
84,197945
85,181630
86,141576
87,107907
