GiftID,Latitude,Longitude,Weight,TripID
1278,-34.0041,142.961,1,1
1673,-33.0266,141.767,10.9202,1
1809,-33.805,142.149,5.71776,1
7407,-31.7578,141.669,7.95972,1
14053,-33.2669,140.103,13.6092,1
14324,-32.0361,141.844,30.4294,1
17411,-32.0095,140.55,50,1
18281,-32.0278,142.368,18.6039,1
21045,-31.7279,140.454,14.5058,1
23462,-31.7523,141.916,49.9982,1
24008,-31.7997,141.528,34.3395,1
24193,-34.032,142.641,1.54443,1
29673,-33.8086,140.989,19.3813,1
33509,-32.9346,139.707,1,1
47160,-33.3979,142.808,43.811,1
48034,-34.0601,141.404,1,1
49127,-33.6481,141.432,1,1
50413,-31.4328,142.08,1,1
50562,-32.3233,143.276,1,1
51191,-34.2857,141.491,28.2828,1
51886,-34.7289,142.011,18.4817,1
52028,-33.0424,141.36,1,1
55838,-32.9101,142.539,32.2838,1
55978,-31.6654,141.823,10.0578,1
58260,-33.3193,142.616,37.8678,1
60132,-33.33,143.206,1.94799,1
63439,-32.3326,139.954,1,1
65617,-31.6657,141.384,42.335,1
67006,-32.968,141.931,1,1
67592,-33.4413,142.24,1,1
71545,-34.6305,142.34,1,1
71915,-33.7524,140.519,15.6505,1
72020,-32.9763,142.15,41.7871,1
75868,-34.1519,142.382,13.3103,1
76864,-33.7577,142.192,50,1
77175,-33.6403,141.252,28.3228,1
78145,-32.0242,142.712,1,1
78867,-32.3023,142.193,25.3912,1
81719,-31.4969,142.028,18.192,1
86001,-31.3475,140.995,30.3743,1
87940,-32.7722,140.766,11.5233,1
89639,-33.0297,140.614,1,1
89943,-33.9367,142.432,8.39014,1
90298,-32.8552,142.099,7.69795,1
91545,-32.6908,141.833,12.9409,1
92820,-33.2618,140.772,40.8034,1
93655,-32.6356,142.137,13.1095,1
97896,-33.6115,140.666,30.4221,1
99443,-33.6101,140.932,1,1
301,-33.9102,144.861,1,2
1009,-34.817,145.46,1,2
2961,-33.6236,143.55,8.29332,2
4915,-33.4461,145.037,1,2
6057,-35.4461,145.144,14.4515,2
6183,-34.4812,143.753,15.8434,2
6834,-33.7206,144.927,1.21092,2
10241,-34.9803,144.002,9.48548,2
10480,-35.3074,144.578,14.6492,2
11378,-35.2187,145.247,6.11493,2
11764,-33.5165,143.802,12.3823,2
16483,-35.7654,144.447,33.3637,2
20466,-34.893,145.796,28.7117,2
21171,-34.0689,145.472,6.60618,2
23708,-33.7173,143.409,11.9631,2
24548,-35.3924,144.964,13.1008,2
24837,-35.0839,143.74,1,2
25078,-34.2915,144.964,14.457,2
25880,-35.1414,145.512,1,2
25965,-32.6817,143.834,1,2
26678,-35.5835,144.959,15.4853,2
29164,-35.2429,144.508,8.91843,2
30195,-35.8161,144.46,16.3539,2
30827,-35.3155,143.758,13.0388,2
33553,-34.0747,144.997,23.2719,2
34408,-35.3495,145.442,17.5064,2
34417,-33.6351,145.18,13.3045,2
40156,-32.981,144.696,1,2
44496,-33.5546,143.96,1,2
44700,-34.5876,145.705,22.6413,2
45142,-35.1005,144.119,50,2
47282,-36.1936,143.994,9.44539,2
49651,-33.6674,144.702,15.0897,2
58354,-34.5278,144.224,8.8391,2
60090,-32.5773,144.03,39.4001,2
63137,-32.9676,144.181,15.5419,2
74885,-35.1676,143.718,31.6156,2
82783,-34.4962,145.562,1,2
5262,-38.1386,144.613,50,3
5534,-36.422,146.662,1,3
9258,-36.9836,144.31,28.1354,3
12601,-37.5658,147.093,1,3
14599,-37.8357,147.489,1,3
15456,-36.3541,146.588,32.0546,3
18423,-36.8368,145.506,14.4955,3
19133,-35.5552,146.208,1,3
19598,-36.5897,144.709,1,3
22242,-38.2719,144.45,50,3
22290,-38.3711,145.39,8.63759,3
25160,-37.6941,146.054,5.97553,3
26890,-37.5402,147.284,14.5281,3
26996,-36.0068,145.377,1,3
29152,-37.3116,146.269,1,3
33388,-37.243,146.553,39.6268,3
33464,-37.427,145.153,4.03916,3
33756,-38.6234,146.203,13.7685,3
34049,-36.4086,146.613,11.3461,3
34720,-38.5876,146.158,4.37363,3
36457,-37.6741,146.266,40.2474,3
37062,-38.0148,147.133,32.6963,3
39256,-36.2847,146.363,26.7208,3
39881,-38.9087,145.928,12.1051,3
41214,-36.8336,145.694,1,3
44488,-36.2481,144.922,8.03371,3
47635,-35.8436,146.553,1,3
47759,-37.6306,145.308,14.3383,3
57037,-39.041,146.333,33.4739,3
57564,-38.3744,146.468,1,3
57748,-36.4835,146.642,29.0338,3
57800,-38.3152,146.277,1,3
59364,-35.9209,146.46,2.10296,3
63309,-36.6563,145.282,12.6356,3
65048,-37.0357,147.354,1,3
69424,-38.4282,147.119,1,3
70258,-37.4664,146.886,11.9202,3
70516,-38.0686,144.184,7.09774,3
70710,-38.3289,145.09,1,3
72305,-36.8908,145.905,16.3428,3
73110,-37.2373,145.584,1,3
73318,-38.219,147.066,16.7904,3
74996,-38.6284,146.043,16.8131,3
75298,-36.7743,145.055,4.41539,3
77179,-38.1659,146.501,32.355,3
77493,-38.0476,145.814,1,3
79681,-36.948,144.664,1,3
81356,-37.3016,146.226,1,3
87563,-37.7006,144.022,49.0275,3
90468,-37.6689,147.819,45.9547,3
91094,-37.628,145.194,13.5027,3
95149,-36.192,146.171,14.6789,3
95569,-37.174,147.189,28.4584,3
96089,-37.245,144.701,1,3
97577,-36.5935,144.69,26.9503,3
1477,-35.6696,142.183,30.685,4
4522,-37.7959,140.598,1,4
6471,-37.2785,140.521,28.8178,4
12466,-35.7958,142.386,16.7349,4
16397,-37.3413,141.423,34.1149,4
19693,-36.1759,141.477,7.29835,4
20100,-36.7394,143.031,17.5728,4
24047,-36.3286,141.08,17.4582,4
24357,-36.7518,140.733,23.55,4
24739,-36.3921,143.982,2.5852,4
26744,-36.0131,143.706,26.1165,4
28055,-37.8386,141.782,1,4
30275,-35.4619,142.222,9.2552,4
32272,-35.1944,142.159,2.46646,4
32582,-37.4644,140.583,1,4
32892,-37.2315,141.599,1,4
34476,-37.4001,142.14,1,4
34775,-35.7987,141.75,13.348,4
34940,-37.3703,141.614,1,4
35987,-36.3607,141.564,18.4964,4
37682,-35.6345,143.128,2.68085,4
38081,-36.743,142.444,14.8294,4
40960,-38.2215,142.885,27.7695,4
44205,-35.7803,142.805,41.3857,4
44815,-36.229,143.771,20.7974,4
46236,-37.6413,141.583,1,4
46591,-35.3061,142.211,6.64163,4
50491,-36.2017,141.62,50,4
55510,-35.5803,142.549,1,4
56396,-36.9368,142.256,26.2062,4
56959,-37.6333,141.217,50,4
58877,-36.3551,143.214,22.1924,4
60966,-37.3987,141.584,7.49919,4
61434,-36.7328,142.616,31.8664,4
61526,-35.9422,143.348,50,4
68154,-35.2467,142.954,1,4
70553,-38.0088,142.678,11.2733,4
71078,-36.8412,141.292,12.8382,4
72303,-35.6895,143.224,6.67643,4
73551,-35.7234,141.887,1,4
73904,-37.6749,140.602,1,4
75500,-35.9737,142.542,30.0011,4
79556,-37.8013,140.783,14.0509,4
79642,-37.6981,141.559,1,4
84831,-37.9988,141.676,34.9984,4
85639,-36.5785,143.292,1,4
85820,-37.6245,141.351,17.9918,4
86572,-37.3832,142.406,32.4533,4
86787,-36.9838,141.455,1,4
87177,-36.4609,142.932,17.7731,4
89245,-38.1581,143.776,1,4
90893,-37.7319,142.855,1,4
92475,-38.1597,141.542,3.46588,4
93602,-36.5614,142.098,49.1251,4
94725,-37.6163,143.208,20.6937,4
96892,-36.0602,143.494,21.448,4
99697,-37.9444,143.07,4.13004,4
1901,-29.681,145.737,7.02795,5
6502,-31.5608,147.592,47.2654,5
6953,-30.7189,145.609,1,5
8171,-31.456,148.15,1,5
8927,-31.52,147.434,1,5
9118,-30.8812,147.053,14.5781,5
9626,-31.5673,145.487,9.72547,5
11835,-31.9492,146.004,11.7683,5
13417,-30.7081,147.035,45.2539,5
15880,-31.3845,148.369,21.844,5
17192,-31.838,147.781,1,5
18887,-31.2568,146.253,1,5
20163,-31.7694,146.978,15.5804,5
24434,-30.1003,146.186,25.2858,5
26265,-31.5837,146.816,25.0228,5
28591,-31.7323,146.999,1,5
29665,-31.9961,147.989,23.4265,5
30736,-31.6457,147.876,1,5
34385,-31.1086,145.817,4.73203,5
36856,-30.8179,145.551,27.1187,5
38563,-31.7429,145.737,1,5
39942,-31.8877,145.37,33.8378,5
42333,-31.2196,146.553,1,5
47502,-30.6462,145.217,1,5
49502,-31.8466,147.382,39.8898,5
51790,-32.0468,146.553,1,5
60716,-31.6989,145.88,14.264,5
62402,-30.1446,146.505,32.6518,5
65246,-31.129,148.112,32.3619,5
66916,-30.42,145.504,36.6067,5
67189,-32.0899,146.808,9.75252,5
69511,-30.8468,146.176,30.5568,5
75967,-31.7906,146.062,1,5
80423,-31.0169,146.817,1,5
82584,-31.322,147.025,1,5
83048,-31.4407,145.337,1,5
83462,-31.5433,145.833,13.355,5
84665,-31.7837,148.456,5.71104,5
86390,-31.2522,147.77,26.9219,5
88838,-31.9907,147.402,16.6971,5
90837,-31.886,146.283,4.66029,5
93863,-30.2745,146.227,38.6117,5
95256,-31.9665,147.044,1,5
96489,-31.1001,146.552,1,5
99801,-30.5195,145.734,1,5
366,-33.7491,139.744,15.4813,6
3540,-34.8433,139.378,23.5812,6
5357,-36.2869,140.089,22.4144,6
6162,-35.7796,139.594,14.0067,6
6573,-36.6205,139.911,1,6
13571,-34.3046,139.872,27.0731,6
15055,-34.8051,139.814,33.0058,6
21297,-35.1649,139.737,1,6
26505,-36.199,139.75,1,6
28031,-34.7697,140.672,15.2936,6
28531,-37.0654,139.797,30.831,6
35825,-35.278,141.453,8.32117,6
42913,-34.7054,138.667,15.1306,6
43247,-34.3729,140.25,17.1612,6
47835,-33.7947,139.282,1,6
58684,-35.8172,140.182,1,6
59596,-36.0356,139.806,1,6
64288,-34.6025,138.59,1,6
67840,-37.1495,140.072,33.0383,6
68116,-35.9336,140.727,16.5178,6
68540,-35.6008,138.998,18.2822,6
69344,-34.2985,140.714,1,6
70189,-35.5922,140.063,5.24879,6
71035,-35.4263,139.899,1,6
71287,-34.9975,141.029,1,6
72054,-33.5549,139.529,10.4259,6
75267,-36.339,140.038,22.4057,6
76718,-35.5065,139.269,22.4512,6
79573,-33.1775,139.361,10.4385,6
79812,-34.8764,139.798,2.1962,6
83687,-36.5539,140.066,16.4989,6
84111,-36.341,140.761,6.24406,6
87523,-34.4896,140.825,1,6
88048,-34.1454,139.788,1,6
90316,-35.3459,140.812,22.4991,6
91113,-34.1166,139.7,18.9883,6
92246,-35.3159,141.032,5.77936,6
93947,-34.7176,141.492,46.9773,6
95003,-35.1716,139.652,17.6098,6
99278,-34.5141,140.2,1,6
3861,-32.8574,145.981,12.7121,7
4232,-34.6732,146.354,50,7
5630,-33.776,147.094,6.00833,7
7929,-33.6148,145.804,9.01521,7
10103,-32.2139,146.247,22.8031,7
13507,-32.2173,145.993,23.5461,7
14920,-32.9477,147.707,2.13002,7
15628,-33.7068,146.307,1,7
15903,-34.7326,146.681,34.3022,7
17956,-32.9538,146.789,16.9125,7
22789,-33.356,147.578,1,7
30470,-33.3192,146.621,15.156,7
42459,-32.6392,147.567,19.6734,7
43497,-33.0643,145.249,17.071,7
43917,-32.7653,146.358,43.5978,7
44464,-33.4261,145.739,32.727,7
47406,-32.6417,145.988,18.3663,7
51586,-32.401,146.634,1,7
64121,-32.8606,145.828,40.7207,7
66202,-32.5291,145.497,2.02504,7
68105,-32.5362,146.255,14.8548,7
70366,-32.261,146.522,8.79817,7
71565,-32.5323,145.661,6.03306,7
74452,-32.8617,145.534,49.4731,7
75778,-33.3548,145.474,33.4356,7
77184,-32.4094,145.534,8.29389,7
79429,-32.5122,144.421,10.9283,7
82464,-32.7632,145.704,27.7746,7
83878,-33.1824,145.915,7.77432,7
84127,-32.9332,146.889,7.02866,7
92240,-33.7733,147.829,1,7
93987,-33.5024,147.016,40.8671,7
94066,-32.7167,146.146,17.1075,7
95283,-32.6566,146.252,38.7315,7
95370,-32.6076,144.962,20.7707,7
98962,-34.1526,147.153,1,7
331,-32.3552,148.683,27.2392,8
834,-32.115,149.63,1,8
1942,-32.3339,148.789,21.3415,8
5320,-32.5302,148.749,33.9411,8
5335,-33.7663,148.695,1,8
6542,-34.0218,148.44,1,8
8651,-33.0952,148.894,1,8
9856,-32.8886,150.093,12.784,8
13835,-31.6562,148.82,3.37328,8
14032,-33.6857,150.968,50,8
14195,-32.4615,148.761,29.8694,8
16484,-34.7233,150.054,11.4437,8
20663,-33.3509,150.978,1,8
20923,-31.951,149.59,19.1098,8
21416,-32.7169,151.181,13.3019,8
22681,-32.3961,149.95,33.4002,8
24698,-34.2395,150.914,1,8
25520,-32.1558,148.559,1,8
27332,-33.7888,150.887,10.1811,8
27634,-33.325,151.01,1,8
28832,-34.2626,149.334,11.7223,8
29571,-33.8359,148.825,2.42102,8
31385,-33.9625,148.628,1,8
32916,-32.9645,149.873,21.599,8
35699,-32.964,150.217,1,8
36480,-32.5681,150.184,1,8
38730,-33.0978,150.333,1,8
38846,-34.5987,150.082,12.697,8
40311,-33.3012,150.3,4.97597,8
40584,-32.5867,150.897,28.3147,8
40780,-32.3227,149.843,50,8
44461,-31.5045,148.802,1,8
45512,-33.4132,149.92,1,8
45855,-33.6609,148.313,1,8
46854,-34.3037,150.155,12.6946,8
47877,-33.1346,150.997,17.6225,8
50196,-34.3927,150.711,1,8
56048,-33.5669,150.482,1,8
64106,-32.0389,149.423,10.0337,8
65460,-34.1424,150.784,1,8
65533,-33.6914,149.077,7.12359,8
68856,-34.2432,150.63,9.0131,8
71782,-32.305,149.25,23.5022,8
71817,-32.8781,149.333,1,8
71912,-33.6059,151.171,13.8775,8
71986,-32.724,149.716,1,8
72629,-33.212,148.788,31.7609,8
72679,-32.519,149.216,1,8
73656,-34.0175,148.414,1,8
75614,-33.9719,148.531,1,8
76439,-32.1175,148.705,33.6954,8
77393,-32.9397,150.7,5.86505,8
77571,-32.7508,150.282,1,8
79368,-33.6861,149.452,1,8
80709,-33.9509,149.333,16.9537,8
81293,-33.9263,150.695,1,8
82126,-33.2603,148.761,1,8
83982,-33.7534,149.518,7.48912,8
84142,-32.3535,148.859,15.7012,8
85095,-33.9087,149.59,1,8
86168,-35.0059,150.369,1,8
87350,-32.1988,148.737,19.567,8
88884,-33.04,149.665,1,8
91674,-34.3011,150.037,27.9973,8
94327,-33.2574,150.858,18.7534,8
94369,-34.7076,150.644,19.1309,8
97321,-31.4634,148.935,3.89212,8
98812,-32.3079,150.451,1,8
99361,-32.4846,150.645,27.6662,8
2656,-28.9727,142.978,15.695,9
2791,-30.0558,142.926,1,9
3006,-31.7587,143.964,1,9
3461,-29.24,144.118,1,9
4311,-31.4563,144.726,27.4141,9
4460,-30.3723,144.474,1,9
4510,-30.2406,142.544,1,9
5067,-30.3766,143.885,1,9
5626,-28.9266,142.532,1,9
7343,-28.876,143.86,8.52454,9
8362,-31.6984,144.481,13.5324,9
12244,-30.6045,141.363,1,9
12535,-31.5871,143.137,6.87025,9
18544,-29.5073,142.612,13.4502,9
18722,-29.2527,142.279,41.6357,9
18798,-29.1122,143.831,35.5455,9
19600,-30.93,141.769,1,9
24055,-31.2704,142.375,31.1347,9
24705,-31.2728,144.333,10.4298,9
25347,-29.2179,142.519,26.5296,9
28270,-32.2188,144.077,1,9
30059,-30.7202,143.462,13.4862,9
31510,-29.8943,143.332,29.9791,9
32188,-31.0748,143.747,14.0857,9
34110,-31.6348,142.689,28.0889,9
34195,-30.8279,143.718,11.3895,9
34524,-31.0924,141.753,10.4148,9
34675,-31.1845,142.965,21.2264,9
35181,-30.2041,144.024,29.0503,9
38015,-29.212,142.873,37.5465,9
39813,-29.5343,142.584,1,9
39989,-30.3464,142.419,20.7937,9
42233,-30.5128,141.358,13.5662,9
46227,-30.4295,143.068,3.50258,9
48313,-31.5729,144.411,31.6493,9
50162,-29.5282,143.601,25.6075,9
52373,-29.6129,144.921,23.699,9
52873,-31.7602,143.601,45.0872,9
55758,-31.8893,144.605,4.58979,9
64748,-29.6121,144.782,16.8254,9
66537,-28.7289,144.136,31.7616,9
69797,-32.0507,143.658,39.7795,9
72172,-29.7786,142.444,1,9
74123,-32.0282,143.267,1,9
75731,-32.1668,143.953,12.5091,9
76609,-29.1934,143.881,16.2546,9
78298,-30.7056,144.05,31.2373,9
82822,-28.8077,142.498,1,9
85164,-29.4142,143.208,1,9
86111,-30.2903,142.821,1,9
87004,-29.5457,144.034,1,9
92942,-31.5202,143.775,10.0842,9
93383,-30.5767,143.58,19.3435,9
94438,-30.5734,143.275,11.3948,9
98086,-28.7829,143.037,1,9
98175,-30.1548,142.807,1.03078,9
4667,-43.2379,146.453,1,10
7577,-42.7618,147.27,40.9609,10
8387,-41.9653,146.111,8.91709,10
11133,-42.0935,145.966,1,10
13769,-41.7294,145.717,17.2491,10
21849,-42.7398,147.725,23.7328,10
23733,-43.3811,146.502,2.58166,10
25447,-41.1133,145.976,28.0676,10
25724,-42.3587,147.985,27.3361,10
25903,-41.6086,147.921,45.2747,10
30520,-42.0837,145.664,50,10
37018,-41.1597,144.905,1,10
38203,-41.9388,145.201,1.5592,10
39519,-42.7116,146.538,1,10
43982,-41.2929,145.797,1,10
45526,-42.7966,147.424,49.8036,10
46399,-43.4671,146.531,3.72657,10
47473,-41.2121,146.545,6.89904,10
52019,-42.0761,146.272,6.47509,10
57560,-41.5942,145.891,1,10
64226,-42.6036,146.227,31.1378,10
69693,-41.6475,146.445,19.6961,10
72153,-42.877,145.678,6.24787,10
72442,-42.4278,147.301,35.6208,10
84144,-40.4138,148.173,39.6393,10
87860,-42.7253,146.314,1,10
89729,-42.0781,146.175,1,10
92437,-41.6032,147.815,1,10
97613,-42.5247,146.624,1,10
98775,-41.5982,145.252,15.2044,10
2263,-35.6112,147.628,1,11
2331,-35.1982,147.822,23.8572,11
3084,-36.0971,150.035,9.63311,11
13624,-34.398,147.714,32.4833,11
15044,-36.5665,149.998,28.5774,11
15908,-35.5561,149.791,26.3753,11
16311,-35.7526,146.893,1,11
17265,-35.5635,150.295,11.509,11
17404,-34.6554,148.438,8.68509,11
18341,-35.6242,149.926,12.1155,11
18977,-35.7938,147.269,4.58382,11
20802,-36.5307,148.634,28.723,11
21164,-36.7564,149.887,1,11
21948,-35.6166,148.889,9.31544,11
22118,-35.4003,147.152,13.9472,11
24565,-34.5885,148.731,34.8813,11
26193,-36.8321,148.323,1,11
27747,-37.682,148.905,1,11
31287,-35.7086,147.802,32.8479,11
