TripID,Cost
1,193729
2,110426
3,219289
4,246622
5,145444
6,116194
7,122315
8,145571
9,125726
10,210391
11,201929
12,152452
13,228799
14,153179
15,116298
16,163992
17,194466
18,190435
19,94210.7
20,149742
21,183802
22,123536
23,153997
24,113577
25,212189
26,223485
27,144018
28,264519
29,153667
30,210053
31,147070
32,129938
33,143005
34,207134
35,211006
36,154169
37,144522
38,131550
39,137192
40,184211
41,222512
42,118471
43,173245
44,128959
45,199372
46,139630
47,213889
48,144735
49,236099
50,187278
51,175947
52,149741
53,145383
54,186417
55,143265
56,132059
57,94608.9
58,167096
59,201750
60,169182
61,180790
62,216143
63,141787
64,150612
65,111155
66,160634
67,182696
68,279326
69,95570.4
70,104829
71,198232
72,169832
73,142542
74,182240
75,116990
76,127897
77,152007
78,142581
