ID,GiftID,TripID,Weight
1,77867,1,50
2,74684,1,44.1732
3,6257,1,43.3919
4,26130,1,43.2212
5,66545,1,37.5385
6,39505,1,35.0323
7,80618,1,34.8486
8,28946,1,34.0629
9,21939,1,30.7451
10,56557,1,28.2688
11,60500,1,25.0501
12,65269,1,22.9763
13,14582,1,22.5374
14,75005,1,22.3558
15,81994,1,21.0901
16,98591,1,19.7407
17,61423,1,19.3688
18,88545,1,19.2658
19,69762,1,13.7199
20,84409,1,10.4822
21,6543,1,10.4
22,48430,1,8.72422
23,38633,1,8.14307
24,94722,1,6.85185
25,40533,1,5.62577
26,65925,1,4.56284
27,63901,1,4.50216
28,14214,1,3.11737
29,8715,1,1.94815
30,61944,1,1.94153
31,92779,1,1
32,85386,1,1
33,84239,1,1
34,77683,1,1
35,77073,1,1
36,75655,1,1
37,71457,1,1
38,69717,1,1
39,60874,1,1
40,44528,1,1
41,37115,1,1
42,33842,1,1
43,27949,1,1
44,19045,1,1
45,15791,1,1
46,14031,1,1
47,12594,1,1
48,10091,1,1
49,1079,1,1
50,1020,1,1
51,68986,2,39.2826
52,57131,2,38.4195
53,55382,2,38.0751
54,53912,2,36.9553
55,92029,2,34.7133
56,22620,2,33.3952
57,85688,2,27.4902
58,21683,2,22.9876
59,62559,2,22.8827
60,39074,2,20.76
61,59319,2,20.4677
62,37782,2,19.0297
63,33993,2,18.7373
64,2827,2,14.0944
65,66042,2,11.8354
66,96640,2,9.83504
67,31924,2,7.67508
68,73064,2,6.11294
69,21728,2,5.13796
70,54972,2,1.92112
71,54940,2,1
72,44133,2,1
73,40154,2,1
74,61189,2,1
75,61712,2,1
76,64630,2,1
77,64962,2,1
78,25964,2,1
79,24247,2,1
80,69550,2,1
81,74307,2,1
82,98212,2,1
83,8542,2,1
84,3261,2,1
85,53836,2,1
86,70457,3,50
87,16053,3,40.8705
88,36308,3,32.2564
89,62733,3,31.8501
90,54811,3,28.9434
91,74346,3,28.5225
92,8282,3,27.3983
93,19523,3,24.3109
94,19999,3,23.41
95,35128,3,17.7557
96,9386,3,16.1067
97,75104,3,11.2185
98,51655,3,11.1212
99,46596,3,9.69848
100,92058,3,8.54718
101,96599,3,7.61214
102,78284,3,6.86949
103,60408,3,5.07442
104,63933,3,4.85395
105,46229,3,3.10975
106,128,3,1
107,91849,3,1
108,82839,3,1
109,74597,3,1
110,74288,3,1
111,71611,3,1
112,66339,3,1
113,56787,3,1
114,54770,3,1
115,54671,3,1
116,42194,3,1
117,29360,3,1
118,23963,3,1
119,16562,3,1
120,12692,3,1
121,12623,3,1
122,6199,3,1
123,99641,3,1
124,45442,4,50
125,44090,4,43.43
126,72397,4,43.1633
127,67730,4,40.7562
128,28743,4,36.3855
129,95845,4,32.9325
130,68620,4,30.8421
131,48363,4,29.6472
132,40458,4,29.2816
133,57278,4,28.8635
134,37199,4,26.5009
135,69638,4,25.6526
136,16020,4,25.506
137,70947,4,24.8454
138,5327,4,24.6414
139,47912,4,23.9308
140,70159,4,16.8221
141,87291,4,16.0413
142,69844,4,15.9337
143,33655,4,14.3119
144,51455,4,14.0015
145,8011,4,11.0663
146,51877,4,10.3944
147,22001,4,10.1466
148,21942,4,10.0952
149,75674,4,10.0738
150,88608,4,10.0067
151,85754,4,9.37724
152,95239,4,9.15542
153,50717,4,8.39246
154,2336,4,5.66716
155,94216,4,4.04153
156,7663,4,2.29975
157,2115,4,1.48827
158,69907,4,1.21958
159,92268,4,1
160,62649,4,1
161,68584,4,1
162,20197,4,1
163,15398,4,1
164,15322,4,1
165,14147,4,1
166,80621,4,1
167,82074,4,1
168,69882,4,1
169,53135,4,1
170,78596,4,1
171,58028,4,1
172,33563,4,1
173,52465,4,1
174,49739,5,50
175,69274,5,43.7914
176,73951,5,43.6061
177,34862,5,41.909
178,95535,5,38.0621
179,98230,5,35.0443
180,583,5,33.9507
181,448,5,32.997
182,58459,5,32.7942
183,17348,5,32.6599
184,17464,5,30.9549
185,94374,5,29.9833
186,65876,5,28.2474
187,61093,5,27.5492
188,8917,5,24.6158
189,44349,5,24.1043
190,60468,5,23.8811
191,90392,5,22.701
192,79728,5,22.583
193,2149,5,21.0483
194,99628,5,20.0353
195,1093,5,19.9757
196,68557,5,19.5466
197,27787,5,19.2901
198,70885,5,18.5142
199,19547,5,18.4919
200,35364,5,17.8222
201,80447,5,16.8799
202,45130,5,16.1834
203,40935,5,14.7002
204,80144,5,12.5427
205,63384,5,9.023
206,67305,5,8.41651
207,46972,5,8.0594
208,9549,5,5.39767
209,13327,5,2.68265
210,94975,5,2.61338
211,29480,5,2.17316
212,47982,5,1
213,37355,5,1
214,79930,5,1
215,35256,5,1
216,88977,5,1
217,77223,5,1
218,94740,5,1
219,14314,5,1
220,68909,5,1
221,2404,5,1
222,67407,5,1
223,99934,5,1
224,51016,5,1
225,22389,6,50
226,52415,6,41.0823
227,78073,6,40.5669
228,54943,6,34.6328
229,67778,6,34.3497
230,83550,6,34.276
231,93739,6,31.1116
232,72563,6,30.3931
233,22197,6,30.2359
234,1080,6,29.1494
235,3724,6,28.1897
236,14887,6,28.1077
237,20920,6,26.1054
238,57598,6,23.5644
239,64208,6,22.7602
240,76968,6,21.2264
241,37815,6,20.9826
242,48306,6,19.53
243,3361,6,18.4281
244,2442,6,17.6295
245,8216,6,16.7552
246,30252,6,15.2035
247,3229,6,15.1845
248,22908,6,13.8788
249,76523,6,13.1883
250,45262,6,12.5759
251,63869,6,9.94178
252,39520,6,9.27461
253,63364,6,8.48006
254,55239,6,4.16397
255,92146,6,2.04589
256,91580,6,1.94569
257,35858,6,1.58793
258,43556,6,1.40328
259,61900,6,1
260,49461,6,1
261,78285,6,1
262,35426,6,1
263,33249,6,1
264,32952,6,1
265,31092,6,1
266,27072,6,1
267,84735,6,1
268,85735,6,1
269,13413,6,1
270,3813,6,1
271,95166,6,1
272,56777,6,1
273,97635,7,50
274,27958,7,50
275,40602,7,46.0873
276,66218,7,39.8823
277,87648,7,34.1788
278,26781,7,32.6859
279,29371,7,29.0386
280,8480,7,24.6666
281,32225,7,23.7435
282,48953,7,23.2692
283,31603,7,19.3135
284,47640,7,19.2437
285,64623,7,18.6052
286,79076,7,16.4328
287,96392,7,16.3622
288,30915,7,16.2453
289,35045,7,15.0956
290,20430,7,14.8806
291,70722,7,14.8644
292,48949,7,13.9288
293,31075,7,13.3445
294,93728,7,13.0824
295,80173,7,12.1283
296,518,7,11.2625
297,51645,7,9.85769
298,43035,7,9.74884
299,18006,7,9.61968
300,78720,7,8.98655
301,81791,7,7.47358
302,3179,7,5.56993
303,84099,7,4.9596
304,29065,7,2.34082
305,85315,7,1.83155
306,58748,7,1
307,47802,7,1
308,64040,7,1
309,65180,7,1
310,78165,7,1
311,82301,7,1
312,83230,7,1
313,26515,7,1
314,18668,7,1
315,16070,7,1
316,1550,7,1
317,50883,7,1
318,86778,8,50
319,17485,8,50
320,30708,8,49.4051
321,84700,8,48.5439
322,96922,8,48.2606
323,91988,8,46.1082
324,91782,8,40.4043
325,58330,8,38.12
326,71637,8,36.8437
327,19009,8,29.521
328,55054,8,29.1363
329,74972,8,27.1927
330,22,8,27.1132
331,35968,8,25.4144
332,97999,8,25.3779
333,23423,8,25.0294
334,30257,8,18.8229
335,69392,8,13.7318
336,93079,8,12.4571
337,84101,8,11.2821
338,40804,8,10.0764
339,34446,8,9.50801
340,30093,8,8.57086
341,77300,8,7.64105
342,82961,8,6.23326
