ID,GiftID,TripID,Weight
1,65668,1,50
2,91844,1,50
3,80900,1,42.0484
4,55698,1,36.557
5,73025,1,35.1483
6,91628,1,34.7328
7,56046,1,34.6291
8,31598,1,32.5291
9,37053,1,24.2594
10,40571,1,24.1097
11,99500,1,23.7767
12,23479,1,20.9884
13,83136,1,19.2386
14,80521,1,18.8413
15,28814,1,18.6507
16,87939,1,18.1911
17,37977,1,18.0657
18,40179,1,15.5058
19,36916,1,14.3411
20,16611,1,14.0167
21,95043,1,13.5663
22,65461,1,11.9808
23,90136,1,9.25927
24,87137,1,7.30711
25,66407,1,6.89577
26,30746,1,5.47252
27,13049,1,5.29321
28,24134,1,2.98213
29,90118,1,2.18184
30,16172,1,1
31,64282,1,1
32,73831,1,1
33,79174,1,1
34,44292,1,1
35,41709,1,1
36,41253,1,1
37,1641,1,1
38,88104,1,1
39,89918,1,1
40,34346,1,1
41,28483,1,1
42,12137,1,1
43,7666,1,1
44,2685,1,1
45,69851,1,1
46,11350,2,50
47,66897,2,50
48,84654,2,46.1272
49,41989,2,45.2666
50,62779,2,38.321
51,20042,2,35.2611
52,41968,2,33.0673
53,51881,2,31.1485
54,33502,2,30.5536
55,66542,2,29.7548
56,66965,2,29.1094
57,45743,2,28.7699
58,49601,2,27.3347
59,86826,2,26.0175
60,22458,2,23.8397
61,52039,2,19.8505
62,56220,2,19.2731
63,70984,2,17.9803
64,34737,2,17.035
65,43798,2,13.8322
66,28467,2,10.9399
67,56183,2,10.1566
68,54767,2,9.88102
69,13021,2,9.73139
70,71274,2,9.21287
71,52798,2,8.69667
72,92217,2,8.63103
73,95017,2,8.32532
74,41548,2,8.23064
75,90735,2,7.11698
76,4120,2,5.71779
77,3930,2,3.05997
78,7738,2,1.77039
79,40792,2,1.36156
80,40153,2,1
81,78953,2,1
82,86159,2,1
83,29074,2,1
84,86819,2,1
85,26155,2,1
86,87315,2,1
87,17146,2,1
88,94908,2,1
89,12393,2,1
90,2117,2,1
91,9823,2,1
92,46477,2,1
93,45511,2,1
94,65690,2,1
95,65855,2,1
96,77934,2,1
97,40724,2,1
98,61203,2,1
99,59436,3,50
100,560,3,44.0627
101,97885,3,43.7984
102,47438,3,38.251
103,75953,3,36.2675
104,10666,3,35.6813
105,40399,3,33.3834
106,50178,3,32.5709
107,76872,3,27.925
108,42245,3,27.8293
109,17854,3,27.6909
110,73803,3,26.676
111,94,3,25.1622
112,27905,3,25.0375
113,77744,3,23.7153
114,97404,3,22.9418
115,886,3,22.3304
116,90217,3,21.5973
117,67170,3,20.9603
118,92386,3,19.9523
119,94513,3,18.7273
120,26271,3,18.4873
