GiftID,Latitude,Longitude,Weight,TripID
1611,-9.13352,16.1447,1,1
11589,-10.5136,16.2985,14.8805,1
12951,-10.6282,14.5021,1.72309,1
13944,-10.0219,13.996,48.5833,1
17442,-9.84883,13.3521,1,1
18807,-10.6716,16.0584,14.0332,1
19691,-10.477,15.1411,1,1
20774,-9.49804,15.0433,17.739,1
22828,-10.0748,14.5223,9.69237,1
22992,-10.3157,16.2,6.33603,1
24513,-10.6922,14.27,18.4938,1
25488,-9.27519,16.1704,1,1
28964,-9.75184,16.525,3.82786,1
32152,-10.5235,14.592,11.8576,1
34477,-9.65806,15.47,23.8392,1
38414,-10.1131,15.5864,18.1824,1
42680,-9.18885,16.098,29.4346,1
44214,-9.69924,15.4027,1,1
45723,-9.90633,15.8514,1,1
53003,-9.25733,15.353,1,1
55148,-10.6209,16.2608,1,1
60194,-9.67626,16.0024,22.7529,1
65470,-9.79393,14.9499,1,1
66623,-10.6406,14.9224,17.2414,1
67651,-9.94076,13.4677,32.9213,1
77887,-10.8636,15.4875,35.5799,1
79493,-10.4808,13.8349,9.74336,1
79889,-9.50215,15.0947,1.36397,1
95214,-9.56119,13.8966,21.712,1
96209,-9.87429,14.1218,15.2238,1
96835,-10.2534,14.6789,1,1
96997,-9.63393,15.1154,1,1
97070,-9.80985,14.4434,1,1
1063,-10.1013,18.5144,13.4157,2
2164,-11.4485,16.518,1,2
3830,-9.47009,17.6811,1,2
5425,-9.55218,17.1237,13.7956,2
5953,-10.3643,18.7855,1,2
8712,-11.5391,18.5242,1,2
9868,-11.807,18.2108,14.3159,2
11391,-9.79341,17.8803,41.3227,2
11482,-11.4325,16.6134,41.1157,2
11938,-9.44654,16.7145,36.04,2
14259,-12.2011,17.9217,7.3017,2
14792,-10.019,18.5422,12.1639,2
14951,-9.66368,18.4356,39.266,2
18980,-11.1191,16.9468,17.4448,2
19034,-11.4547,16.3234,4.93597,2
19803,-9.61583,17.89,48.7864,2
23580,-11.7371,17.1811,25.4544,2
28935,-11.18,18.8244,1,2
32166,-9.0329,17.1985,21.9146,2
32374,-11.6698,17.3314,35.0902,2
36466,-10.7495,18.8582,1,2
36722,-11.9667,16.7238,4.32299,2
36910,-11.2571,17.481,17.5449,2
42101,-9.79608,16.7145,7.44852,2
43687,-10.999,18.8633,6.8714,2
46461,-11.0943,18.3207,1,2
49526,-10.3346,16.7564,30.8339,2
50475,-12.1913,18.0048,1,2
54787,-10.1502,16.8955,50,2
56801,-11.3718,18.2271,8.17372,2
57119,-10.4154,18.3216,1.66026,2
61707,-9.82122,18.3587,1,2
61766,-10.1698,17.5732,41.864,2
68770,-10.6525,17.3179,1,2
71061,-11.3206,17.6098,1,2
71502,-9.82337,17.3398,1,2
72009,-12.2594,17.2534,15.5789,2
72944,-10.13,17.0628,27.4454,2
73179,-10.3269,17.5616,28.697,2
73663,-12.1512,17.3815,20.4952,2
74612,-11.4779,17.2197,3.19838,2
75215,-10.8204,17.8252,5.96746,2
75260,-10.0028,17.3594,7.61273,2
76711,-10.8217,18.5092,21.9911,2
79422,-8.91704,17.4215,16.591,2
81026,-12.0416,17.8887,1,2
82951,-11.1267,18.3942,1,2
89493,-10.3663,16.4401,1,2
89949,-10.9956,16.7516,1,2
90450,-9.54793,17.1138,17.0878,2
90828,-11.1726,18.4995,29.5258,2
92108,-11.4945,16.8429,50,2
92362,-11.1771,18.3368,43.7436,2
94953,-11.2069,17.1787,25.7794,2
97142,-11.1532,17.9546,18.5321,2
99264,-9.73639,18.4657,20.2475,2
2725,-18.975,16.7424,1,3
3554,-19.8441,17.7426,1,3
4322,-18.8617,18.2146,1,3
5629,-19.5616,18.2713,17.2295,3
6002,-19.6768,16.8021,1,3
8254,-18.2564,18.7557,5.32643,3
8635,-18.8489,17.5729,7.15844,3
8654,-20.2952,16.8836,18.5525,3
9493,-19.4103,18.1997,29.9553,3
10333,-20.7398,16.8789,1,3
13376,-18.4028,18.3093,31.4265,3
16796,-19.2923,17.7746,38.961,3
19322,-20.5837,16.9764,18.4978,3
22231,-19.3198,17.4785,22.722,3
22517,-19.8051,18.4686,7.50591,3
26263,-18.5715,17.3205,1,3
31470,-18.2753,18.5295,7.68229,3
31628,-19.3555,18.179,19.2397,3
35211,-18.4253,18.6586,2.66339,3
36657,-19.5683,19.1217,15.8979,3
37260,-20.1823,19.0619,1,3
41542,-18.7362,18.0255,1,3
41791,-19.6689,18.651,1,3
42603,-19.2674,18.2453,12.5862,3
43792,-20.2912,18.8211,2.29926,3
45690,-18.8563,18.5575,23.3438,3
47497,-20.3447,17.5266,1,3
48249,-19.242,17.3175,33.6548,3
48354,-19.0253,18.006,1,3
48583,-19.5164,18.2197,11.7921,3
48626,-19.0872,17.5543,3.59949,3
49768,-19.4233,19.3594,1,3
50306,-19.3228,17.9463,9.15393,3
52208,-18.0599,16.8094,1,3
53286,-18.9177,18.1242,37.7608,3
61632,-18.3846,16.8895,1,3
61786,-20.1321,17.8163,3.81183,3
64656,-18.1364,18.0198,1,3
66658,-19.1523,16.7738,1,3
68197,-18.4112,18.7462,1,3
71709,-20.0992,18.1559,1,3
72418,-19.1748,19.1239,19.6542,3
75585,-19.1628,17.7423,35.5277,3
75725,-19.6038,17.3374,19.3447,3
76116,-19.7214,17.4612,13.9866,3
77523,-18.8456,18.5557,1,3
78270,-20.2878,17.9732,11.3444,3
80395,-19.0296,16.9535,1,3
84346,-18.4465,17.7305,1,3
84540,-19.4429,16.9106,32.2481,3
85592,-19.3814,17.0178,31.0614,3
85918,-20.5509,17.8002,25.6068,3
87157,-18.2632,19.2506,1,3
88701,-18.5941,17.0827,7.13054,3
89881,-18.3825,18.4307,1,3
94852,-20.2236,17.6668,10.5184,3
99027,-20.5907,16.778,5.27443,3
99172,-19.9958,18.2664,2.0665,3
665,-11.4801,14.6102,1,4
2032,-11.8557,15.2129,18.5232,4
10873,-11.4568,16.2338,1,4
14895,-11.3354,15.027,15.2959,4
16508,-12.5414,15.5288,1,4
27535,-11.459,15.2771,1,4
30957,-11.0718,15.6817,1,4
33949,-12.5066,14.1562,7.6883,4
35371,-11.0747,15.1139,1,4
36416,-12.108,14.5426,1,4
40689,-11.3317,15.144,39.0374,4
42345,-11.8607,15.6187,18.8148,4
45538,-12.4948,14.2515,1.27667,4
47340,-11.926,13.9929,1,4
54148,-12.7172,15.2024,1,4
56768,-11.8883,13.8915,19.1166,4
57824,-11.6615,14.0018,2.09403,4
59210,-12.4301,15.3418,12.6169,4
60826,-12.1568,13.6972,1,4
62840,-11.002,14.1641,1.34154,4
63747,-11.4699,14.2478,5.00844,4
64181,-12.0054,15.9702,1,4
65152,-11.4015,14.7867,1,4
65968,-11.3768,14.076,1,4
66394,-12.236,15.7732,5.4895,4
66666,-11.8385,14.8293,13.6439,4
69925,-12.2349,15.2309,1,4
70400,-11.3671,13.8753,1,4
73603,-10.9587,15.13,1,4
76862,-12.9216,15.1681,1,4
78557,-12.3531,13.8668,22.4516,4
80740,-12.0849,14.1896,40.8405,4
81459,-11.7479,15.7424,33.9942,4
82341,-11.6378,13.8744,1,4
82343,-11.1794,14.8873,15.4557,4
83655,-11.3257,13.9265,6.86073,4
84206,-11.5945,15.6581,14.7362,4
88691,-10.8948,14.1388,1,4
92911,-12.0949,15.9523,45.5784,4
94518,-13.0287,14.9483,1,4
97352,-11.6446,15.0002,41.0118,4
98550,-11.9582,14.7504,1,4
99865,-11.9537,14.3914,21.5343,4
1940,-13.6888,20.6727,1,5
2270,-15.1919,20.9953,15.5559,5
4767,-14.9473,20.791,1,5
8251,-13.2711,21.7697,50,5
8783,-15.7112,20.9417,38.6865,5
15606,-13.9044,22.2337,9.73923,5
16019,-13.4462,21.4431,41.3767,5
17379,-14.1859,19.7858,16.6308,5
20865,-12.6627,21.5769,50,5
24136,-13.131,20.553,22.2734,5
24503,-14.275,21.1395,29.4054,5
26872,-14.7594,20.9768,10.656,5
27469,-14.9676,20.1882,1,5
30090,-13.8899,20.7059,1,5
31801,-14.357,21.4057,15.3641,5
33172,-14.1486,21.655,34.3017,5
33699,-13.9369,21.6819,18.7215,5
35272,-12.7508,21.4127,1,5
36227,-15.3939,21.182,2.92098,5
37407,-13.5977,21.6347,27.3792,5
37946,-14.4192,20.7555,45.0383,5
40815,-15.7426,20.9934,1,5
45955,-14.7961,19.8682,1,5
50399,-15.2272,20.2132,31.4833,5
55641,-15.1275,20.5517,28.4374,5
56368,-14.2125,20.1007,4.606,5
57287,-15.1642,21.3668,21.2455,5
59674,-14.6917,20.209,28.6054,5
61763,-13.8875,21.7568,18.3871,5
63597,-14.0616,20.1249,23.6106,5
67794,-14.5547,22.0184,1,5
71213,-13.7375,21.3794,6.0048,5
76741,-13.9053,21.4808,1,5
77419,-13.2142,21.7885,19.7164,5
79494,-14.8812,20.0936,10.4837,5
79522,-13.0079,21.7963,1,5
80123,-15.1712,21.695,36.1846,5
82980,-13.2696,20.6061,20.9155,5
83429,-15.0574,20.8879,16.3208,5
83576,-14.402,20.1398,15.5668,5
86814,-13.7829,20.5783,1,5
87253,-15.2208,20.1354,1,5
92316,-14.0833,20.2906,1,5
94523,-14.8018,21.7444,6.11476,5
