TripID,Cost
1,50887.9
2,23881.2
3,76628.2
4,11479.3
5,49032.8
6,64188.2
7,46516.1
8,38816.5
9,71374.8
10,34547.6
11,63738.3
12,14408
13,40891.5
14,37018.8
15,37075.4
16,43026.6
17,40321.4
18,36603
19,82372.7
20,9121.5
21,18930.1
22,16571.3
23,47865
24,37212
25,17061.5
26,59461.8
27,31008.2
28,51764.2
29,72910.9
30,15871.9
31,38663.7
32,42466
33,69732
34,16295.8
35,24518.7
36,73151.3
37,38650.7
38,41002.4
39,21391.1
40,33590.1
41,29498.4
42,33987
43,46224.8
44,32114.2
45,52393.6
46,29046.4
47,35324.3
48,36823.7
49,50644.7
50,31765.9
51,64634.6
52,82175.2
53,74403.9
54,67927.2
55,46469.4
56,116468
57,45189.5
58,39939.9
59,26607.4
60,62432.4
61,54470
62,39093.2
63,14724.4
64,47318.9
65,55018.5
66,96611.2
67,71722.9
68,43254.4
69,75757.4
70,30740.7
71,51392.9
72,23275.3
73,11479.3
74,40841.5
75,20987.5
76,15230.3
77,66474.1
78,34813.8
79,41518.1
80,14281.5
81,23092
82,38269.8
83,56123.3
84,88469.4
85,33251.3
86,7923.88
87,38113.7
88,13307.7
89,11704.8
90,46956.2
91,39750.4
92,14440.7
93,21311
94,53882.9
95,30623.1
96,21318.7
97,41247.1
98,62181.1
99,77839.6
100,65355.8
101,79105.7
102,70061.2
103,84711.7
104,31377.5
105,31177.5
106,60081.8
107,86438.6
108,15871.9
109,47230.7
110,10434.3
111,14591.2
112,41601
113,52406.6
114,32114.2
115,10381.4
116,24598
117,58893.2
