GiftID,Latitude,Longitude,Weight,TripID
3447,64.2996,-90.9768,29.0319,1
3931,64.2143,-91.5376,23.2369,1
6140,62.5933,-93.0132,40.5916,1
6259,64.4526,-91.7958,10.3738,1
8988,63.4696,-91.1451,1,1
9841,63.725,-90.7121,21.7638,1
12218,65.0902,-90.0381,1.89897,1
12896,65.267,-91.9136,22.0573,1
18082,64.8799,-90.0885,20.3454,1
23309,64.6633,-92.8208,22.8006,1
23386,64.7472,-91.7213,16.7559,1
25557,65.2815,-91.3363,1,1
26452,63.8238,-90.3346,1,1
26848,64.3205,-90.9563,16.8794,1
27376,65.8362,-90.5997,31.5895,1
31813,63.2099,-91.1957,47.5001,1
41860,64.4966,-91.446,25.9487,1
43064,64.2105,-90.8536,1,1
45490,63.771,-92.4891,1,1
49153,62.9502,-92.53,8.50694,1
50901,64.1153,-92.4672,10.782,1
51437,64.1099,-93.2098,33.2086,1
54893,65.8433,-91.9671,18.5715,1
54965,65.1502,-92.6381,13.8304,1
56873,64.6121,-92.8048,42.342,1
56940,63.2464,-91.703,24.2956,1
60360,64.3611,-91.9163,2.91408,1
60652,63.6835,-90.6955,3.44486,1
62406,63.1706,-92.1896,37.2448,1
71933,65.2622,-90.732,1,1
72264,65.0961,-91.9941,50,1
72976,62.9858,-90.8121,44.5834,1
75909,64.067,-89.9604,21.4009,1
77134,64.309,-92.7556,17.8151,1
82449,65.0522,-90.9707,27.1642,1
87456,66.5705,-90.8325,25.4252,1
88764,65.7772,-91.4049,9.95301,1
99122,65.3526,-91.5588,1,1
3174,75.2517,-91.8918,1,2
6635,76.2222,-91.0906,22.2456,2
7351,76.3427,-91.118,34.8683,2
10095,74.8948,-89.6841,3.54163,2
16124,75.2941,-92.1838,24.6635,2
18407,76.6665,-91.2673,1,2
20454,73.5537,-93.0497,23.4528,2
23520,75.4892,-90.1317,13.4768,2
29518,76.1107,-90.7118,1,2
34372,74.9031,-90.017,2.46411,2
38317,75.6765,-91.4222,15.8052,2
41925,77.4447,-90.6057,17.3791,2
44247,76.806,-89.9215,12.0511,2
47175,73.7652,-92.099,7.76258,2
49405,76.5438,-91.092,17.902,2
50361,75.3965,-91.908,16.9269,2
58804,75.5069,-91.5302,8.56673,2
59725,73.8149,-91.4105,1,2
61984,73.3944,-92.5707,21.2279,2
65078,75.0696,-88.9793,3.50041,2
68512,73.4836,-92.4713,16.5509,2
70467,76.1025,-91.213,1.14746,2
70561,76.1048,-91.8114,1,2
70667,75.1503,-89.6275,9.01391,2
71114,73.2217,-92.6598,1,2
72466,75.1091,-90.0887,4.84211,2
73909,76.9513,-88.5879,26.0826,2
74778,74.6437,-90.1623,1,2
76598,76.2585,-90.4157,33.681,2
76907,76.4173,-88.1847,5.73242,2
78374,73.4986,-92.373,7.10445,2
80674,73.7067,-91.7582,25.8018,2
81412,74.7956,-91.5125,11.4336,2
86559,72.9184,-92.1075,24.5557,2
86870,77.4135,-90.4973,1,2
89519,73.8121,-92.4331,1,2
95244,74.8076,-91.6572,5.02592,2
97198,73.5666,-92.7055,1,2
97304,75.2252,-88.9389,9.12955,2
98005,74.727,-90.0336,1,2
1899,56.521,-98.377,50,3
5107,55.7669,-98.6306,1,3
8978,56.1142,-98.9475,6.72671,3
11519,57.1439,-98.947,21.5065,3
11887,56.9703,-98.9283,1,3
14781,56.5271,-100.793,1,3
19905,57.8796,-99.519,30.4548,3
20188,56.743,-99.577,1,3
21286,56.4373,-101.022,26.8822,3
28010,57.8534,-98.6932,33.9797,3
28973,57.4653,-99.2416,31.5943,3
29871,55.0588,-101.454,6.60359,3
31708,59.1205,-100.448,1,3
31878,56.4979,-97.5565,31.7583,3
32141,57.8518,-100.392,2.28091,3
34305,55.7788,-99.3294,2.20703,3
36351,57.1768,-97.6712,6.37501,3
40703,56.4069,-98.0939,15.8038,3
42262,57.9592,-100.357,33.0398,3
43378,56.1652,-100.649,31.8235,3
45953,58.6215,-100.903,1,3
47555,55.2098,-100.364,1,3
47610,57.2303,-98.6414,6.39593,3
47763,58.0486,-100.088,18.2294,3
50887,56.8837,-99.6305,1,3
51044,58.1521,-98.1739,4.71739,3
54975,58.6101,-100.622,23.494,3
60226,57.1717,-100.009,31.9759,3
60755,57.4434,-98.2965,45.0064,3
65217,58.2291,-100.758,27.0483,3
65310,56.026,-100.996,36.7495,3
68849,58.8145,-99.8193,14.6784,3
69037,56.9493,-100.72,24.1782,3
69775,56.0769,-99.8687,38.7943,3
69838,56.7258,-100.297,34.0415,3
70849,57.3867,-100.469,1,3
74442,58.2321,-98.1906,4.68129,3
75172,55.6609,-100.857,31.4416,3
77068,58.8331,-100.365,1.79943,3
77138,56.3366,-98.5593,16.3369,3
77545,57.9154,-100.239,4.22388,3
77574,56.8436,-101.174,4.4198,3
