TripID,Cost
1,80984.2
2,110005
3,56836.6
4,91776.1
5,63926.6
6,92205.8
7,62782.5
8,41174.5
9,85305.1
10,95049.3
11,60721.5
12,36281.2
13,60881.2
14,52066
15,53956.3
16,50991.9
17,42195.2
18,73698.1
19,39767.8
20,42533.6
21,65339.9
22,113287
23,65743.7
24,106504
25,105696
26,105962
27,34516.2
28,52457.1
29,105533
30,54630.1
31,60133.6
32,86588.8
33,37751.1
34,60577.7
35,96754.4
36,87830
37,58819.2
38,54211.8
39,72649.9
40,68776.2
41,76645.9
42,64913.7
43,60381.7
44,73089.4
45,78821.9
46,68489.6
47,90039.2
48,85139.8
49,17593.6
50,52768.4
51,75730.7
52,61859.3
53,73581.9
54,43511.2
55,150639
56,70481.4
57,51564.2
58,58781.8
59,101960
60,40080.3
61,80349.4
62,50672.1
63,36241.8
64,52884.2
65,118913
66,45020.5
67,43238.2
68,62908.5
69,58840.9
70,72696.8
71,88534.4
72,102517
73,100796
74,56461
75,50501.8
76,92897.2
77,143689
78,87498
79,78432.5
80,98324.7
81,78112
82,57423.8
83,52913.3
84,66353.4
85,78083.2
86,57235
87,49363.3
88,80560.8
89,67284.7
90,61585
91,71029.9
92,50205.2
93,59382.6
94,63847
95,94737.2
96,69473.6
97,80189.1
98,94000.3
99,60620.5
100,60485.6
101,28351
102,36466.6
103,75937.4
104,117176
105,68792.5
106,95485.5
107,109738
108,74667.2
109,50366.3
110,37292.8
111,78342.7
112,105277
113,55652.7
114,139096
115,22092.5
116,37917.9
117,27651.5
118,87196.9
119,51861.9
120,96733.8
121,54752
122,108764
123,73063.9
124,103160
125,48454.8
126,84090.8
127,82901.6
128,36378.7
129,102530
130,68608.8
131,23076.3
132,70968.9
133,65953.7
134,49360.3
135,39029.2
136,90664.4
137,120056
138,62752.4
139,82553
140,76136.4
141,34051.1
142,53421.1
143,84974
144,46609.1
145,75701.8
146,160109
147,67964.2
148,106895
149,34733.7
150,62043.6
151,49790.8
152,40192.9
153,62927.7
154,68501.9
155,48497.8
156,35868.7
157,67126.6
158,18220.5
159,74880.7
