ROW,GiftID,Latitude,Longitude,Weight
1,8,-6.2911,-64.8918,1
2,49,-1.95496,-69.7201,1
3,72,-0.536792,-76.8805,13.1843
4,109,-11.8922,-76.7741,19.5851
5,236,-0.904682,-75.3366,1
6,255,-8.39502,-71.0012,1.00389
7,346,-3.76387,-79.4046,12.69
8,403,-2.91542,-77.5523,1
9,408,-8.08432,-72.0169,1
10,441,0.570794,-80.0158,2.72303
11,504,-9.07948,-75.6408,18.2239
12,812,-9.47119,-66.5776,22.9434
13,887,-6.73221,-66.1824,6.72096
14,1025,-5.71821,-76.6466,1
15,1028,-3.48283,-77.2161,21.6823
16,1069,-8.39306,-69.5713,42.3235
17,1114,-5.97746,-70.8078,11.9237
18,1140,-6.08257,-78.77,1
19,1201,-4.44719,-68.554,1
20,1265,-5.01606,-77.775,1
21,1515,-4.17728,-79.0802,10.5877
22,1564,-9.38388,-69.2722,1
23,1609,-11.5961,-70.5884,26.7509
24,1655,-6.6898,-76.3102,1
25,1691,-6.10263,-76.3785,1
26,1716,-1.63474,-74.0569,25.5786
27,1781,-13.2405,-71.3374,1
28,1803,0.177385,-79.7397,1
29,1815,-4.14747,-71.2608,1
30,1816,-5.16245,-70.5275,22.6597
31,1867,-8.33214,-71.171,1
32,1894,-9.98885,-75.1579,1
33,1946,-5.08205,-72.0216,1
34,1988,-5.94421,-75.7313,1
35,2054,-6.579,-79.2645,6.14916
36,2108,-8.22101,-76.0486,12.6315
37,2231,-8.73101,-73.841,1
38,2349,-4.26027,-73.1383,1
39,2690,-16.4925,-72.5126,1
40,2790,-6.33001,-78.2685,6.05229
41,2826,-1.91973,-72.9526,42.4416
42,2901,-5.51865,-67.4117,28.3255
43,3115,-2.58318,-79.4751,23.8482
44,3151,-9.61683,-71.5183,35.3045
45,3175,-5.31079,-68.5177,41.274
46,3221,-6.93734,-73.2522,1
47,3289,-13.4168,-71.2158,1
48,3290,-1.50993,-73.7165,9.38441
49,3338,-2.71741,-79.346,1
50,3350,-12.809,-73.268,3.11556
51,3375,-5.91398,-73.2546,1
52,3407,-13.8342,-74.6196,29.9155
