TripID,Cost
1,86459.1
2,134944
3,146871
4,144658
5,124209
6,115016
7,142249
8,123115
9,148617
10,99750.3
11,85483.4
12,137261
13,158551
14,113792
15,146878
16,93584.9
17,130859
18,118289
19,124471
20,96174.5
21,140344
22,126638
23,86003.1
24,160886
25,156980
26,173976
27,125397
28,116871
29,114987
30,153816
31,139035
32,61730.5
33,105932
34,134823
35,105949
36,119726
37,139270
38,108861
39,104349
40,149866
41,90597.6
42,84189.8
43,150755
44,187806
45,198917
46,152013
47,118596
48,191064
49,150572
50,86199.1
51,149661
52,98366.6
53,167074
54,84068.8
55,44418
56,144356
57,133258
58,115479
59,224016
60,150652
61,98978.5
62,147091
63,98987.4
64,116735
65,101059
66,166067
67,97161
68,98081.8
69,145968
70,85136.5
71,136471
72,77142.4
73,116837
74,73625.2
75,175196
76,217129
77,98488
78,93066.7
79,110905
80,126340
81,123538
82,158144
83,165954
84,140842
85,112162
86,106649
87,167022
88,74329.6
89,122721
90,97161
91,196226
92,109360
93,118214
94,82319.9
95,139480
96,106939
97,111064
98,144988
99,78298.8
100,194783
101,109367
102,77490.7
103,106155
104,120947
105,102819
