TripID,Cost
1,82221.2
2,56514.9
3,117185
4,92448.1
5,69623.5
6,143804
7,94089.4
8,29649.6
9,89788.1
10,102167
11,138715
12,66625.7
13,127874
14,21728.9
15,85586.5
16,155503
17,173748
18,77113.3
19,72874.9
20,123687
21,72379.8
22,64319.7
23,177657
24,185252
25,147619
26,55901.5
27,192527
28,93968.3
29,67801.8
30,123400
31,79277
32,30105
33,91269.4
34,87076
35,64408.2
36,81036.3
37,153599
38,167048
39,143804
40,81530.3
41,97807.9
42,84396.8
43,29706.3
44,31106.3
45,135436
46,57410.9
47,115737
48,56382.8
49,118989
50,173107
51,87901.9
52,68746.2
53,101727
54,83307.5
55,194567
56,108279
57,183289
58,67801.8
59,85823.2
60,86539.5
61,56837.3
62,113853
63,18564.5
64,147997
65,196599
66,17903.9
67,232723
68,63381.8
69,98005.4
70,88560.4
71,99258
72,88239.1
73,83221.4
74,162638
75,86911.2
76,117782
77,129526
78,103798
79,132735
80,103107
81,55992.1
82,70492.2
83,84634.2
84,106927
85,178946
86,48913.6
87,67801.8
88,84739.2
89,10383
90,83118.1
91,108775
92,15446.4
93,29649.6
94,133808
95,85000.4
96,105540
97,185252
98,81306.4
99,313682
100,78675.4
101,75747.5
102,82772.8
