TripID,Cost
1,70199.7
2,82720.8
3,59785.3
4,83479.9
5,81168.8
6,64126
7,72339.9
8,86177
9,129081
10,81002.5
11,86166
12,133418
13,96377.6
14,73550.4
15,47342.2
16,57065.5
17,38058.6
18,86189.9
19,76193.3
20,105408
21,73667.4
22,123168
23,52651.9
24,53841.2
25,81024.4
26,67322.4
27,94765.1
28,103874
29,102812
30,97138.3
31,70524.2
32,119848
33,67866.6
34,44912.8
35,110725
36,74517.5
37,116973
38,73786.6
39,52486.4
40,62522.4
41,76392.6
42,65785.9
43,82231.4
44,50495
45,93234.6
46,92637.3
47,51639.6
48,120875
49,153960
50,122836
51,37524.5
52,88484
53,117086
54,16927.8
55,55769
56,158411
57,76121.7
58,87234.5
59,48908.8
60,107123
61,98218.6
62,62992
63,64409
64,88252.2
65,78253.4
66,24201.4
67,126273
68,68437.9
69,66956
70,70758.1
71,87255.8
72,59785.3
73,110878
74,113516
75,90966.1
76,112785
77,66487.5
78,53676.2
79,88055
80,70661.7
81,51598.5
82,127253
83,105663
84,166309
85,151590
86,58169.6
87,88696.7
88,137759
89,112932
90,136887
91,56610
92,28310.4
93,132661
94,35041.9
95,93652.9
96,99846.2
97,40192.9
98,68154.9
99,146191
100,105000
101,53676.2
102,80619.1
103,93623.1
104,59785.3
105,42712.2
106,47692
107,91288.3
108,85005.6
109,109960
110,69029.4
111,78290.4
112,36141.8
113,86612.3
114,35724.1
115,96124.6
116,38225.2
117,37023.5
118,44335.7
119,57721.1
120,61219.2
121,53761.2
122,122507
123,54121.8
124,63227.7
125,41416.1
126,122131
