GiftID,Latitude,Longitude,Weight,TripID
2338,38.2163,111.316,1,1
2593,39.1234,110.291,24.6738,1
3431,38.7557,110.4,1,1
8487,39.7185,110.071,14.1136,1
8871,39.9799,111.141,7.46747,1
9337,38.3018,109.515,2.93924,1
12672,40.8499,110.256,23.1215,1
12742,40.1692,111.286,4.17726,1
13168,38.9611,111.484,38.2907,1
15883,39.5157,108.891,23.9522,1
20609,39.4798,110.153,9.85584,1
22252,38.5227,109.681,1,1
22403,39.6672,109.086,16.6341,1
23173,38.9543,109.499,1,1
23265,39.0913,108.898,24.9797,1
24290,39.3309,111.142,1,1
27191,38.9486,111.711,1,1
28290,39.2739,111.906,12.1792,1
28518,38.3949,110.441,31.8578,1
30266,38.7378,110.682,25.225,1
33214,39.0463,111.714,1,1
35856,39.4661,110.399,21.3503,1
39333,38.4989,109.201,1,1
39431,38.124,110.248,34.9523,1
40573,38.5448,110.933,1,1
41376,38.937,110.278,1,1
42992,39.779,108.816,1,1
44219,38.1112,109.867,1,1
47300,39.1051,111.789,20.7263,1
47478,39.718,109.534,26.7287,1
51472,40.7748,110.357,43.3346,1
57260,38.633,109.029,21.9703,1
59505,39.2131,111.303,25.085,1
60205,40.3591,110.298,1,1
67746,39.4719,111.779,6.97449,1
69352,39.7505,110.566,8.55132,1
69573,39.7355,108.774,1,1
71076,38.8832,110.765,1,1
72274,39.8337,110.833,39.9585,1
72739,39.35,110.13,1,1
75003,40.5398,109.834,25.2527,1
77670,39.4172,109.113,2.20258,1
79921,39.8143,110.958,1,1
80884,38.6621,111.471,1,1
82057,40.0825,109.494,1,1
82061,39.7206,109.167,1,1
85546,38.2357,111.227,1,1
85860,38.465,110.373,14.3042,1
85952,40.373,110.173,9.52644,1
86011,40.0388,110.244,3.42783,1
87918,38.1974,110.227,1,1
96849,38.5024,110.238,3.42648,1
97723,39.5578,110.474,10.4122,1
97994,40.2615,110.377,1,1
98678,39.1106,111.17,17.7953,1
1796,36.1265,104.582,17.0053,2
2025,35.2709,105.319,16.7858,2
2074,36.0556,103.795,13.1855,2
4991,37.7542,105.245,29.1811,2
9149,35.322,104.129,20.8077,2
11217,36.1113,105.423,1,2
11817,36.9194,104.403,11.5007,2
13974,34.6303,105.163,34.3661,2
14737,36.126,103.432,4.04092,2
15183,35.1984,103.525,1,2
15358,37.2738,103.54,1,2
15826,34.8606,103.31,1,2
19471,35.0845,102.961,20.0405,2
