ROW,GiftID,Latitude,Longitude,Weight
1,2,12.4947,28.6264,15.5245
2,149,4.46566,25.1204,1
3,155,14.9199,22.5536,50
4,312,7.40714,18.3008,21.4292
5,321,5.69105,28.4126,1
6,514,6.04655,18.8819,29.0682
7,652,7.5265,29.0359,1
8,743,10.1751,25.8934,8.17455
9,900,5.21699,19.4627,13.6625
10,1006,11.9752,20.227,1
11,1035,12.5801,22.2277,50
12,1186,6.18709,20.4054,43.4155
13,1211,5.50631,28.1584,12.1782
14,1282,5.37817,18.1467,38.8062
15,1389,9.63059,19.3645,4.13516
16,1415,10.0709,24.5421,43.9324
17,1610,14.9224,23.1596,50
18,1741,15.5604,22.8273,38.66
19,1770,5.02254,28.5852,1.10418
20,2031,13.6533,18.7976,1
21,2034,14.1303,21.6806,27.2496
22,2122,15.3649,23.6306,4.2675
23,2126,8.77574,22.982,1
24,2132,8.61569,26.0374,3.5254
25,2141,4.43939,23.9584,17.6967
26,2264,14.488,22.2124,1
27,2277,5.65033,21.7559,28.9393
28,2278,3.04533,23.6896,33.4039
29,2551,5.22842,19.303,6.03592
30,2788,9.4775,26.0915,1
31,2805,13.1853,27.4622,15.5073
32,2831,4.85325,23.5656,1
33,3021,7.58948,22.1398,4.39563
34,3192,6.91944,25.4488,14.9397
35,3202,12.0991,23.5189,15.4321
36,3380,15.4051,26.7501,1
37,3485,3.20985,24.9063,9.28647
38,3589,13.2509,26.7072,1
39,3786,9.18925,21.5304,22.3071
40,3852,10.0624,19.9472,1
41,3863,7.19855,25.7704,17.2528
42,4012,8.46374,19.1306,1
43,4022,14.3154,22.142,1
44,4036,14.8814,21.6531,1
45,4070,5.93154,20.4524,13.1446
46,4276,10.4467,21.0821,1
47,4544,13.0627,17.8494,18.108
48,4618,16.0173,20.116,10.4097
49,4696,5.5551,25.9001,20.9452
50,4766,13.0727,23.1864,1
51,4995,3.51231,27.7115,20.3689
52,5042,14.1564,26.6567,1
53,5064,5.342,20.9169,1
54,5162,13.2569,25.4363,1
55,5360,9.28641,28.7681,4.3134
56,5370,4.05533,26.9047,33.8639
57,5380,7.94886,19.1321,21.6458
58,5411,17.0708,22.0261,11.0145
59,5595,11.2397,26.4627,26.5499
60,5622,16.1252,22.6033,9.59835
61,5715,10.7012,22.2969,16.6305
62,5811,12.0491,23.4191,1
63,5814,13.3966,27.8256,9.67091
64,5844,4.44793,22.6701,1
65,5896,6.14686,23.2571,17.5418
66,5976,10.6512,30.1212,3.02047
67,5987,13.171,26.7204,30.6841
68,6023,6.68888,19.9961,11.3939
69,6222,9.00693,24.748,1.51715
70,6231,5.1802,20.0245,10.6857
71,6307,4.48963,22.5633,26.523
72,6326,12.423,22.5938,16.8482
73,6411,3.2185,23.9397,1.79941
74,6425,16.644,23.3171,50
75,6437,13.2347,27.5461,10.2498
76,6456,11.6191,19.2982,1
77,6508,14.9479,26.9843,7.28264
78,6539,6.43277,26.1907,18.8754
79,6568,2.91061,25.6601,3.72519
80,6665,12.2481,23.4623,5.69027
81,6736,12.3518,19.3471,11.0706
82,6790,4.24637,24.7683,24.5491
83,6832,10.9394,22.1594,14.203
84,7029,10.7705,29.6594,1
85,7073,10.374,18.8065,1
86,7130,7.2998,22.7127,19.2765
87,7188,11.487,21.0353,1
88,7258,11.7713,25.1002,23.9749
89,7266,5.76619,18.139,1.7214
90,7296,14.6368,25.2668,1
91,7369,13.1327,25.2567,31.7198
92,7505,9.08501,25.5367,26.7108
93,7532,9.08692,27.7584,1
94,7575,5.86751,19.8716,1
95,7581,11.0449,18.9628,8.29979
96,7716,5.52625,28.1307,1
97,7725,13.1257,27.0287,1
98,7797,7.17213,26.8996,1
99,7799,9.39252,20.3448,13.8088
100,7868,13.7447,23.3187,2.04837
101,8074,7.73333,22.3002,27.4363
102,8360,13.4871,27.023,31.4249
103,8388,11.827,20.6656,1
104,8441,2.48417,23.562,1
105,8453,12.2003,24.2924,43.1899
106,8528,11.8758,22.629,1
107,8538,3.78056,21.5674,10.1486
108,8591,16.568,20.5336,9.73396
109,8609,8.31415,22.4235,1
110,8628,16.0421,24.4041,1
111,8665,15.2516,20.0366,4.04044
112,8746,11.3061,17.8877,1
113,8929,15.928,21.745,19.7985
114,9119,7.44095,22.4762,1
115,9170,11.2768,20.211,1
116,9261,7.34605,20.0268,1
117,9533,13.4486,23.9301,23.7915
118,9565,4.32681,25.6878,19.7638
119,9636,8.26498,19.1321,7.30618
120,9753,5.52139,18.3413,1
121,9859,11.2796,28.5258,38.4476
122,9863,6.38529,25.5155,1
123,9871,8.67914,23.7434,1
124,9878,15.4987,19.578,1
125,9879,14.783,22.959,31.2709
126,10148,15.0186,24.1272,27.0519
127,10153,11.3473,24.9882,1
128,10156,9.84683,26.3818,1
129,10237,5.78651,21.151,1.73103
130,10271,11.4584,28.4588,21.2691
131,10296,3.9873,24.3122,33.4218
132,10314,8.52864,30.5247,17.7548
133,10398,4.36413,29.2298,1
134,10475,9.24057,20.7822,13.4377
135,10514,12.2304,27.0917,8.36536
136,10598,5.24985,27.4186,17.1433
137,10622,4.5946,26.6562,1
138,10683,5.56171,28.6895,50
139,10785,5.43674,24.1899,18.3382
140,11082,11.9134,29.4589,1
141,11085,8.48747,22.8356,1
142,11134,15.8157,22.7921,45.8847
143,11280,14.2504,25.4228,5.63237
144,11287,14.1808,19.8552,17.1131
145,11326,11.2811,27.9964,19.6885
146,11330,6.52293,29.8876,1
147,11341,12.0902,22.3294,2.20936
148,11397,15.1241,27.4473,50
149,11435,13.1613,21.1897,1
150,11466,11.7417,29.794,1
151,11467,5.31434,19.1126,5.68397
152,11504,7.4748,24.3768,41.0231
153,11533,5.84593,26.4011,11.4899
154,11624,10.5031,20.7292,50
155,11689,4.84834,18.9618,6.20227
156,11782,6.20308,26.6148,1
157,11789,5.40623,29.3154,13.9613
158,11971,8.92403,18.9721,45.0549
159,12049,6.82849,27.5761,31.8663
160,12146,11.3582,24.7793,21.6825
161,12150,3.79444,21.4417,1
162,12237,5.3527,19.2155,1
163,12259,2.40244,22.3695,1
164,12385,8.38778,21.1133,1
165,12509,10.0965,18.593,1
166,12650,8.07247,19.632,5.95289
167,12652,13.2906,28.1687,1
168,12798,4.51145,23.5621,13.1098
169,12890,7.21923,25.3506,28.6177
170,13011,10.1555,23.5134,14.9387
171,13017,9.15249,25.8234,14.1653
172,13091,10.5147,26.8651,24.0488
173,13092,8.73377,30.1624,15.7299
174,13114,1.74503,22.2216,39.835
175,13140,4.08662,21.6236,42.9994
176,13163,8.89866,30.1098,28.576
177,13208,7.54579,27.9252,18.8562
178,13458,12.669,21.8203,1
179,13559,8.5023,30.0937,10.499
180,13687,8.34522,24.4942,1
181,13737,12.8885,21.1758,1
182,13738,12.024,22.431,1
183,13780,6.78545,24.1014,14.5657
184,14024,15.6771,20.4257,14.2014
185,14135,2.57636,24.4227,1
186,14160,7.7966,24.1891,24.0908
