TripID,Cost
1,90840.1
2,64134.6
3,94892.1
4,102302
5,75751.1
6,135517
7,66201.4
8,82611.8
9,121252
10,113827
11,100389
12,73937.7
13,69168.3
14,109987
15,44428.3
16,89344.9
17,152126
18,104888
19,134193
20,123118
21,81974.9
22,46306.2
23,93330.5
24,77981.5
25,93258.2
26,102075
27,87176.1
28,65957
29,87615.4
30,71631.5
31,46277.9
32,111410
33,66550.9
34,106504
35,123804
36,105228
37,62350.6
38,114805
39,58029.3
40,134711
41,145179
42,77737.3
43,91113.5
44,73232.6
45,105139
46,71891.2
47,100270
48,75860.1
49,108802
50,133981
51,112459
52,52713.8
53,107991
54,123086
55,76586.3
56,90691.2
57,151358
58,127424
59,43249.5
60,66363.4
61,107526
62,99767.3
63,48956.2
64,75542.2
65,57848.1
66,70603
67,72018.2
68,75290.8
69,89119
70,92018.8
71,108298
72,82808.5
73,95594.5
74,98198.6
75,77025.9
76,105820
77,139104
78,109365
79,99944.3
80,97918.1
81,94884
82,76492.6
83,104736
84,100728
85,93218.3
86,85579.3
87,67189.2
