TripID,Cost
1,110480
2,81733.3
3,93647
4,114163
5,109480
6,167664
7,136550
8,113230
9,134675
10,74508.4
11,73265.8
12,140794
13,99129.8
14,133888
15,157491
16,100381
17,104450
18,143032
19,95284.9
20,143331
21,143272
22,112751
23,87165.4
24,136604
25,105464
26,104813
27,76577.5
28,197809
29,101554
30,118779
31,173978
32,191985
33,94223.1
34,122141
35,63334.8
36,124001
37,142037
38,187010
39,133132
40,77739.2
41,88652.6
42,86420.5
43,110168
44,63036.5
45,94584.4
46,87636.2
47,116579
48,83499.7
49,70250.8
50,224362
51,114710
52,72047.1
53,90930.2
54,122424
55,105511
56,138412
57,126320
