TripID,Cost
1,100929
2,56522
3,82629.6
4,95991.5
5,67364.7
6,102452
7,65637.4
8,72191.5
9,63556.7
10,83078.1
11,79077.7
12,102295
13,14397.1
14,89525.4
15,88861.1
16,30718.3
17,90944.7
18,104874
19,85960.5
20,106878
21,98172.9
22,106587
23,104688
24,56481
25,92920.9
26,73200.2
27,101312
28,30718.3
29,126015
30,59798
31,14397.1
32,152288
33,68685.1
34,101459
35,112952
36,81699.5
37,85094.3
38,78992.4
39,64534.1
40,106878
41,100508
42,101930
43,104614
44,81530.2
45,52941
46,101842
47,71625.6
48,14397.1
49,83159.7
50,129959
51,66982.3
52,62350
53,42040.6
54,72666.5
55,89914.3
56,135771
57,65958.9
58,126981
59,59370.4
60,42359.1
61,30718.3
62,68959.5
63,122841
64,105632
65,83155.7
66,68424.8
