ID,GiftID,TripID,Weight
1,33498,1,50
2,20952,1,48.5677
3,79751,1,45.0161
4,22411,1,44.9155
5,11609,1,41.0725
6,82828,1,37.7012
7,33737,1,33.0585
8,61364,1,32.339
9,61109,1,31.8096
10,52239,1,31.776
11,52416,1,29.9462
12,36741,1,29.1198
13,123,1,28.7265
14,34527,1,27.8094
15,21875,1,24.8294
16,1490,1,24.5959
17,66788,1,22.0139
18,79519,1,21.3486
19,5808,1,21.2843
20,65106,1,20.3883
21,51157,1,17.7005
22,5393,1,17.5682
23,22409,1,15.8631
24,59710,1,14.94
25,32424,1,13.2132
26,16434,1,10.8702
27,42777,1,9.90027
28,47672,1,8.86017
29,29907,1,6.91483
30,62386,1,6.35409
31,53893,1,5.69362
32,99662,1,5.55979
33,42432,1,5.09226
34,41804,1,4.60838
35,32123,1,4.09615
36,6907,1,3.68485
37,86070,1,3.00272
38,39554,1,2.77765
39,6054,1,1.20589
40,35224,1,1
41,80071,1,1
42,88963,1,1
43,94288,1,1
44,94332,1,1
45,69901,1,1
46,97293,1,1
47,53649,1,1
48,73381,1,1
49,1969,2,50
50,52518,2,44.0439
51,30297,2,39.0428
52,72767,2,35.9632
53,43343,2,35.9299
54,83583,2,32.1883
55,63967,2,24.1291
56,3332,2,21.7916
57,23224,2,20.0896
58,35577,2,19.9921
59,49556,2,19.8712
60,80507,2,19.1492
61,63403,2,19.015
62,44975,2,18.9676
63,27065,2,18.5461
64,13634,2,14.5136
65,5601,2,13.6553
66,19653,2,12.8195
67,49336,2,11.9632
68,4505,2,7.96362
69,49224,2,5.49058
70,62107,2,4.67447
71,67713,2,1.69172
72,81080,2,1
73,22985,2,1
74,36988,2,1
75,17387,2,1
76,50783,2,1
77,51023,2,1
78,69218,2,1
79,54345,2,1
80,30689,2,1
81,47786,3,50
82,88273,3,50
83,84805,3,37.3829
84,94581,3,34.8824
85,10196,3,34.5488
86,19071,3,33.9216
87,6566,3,26.2723
88,63546,3,21.8434
89,89875,3,20.2385
90,50380,3,17.8756
91,24186,3,17.5587
92,81961,3,17.5498
93,9080,3,16.9956
94,51895,3,16.3928
95,75945,3,16.0504
96,7286,3,12.3591
97,20481,3,11.6181
98,862,3,9.20867
99,10888,3,8.38817
100,75069,3,6.71453
101,30351,3,6.48604
102,28111,3,6.3728
103,88006,3,6.0909
104,27598,3,5.45307
105,18781,3,4.43713
106,38761,3,3.87876
107,26208,3,3.31378
108,45594,3,1
109,45228,3,1
110,42742,3,1
111,39968,3,1
112,35624,3,1
113,32286,3,1
114,65735,3,1
115,28572,3,1
116,67621,3,1
117,24339,3,1
118,74317,3,1
