TripID,Cost
1,93333.1
2,169948
3,135343
4,128738
5,183647
6,81991.9
7,84018.7
8,132548
9,82659.7
10,116798
11,115078
12,125980
13,161977
14,140652
15,93571
16,104037
17,167321
18,153887
19,134794
20,103455
21,137257
22,120268
23,161592
24,147911
25,117814
26,136354
27,127979
28,149335
29,125793
30,105961
31,168479
32,135039
33,134278
34,160614
35,126990
36,174669
37,116239
38,118767
39,158948
40,113158
41,110112
42,119607
43,82896.2
44,160920
45,74061.1
46,182110
47,157365
48,134425
49,140751
50,147615
51,145458
52,121487
53,155291
54,114241
55,103696
56,51199.1
57,102851
58,135641
59,93417
60,126025
61,86459.9
62,120628
63,130613
64,130459
65,91321.6
66,97602.4
67,146774
68,188004
69,92478.6
70,106944
71,155415
72,183093
73,133774
74,92390.1
75,151761
