ROW,GiftID,Latitude,Longitude,Weight
1,1,16.3458,6.30355,1
2,300,14.5983,-0.712375,30.0521
3,327,10.9011,-0.600193,31.5112
4,426,18.4401,4.35877,8.1826
5,439,14.149,-4.04282,45.0555
6,452,17.575,4.87445,37.4349
7,464,8.54487,-5.25811,1
8,589,16.6491,1.66734,10.0627
9,603,7.48834,1.51055,20.6246
10,632,17.3573,-0.645956,10.1511
11,787,10.4089,0.928922,25.4457
12,806,18.5738,-1.42246,1
13,912,9.72808,1.72263,1
14,977,16.7852,-4.41316,1
15,1036,8.88521,-0.802374,1
16,1064,10.2462,5.46714,38.1957
17,1066,10.1312,-2.83282,12.9048
18,1074,11.5516,-0.0406377,22.1863
19,1094,18.0644,1.82099,16.7849
20,1381,20.8616,2.41216,37.3446
21,1429,7.68141,-2.21917,1
22,1480,16.6594,-0.133217,8.97661
23,1801,6.31893,0.763814,28.66
24,1825,18.8994,4.51656,8.97788
25,1872,18.502,1.36957,6.91214
26,1902,19.0554,3.45043,36.9741
27,1964,16.7211,3.47187,1
28,2247,5.94843,-4.05249,1
29,2292,14.7096,-1.22008,1
30,2401,16.3446,1.64226,7.32812
31,2449,12.553,2.52508,1
32,2468,5.46858,-4.57193,1
33,2555,11.0591,5.26822,23.8473
34,2733,8.884,-4.30155,1
35,2830,6.75645,0.633394,14.1738
36,2857,12.535,-3.50422,17.4291
37,2904,14.7843,3.72335,25.7086
38,2912,8.51498,1.70694,28.3411
39,2958,16.8789,-1.76576,1
40,3005,7.37809,2.46338,1
41,3111,8.34157,-0.43072,1
42,3147,17.6604,5.52172,13.9871
43,3258,8.62557,1.58829,24.3727
44,3280,15.5483,5.91352,8.25717
45,3378,7.26401,2.24965,46.1686
46,3404,8.01656,-1.88213,1
47,3426,14.7773,7.03191,10.4517
48,3571,6.40147,2.83083,6.36815
49,3588,13.747,3.41711,1
50,3769,17.0283,-3.59555,50
51,3792,6.55036,-1.44784,49.6311
52,3870,11.8601,3.84375,1
53,4147,12.927,6.80747,1
54,4258,7.31188,4.42188,1
55,4275,20.9233,1.62822,10.1716
56,4303,6.73048,-0.274157,23.6768
57,4319,19.9038,1.2783,12.7005
58,4376,18.1742,1.15407,50
59,4398,15.3086,3.85873,29.231
60,4501,18.5782,-2.378,13.4079
61,4519,17.9447,-0.214565,1
62,4529,8.14506,-2.6055,1
63,4615,9.34947,3.29559,30.0734
64,4653,6.46286,-4.27886,1
65,4723,9.98077,-4.75128,24.3945
66,4742,7.70647,0.959579,1
67,4743,15.8762,-1.24147,32.9414
68,4744,14.3406,1.43391,7.19467
69,4782,13.5559,3.04971,9.50137
70,4932,10.7285,0.495197,12.7355
71,4937,14.5973,-1.38503,21.7238
72,4938,8.15994,-3.64216,3.81455
73,5030,13.6653,5.79946,9.45202
74,5035,13.3301,4.93605,1
75,5436,15.2805,-3.77916,6.10049
76,5460,8.39308,-1.50386,1
77,5491,8.80481,2.74594,33.7094
78,5693,19.103,3.68388,23.1184
79,5732,7.54366,-3.61455,26.3553
80,5743,13.549,4.46015,16.9468
81,5818,12.0993,-4.75433,32.2719
82,5826,13.5678,-2.86188,25.3104
83,6024,13.8207,4.38269,20.2579
84,6030,11.9684,3.28209,1.66697
85,6045,20.257,-1.00699,22.9239
86,6128,13.673,-3.10097,18.8661
87,6153,13.9371,3.82675,1
88,6201,12.4697,5.85742,13.5054
89,6275,18.8273,-3.66226,13.503
90,6295,5.79615,0.369898,1
91,6340,12.5663,5.81869,9.41272
92,6454,9.56231,-3.55724,1
93,6595,11.8341,2.05656,38.6336
94,7038,13.0685,-3.81673,19.889
95,7141,12.4418,2.52343,20.7443
96,7147,18.7156,1.37306,45.7264
97,7164,7.41253,-3.59036,1
98,7206,12.3085,-1.02182,35.9116
99,7240,6.68935,-4.14846,24.5176
100,7254,18.3888,1.78916,1
101,7285,21.4904,1.10972,1
102,7350,11.8752,-2.15377,6.37063
103,7414,6.71772,-5.36694,27.3322
104,7438,19.9158,-0.626969,1
105,7461,19.7736,-0.712035,2.31239
106,7762,15.5377,-0.0275903,1
107,7976,10.0965,4.47908,17.0174
108,8004,7.92409,-3.02266,30.5909
109,8013,10.4426,3.2864,10.0367
110,8090,20.4891,2.60665,1
111,8133,13.6267,1.93385,34.6682
112,8202,9.69093,0.074575,25.5498
113,8574,14.1363,1.22141,1
114,8657,14.0438,1.80359,14.6591
115,8716,6.33593,-0.357383,1
116,8742,8.66672,-1.2895,14.167
117,8791,11.8256,-5.23604,1
118,8827,10.6655,4.68955,6.37685
119,8954,12.2063,3.22564,1
120,9037,18.3017,-3.47312,21.9304
121,9081,10.8866,-4.34498,1
122,9082,13.704,2.10274,1
123,9122,14.7215,-3.04282,30.8223
124,9429,17.2149,4.45043,3.27532
125,9509,6.53206,0.578652,20.4172
126,9532,7.53891,-1.26447,25.5829
127,9597,17.3498,1.69775,48.6985
128,9653,11.2317,3.68046,12.0953
129,9740,17.6866,0.0668018,1
130,10127,11.1006,1.70501,18.6142
131,10178,9.23263,-4.41129,10.6604
132,10231,8.4848,0.0295817,1
133,10247,17.6115,1.65806,1
134,10303,7.96851,0.962614,12.0026
135,10329,10.5906,0.982956,32.2248
136,10334,8.63949,-2.28671,48.7259
137,10596,6.52505,4.08972,22.7647
138,10807,7.31145,3.25944,30.6909
139,10823,13.3643,-0.641125,29.5239
140,10955,11.9487,2.58744,1
141,10965,14.2347,4.09937,1
142,11043,9.07569,0.756501,35.9037
143,11150,8.7171,-4.90709,2.93919
144,11257,11.3304,-2.73704,5.86438
145,11314,16.4707,0.0303074,1
146,11323,12.0824,6.04157,1
147,11365,20.0246,3.73088,38.3809
148,11426,9.86165,1.80341,15.4869
149,11472,10.1513,4.71421,18.8078
150,11571,13.1062,6.64251,39.5948
151,11581,14.9106,-2.15858,22.1994
152,11831,18.7745,1.00148,1
153,12293,16.2737,-1.52889,33.6731
154,12312,14.1675,-2.71193,1
155,12434,8.23146,-4.31191,1
156,12445,11.4253,1.51303,11.5733
157,12447,14.5377,2.8557,1
158,12545,13.5403,1.43726,22.2854
159,12551,12.1542,1.7621,1
160,12576,18.0977,1.78001,1
161,12628,19.9033,0.793044,1
162,12637,7.36013,-4.55293,1
163,12970,11.3569,-4.78007,1
164,13074,7.32804,-2.61883,22.705
165,13174,10.5805,2.13669,1
166,13339,19.3876,2.50344,1
167,13344,19.5921,2.78592,12.6174
168,13360,7.33491,2.17124,1
169,13397,10.283,-0.653524,1
170,13407,9.38635,-1.6066,7.03731
171,13595,20.2946,5.58014,1.53046
172,13847,15.7194,2.17262,1.62718
173,13898,10.311,-3.5734,6.53414
174,13951,8.22981,3.7489,41.7082
175,13957,11.1971,0.337828,18.1897
176,14067,16.6194,4.25832,10.4718
177,14183,15.2155,-0.934559,18.7516
178,14316,10.6674,5.28183,33.0747
179,14358,18.8427,0.80958,10.0913
180,14469,20.67,0.321298,9.12873
181,14500,14.4259,2.70536,1
182,14562,14.0578,-0.396643,10.0581
183,14667,14.8439,2.6372,20.1476
184,14780,9.81486,-5.05476,2.80144
185,14965,17.1804,-1.69282,15.4286
186,15116,15.1225,2.85371,1
187,15125,17.8052,-4.5778,1
