TripID,Cost
1,66012
2,45959.5
3,44149.7
4,23588.1
5,79144.6
6,53536.8
7,47106
8,34475.9
9,66458.7
10,48652.4
11,46420.8
12,51657
13,48985
14,23754.2
15,35961.7
16,36834.8
17,62853.2
18,49575.2
19,64016.3
20,57933.9
21,38298.3
22,46842.5
23,24799.2
24,49914.2
25,55782.7
26,40546.4
27,56012.4
28,28582.1
29,62150.2
30,81852.1
31,32408
32,67803
33,48629.9
34,17399.2
35,34910.2
36,43045.3
37,27409
38,78830.4
39,87832.2
40,49149
41,36275.6
42,64002.1
43,46623.5
44,50994.3
45,50672.1
46,39745.3
47,51199.2
48,32255.7
49,55359.7
50,40008.4
51,37674.2
52,83459
53,31461.1
54,44806.9
55,66137.9
56,98693.3
57,71651.3
58,37403.9
59,42953.9
60,39018.1
61,92723.2
62,45631.5
63,35523.9
64,84650.6
65,24799.2
66,29615.6
67,38108.1
68,71623.4
69,42567.5
70,44312.2
71,88107.8
72,56169.1
73,35734.9
74,43454.9
75,48451.4
76,59672.6
77,67423.5
78,37805.5
79,40095.1
80,56373.3
81,37062.9
82,79860.1
83,25954.4
84,48396.4
85,15431.1
86,29832.7
87,32423.2
88,29181.3
89,38780.3
90,38853.1
91,39960
92,33897.1
93,74766.3
94,56203.7
95,56057.7
96,18618.4
