TripID,Cost
1,142209
2,270475
3,238011
4,265769
5,207704
6,221429
7,220830
8,196748
9,194736
10,340892
11,297192
12,232251
13,295078
14,291925
15,192407
16,239298
17,124453
18,225200
19,156189
20,241652
21,324340
22,312730
23,363703
24,197395
25,331528
26,289878
27,200300
28,141436
29,164543
30,201154
31,402422
32,234490
33,255839
34,193531
35,194790
36,174473
37,182157
38,224065
39,148571
40,360157
41,262941
42,306087
43,178196
44,152493
45,251045
46,214020
47,268353
48,153991
49,231738
50,258663
51,211314
