TripID,Cost
1,94785.8
2,23206.8
3,52116.3
4,67467.3
5,50066.5
6,159500
7,85132.1
8,106419
9,117267
10,92391.7
11,112349
12,112749
13,126942
14,97944.5
15,83248.5
16,67391.2
17,53696.9
18,60097.2
19,134926
20,99076.2
21,100121
22,94655.2
23,86975.3
24,144651
25,114508
26,96595
27,77037.5
28,129568
29,68081.5
30,59708.6
31,69301
32,79208.3
33,55758.2
34,66081.6
35,41792.3
36,72236.7
37,57954.1
38,131680
39,106727
40,133207
41,64790.5
42,57178.4
43,87599.6
44,98783.8
45,95059.4
46,89089.7
47,59730.3
48,130915
49,105161
50,88285.8
51,102872
52,73613.4
53,59070.6
54,64885.2
55,91000.7
56,117167
57,95584.4
58,88611.2
59,112366
60,44612.7
61,101054
62,93161.3
63,97246.2
64,71769.1
65,129098
66,75883.5
67,23206.8
68,91223.6
69,77886.4
70,94593.7
71,158831
72,55778.6
73,143466
74,147895
75,82081
76,86893
77,92663.2
78,120343
79,111717
80,130608
81,52797.7
82,158831
83,166473
84,41792.3
85,66712.2
86,112366
87,162899
88,26437.5
89,126996
90,44990.1
91,75710.9
92,99358.8
93,111895
94,60549.6
95,87241
96,27404.5
97,88943.1
98,131145
99,81908.2
100,99466.2
101,38282.1
102,86730.1
103,77159.3
104,81886.9
105,141706
106,75651.9
107,102396
108,80370.5
109,65199.5
110,67474.5
111,66112.9
112,68746.8
113,86963.7
114,23206.8
115,94593.7
116,66902.7
117,150895
118,100041
119,72055.5
120,84323.3
