TripID,Cost
1,315757
2,188997
3,254459
4,194499
5,254657
6,240590
7,339677
8,206676
9,241103
10,285040
11,212864
12,249908
13,124546
14,187040
15,157529
16,241188
17,339060
18,197484
19,270655
20,280649
21,263339
22,242321
23,241553
24,279373
25,223748
26,306311
27,378481
28,193598
29,234427
30,170394
31,344051
32,280331
33,181555
34,167609
35,364755
36,234150
37,219283
38,190194
39,248986
40,188994
41,218355
42,304851
43,288610
44,269359
45,277866
46,260005
47,242751
48,204364
49,287838
50,102155
51,102104
52,260015
53,192364
54,294942
55,179271
56,186904
57,301633
58,178241
59,217674
60,250837
61,270040
62,276695
63,163436
64,231875
65,256684
66,340004
67,139543
68,310678
69,276396
