TripID,Cost
1,109712
2,41034.6
3,60419.5
4,56064.8
5,48110.6
6,93692.8
7,79813
8,52033.1
9,90324.1
10,31760.7
11,40313.1
12,65497.5
13,82770.3
14,69054
15,35491.4
16,60817.4
17,77169.1
18,48203.8
19,59636.5
20,45076.5
21,66893.6
22,63520.6
23,54990.1
24,64455
25,82284.8
26,85748.4
27,42285.1
28,85185.6
29,35188.1
30,76807
31,52455.5
32,59856.8
33,88164.2
34,38288.9
35,46073
36,88836.3
37,51875.4
38,70125.4
39,59429
40,78068
41,139214
42,30003.1
43,85213.3
44,54024.8
45,55625.3
46,72454.2
47,41526.4
48,73665.7
49,38748
50,87228.5
51,47042.4
52,68117.8
53,46902.2
54,57716.1
55,104798
56,25973.9
57,53892.6
58,67524
59,46007.1
60,101009
61,78402.7
62,88247.5
63,39842.2
64,55211.9
65,51983.8
66,59033.1
67,28332.6
68,105376
69,58447.6
70,97074.5
71,35343.8
72,47292.1
73,51281.9
74,53668.5
75,57301.5
76,65421.7
77,67946
78,104202
79,56548.3
80,69809.5
81,101999
82,91690.4
83,53809.2
84,70606.9
85,90787.5
86,55038.5
87,64703.2
88,43839.4
89,64008.8
90,60413.6
91,84584.3
92,83312.5
93,38042.4
94,100900
95,60365.6
96,54861.3
97,74572.9
98,66616.9
99,93456.9
100,43332.9
101,34536.1
102,124388
103,49718.1
104,26970.8
105,115128
106,69306.8
107,73770.8
108,56215.3
109,63389.2
110,88218.7
111,79529.1
112,64795
113,80035
114,46935
115,47046.1
116,34538.3
117,42066.4
118,53674
119,98698.5
120,50368.4
121,61362
122,46520.4
123,25340.4
124,46719.5
125,68112.9
126,68980.7
127,49751.2
128,99124.9
129,32009.1
130,57975.4
131,69354.2
132,37779.4
133,105109
134,50082.4
135,64382.1
136,130578
137,40870.3
138,62966.5
139,44755.4
140,57695.6
141,77624
142,73233.3
143,104199
144,68949
145,62494.1
146,86068.1
147,39010.3
148,69146
149,40516.6
150,59809
151,98188.8
152,60415.9
153,47569.1
154,48613.7
155,51660.3
156,60989.9
157,64979.4
158,48252.6
159,40951.8
160,36589.9
161,80001.1
162,74626.7
163,62305.8
164,39838.9
165,48594.5
166,78795.2
167,59480.7
168,54347.2
169,53723.5
170,87241
171,50850.5
172,47281.5
173,50222.7
174,73605
175,99340.5
176,55350.3
177,78413.1
178,19086.3
179,94988.3
180,61343.5
181,57987.2
182,31407.6
183,74866.8
184,42873.9
185,28997.9
186,67683.7
187,54679.5
188,84791.8
189,82396
190,75994.2
191,50786.9
192,96070.4
193,70724.9
194,67373.5
195,70613.4
196,63397.9
197,77017.6
198,78181.9
199,50703.9
200,78126.3
201,59856.6
202,71370.4
203,59656.2
204,63140.8
205,78314.9
206,65792.3
207,38491.9
208,43417.8
209,62135
210,54464
211,61354.3
212,48760.4
213,51927.4
