TripID,Cost
1,31569.8
2,35611.9
3,53489.4
4,37182.3
5,48111
6,24272.4
7,54891.5
8,41457.4
9,26038.3
10,6807.4
11,56581.2
12,16135.9
13,19691
14,31989.8
15,60610
16,23874.8
17,23241.3
18,61718.3
19,63975.3
20,6273.96
21,33366.4
22,33415
23,7176.03
24,38797.6
25,23829.3
26,73128.6
27,37774.2
28,37309.6
29,31910.7
30,62333.5
31,19507.3
32,75898
33,18914.8
34,73067.4
35,11288.6
36,40669.7
37,38696.2
38,10039
39,68839.2
40,49509.7
41,53559.8
42,47813.3
43,23383.1
44,59348.8
45,59262.3
46,19697.2
47,11000.8
48,39115.8
49,42965.2
50,25961.6
51,77430.5
52,35611.9
53,42825.8
54,22613.7
55,37681.3
56,47331.2
57,25015.6
58,208410
59,21812.3
60,15588.7
61,42208.8
62,30270.4
63,53744.2
64,17679.1
65,12985.7
66,30800.1
67,63418.4
68,22315.6
69,36275.4
70,18374
71,49539.2
72,33392.6
73,24272.4
74,65987.6
75,35950
76,40023.4
77,57850.4
78,41316.9
79,26412.2
80,53453.3
81,34137
82,58577.6
83,15232.1
84,62803.6
85,19811.3
86,44462.1
87,75127.2
88,35808.6
89,32009.6
90,32389
91,38751.5
92,28101.1
93,65599
94,38046
95,49693.9
96,51694.2
97,23520.3
98,17987.4
99,41717.1
100,69589.9
101,29449.1
102,48864.4
103,52032
104,54403.1
105,46324.3
106,8594.66
107,29290.5
108,60156.7
109,65026.2
110,32660.2
111,16858.9
112,39435.6
113,16746.9
114,10039
115,46632.4
116,21008.6
117,32980
118,38944.6
119,18184.4
120,50614.1
121,12615.6
122,11826.3
123,66327
124,92205.6
125,74662.4
126,19292.4
127,45131.6
128,37094.8
129,31995.6
130,56868
131,40475.4
132,16135.9
133,38420.9
134,29032.8
135,40023.4
136,35656.8
137,39316.6
138,51552.5
139,18914.8
140,61973.8
141,62386.2
142,40419.2
143,23829.3
144,59475.9
145,11288.6
146,19290.9
147,73128.6
148,35861.4
149,20634.1
150,5132.41
151,24272.4
152,53895.9
153,31370.9
