TripID,Cost
1,81474.4
2,122427
3,101398
4,111189
5,73810.5
6,112359
7,61662.9
8,66222.5
9,145896
10,110802
11,80376
12,65449.6
13,91596.8
14,122512
15,132819
16,30594.3
17,55011.9
18,85391.8
19,77462.4
20,133757
21,17687.3
22,139962
23,134809
24,123423
25,80897
26,93618.3
27,84796.6
28,102605
29,54512.7
30,50460.2
31,133891
32,105861
33,90992.8
34,67503.6
35,116193
36,92468.4
37,80698.3
38,130725
39,86756.5
40,77750.6
41,149272
42,165601
43,117239
44,81789.4
45,128908
46,44459.1
47,82809.2
48,104497
49,149373
50,99823.9
51,155902
52,3003.58
53,95715.8
54,105788
55,120259
56,122359
57,17687.3
58,77984.6
59,75175
60,85391.8
61,107851
62,54218.9
63,89954.9
64,88793.6
65,92646.3
66,94814
67,73392.8
68,84622
69,76862.7
70,84265.3
71,56318.1
72,127392
73,94170.2
74,115357
75,130961
