TripID,Cost
1,119474
2,141621
3,145969
4,124401
5,68289.8
6,97624.6
7,97863.6
8,170366
9,195796
10,104779
11,137570
12,132573
13,85897.9
14,75174.5
15,159419
16,104381
17,124091
18,124705
19,74074.4
20,72422.9
21,111165
22,93498.4
23,135977
24,121239
25,126468
26,97444.6
27,107460
28,138591
29,134775
30,59225.4
31,128536
32,96501.9
33,179681
34,92439
35,98501.1
36,60156.6
37,163329
38,218597
39,150249
40,205823
41,120866
42,145965
43,94828
44,87089.6
45,144476
46,173149
47,88944.6
48,64743.3
49,95974.4
50,82136.9
51,61177.4
52,107128
53,90031.4
54,143548
55,65194.9
56,136344
57,175606
58,143709
59,95267.5
60,123107
61,94453.4
62,149671
63,96057.3
