TripID,Cost
1,94587.2
2,73222.8
3,66287.6
4,36818.5
5,121222
6,66619.6
7,93930.6
8,101373
9,129482
10,141472
11,126470
12,77907.5
13,139735
14,89026.6
15,102334
16,113538
17,79005.3
18,88036
19,88547.2
20,104082
21,54622.2
22,101911
23,72741.8
24,107983
25,104025
26,78816.3
27,113038
28,95492.2
29,63824.1
30,58533.2
31,75202.5
32,92448
33,73869.8
34,74454.2
35,113006
36,166580
37,80241.4
38,178554
39,63010.2
40,83967.6
41,90179.2
42,117965
43,171716
44,31110.2
45,96449.6
46,116204
47,93859.8
48,97842.7
49,117366
50,109966
51,126580
52,84210
53,95691.4
54,98925.8
55,102602
56,79573.2
57,56281.7
58,56242
59,107971
60,78538.1
61,74454.2
62,99462.7
63,64299.7
64,70052.7
65,63010.2
66,121571
67,61634.5
68,107172
69,109018
70,84259.3
71,72422.3
72,85757.1
73,76118
74,130773
75,130326
76,106560
77,88954.7
78,119726
