TripID,Cost
1,43583.3
2,46725.6
3,31724.8
4,37690.3
5,21491
6,26436.4
7,41842
8,18000
9,38624.1
10,20532.2
11,39255.2
12,49975
13,32058.2
14,12181.9
15,38851.2
16,71345.2
17,32832.2
18,23353.7
19,42749.6
20,65213.6
21,30222.4
22,95025.9
23,24117.2
24,13490.8
25,30788.9
26,24750.7
27,34315.6
28,21597
29,52698.3
30,74754.4
31,37515.5
32,34531.1
33,27305.5
34,54764.1
35,97520.1
36,54106.5
37,107997
38,39631.9
39,37282
40,21491
41,21831.7
42,37669.8
43,54411.2
44,58237
45,60215.5
46,57155.1
47,59108.9
48,44837
49,34142.2
50,1166.43
51,42921.7
52,49694.5
53,42995.1
54,20511.3
55,40488
56,10571.3
57,31418.6
58,46764.2
59,7329.75
60,11552.2
61,24645.8
62,28973.3
63,22840.1
64,33628.9
65,21027.5
66,37515.5
67,44606.9
68,36093.1
69,43583.3
70,30923.9
71,25584.8
72,19797.2
73,52835.7
74,24803.8
75,38755.6
76,34531.1
77,34315.6
78,28539.8
79,42890.5
80,41842
81,40498.3
82,74454.6
83,21103.7
84,24117.2
85,49975
86,38412.7
87,60186.2
88,34411.9
89,13490.8
90,19608.5
91,68359.3
92,48801.6
93,27630.3
