GiftID,Latitude,Longitude,Weight,TripID
503,-85.0656,74.4513,9.6841,1
2641,-87.5473,77.0609,29.9668,1
10766,-89.1197,77.7362,22.0883,1
16244,-86.0154,73.9574,1,1
16783,-85.9947,74.6557,1,1
19215,-85.5703,77.014,1,1
20744,-88.5912,78.1785,1.31982,1
22366,-84.949,75.1903,14.8492,1
22923,-86.2233,74.2059,30.1646,1
25236,-84.959,78.7084,22.6963,1
25856,-88.521,73.942,10.6269,1
26095,-88.4187,75.1345,1,1
29617,-85.9595,74.989,15.9754,1
30873,-85.3656,78.5862,45.3012,1
33146,-86.0559,76.5825,1,1
33718,-86.7323,76.8539,1,1
33818,-86.5899,74.7533,22.4084,1
34474,-88.7519,74.3639,16.5347,1
35590,-85.6525,78.2374,1,1
37222,-84.1884,75.0323,6.58168,1
41202,-89.8607,74.8724,1,1
44479,-85.6702,77.8809,1,1
45537,-89.1441,75.1788,1,1
45565,-86.1988,79.614,23.5156,1
51612,-88.4453,77.1404,1,1
53297,-85.9774,78.1513,27.4086,1
53589,-84.6162,77.2041,1,1
56265,-89.5774,78.0253,45.9088,1
57427,-84.6899,75.2279,20.3086,1
68837,-84.8793,75.21,1,1
69231,-88.7437,74.4351,18.582,1
69342,-89.7235,75.7173,1,1
71070,-86.2793,77.3246,20.5573,1
71119,-89.5796,76.9691,16.3976,1
71242,-86.9696,79.4923,17.3562,1
71587,-84.3662,76.3425,38.2568,1
75915,-87.2215,78.9566,22.3617,1
78563,-87.8551,74.4919,20.1784,1
79745,-85.613,79.5489,1,1
80328,-86.0646,77.0859,24.7274,1
82883,-85.2458,78.4455,47.5477,1
86081,-89.9511,75.789,14.8465,1
86792,-87.6033,76.8261,6.25576,1
87388,-84.2161,76.6361,1,1
88842,-89.5249,74.6395,31.4949,1
89902,-87.3443,77.6436,6.24209,1
93357,-88.7825,78.0387,42.9177,1
95195,-84.7231,77.5981,1,1
97771,-86.8369,75.7459,21.2769,1
99030,-87.2126,79.1189,1,1
150,-84.2667,78.2354,2.5929,2
317,-83.6134,76.4754,23.7641,2
398,-80.3419,77.1501,6.06379,2
2598,-79.7815,76.8042,2.32066,2
4512,-79.8911,79.4772,23.837,2
5350,-79.7597,78.5634,1,2
9293,-79.6116,78.6584,1,2
9718,-81.4174,76.9969,1,2
13785,-80.9653,79.8284,9.31471,2
15435,-78.8111,75.6354,13.9722,2
17910,-82.6912,79.8414,1,2
20272,-81.7878,77.9232,1,2
21006,-83.247,75.1964,7.92881,2
23771,-82.1563,76.1152,4.60016,2
24350,-82.4154,78.9135,37.8779,2
25036,-80.2562,78.2378,1,2
26126,-82.2952,80.3158,2.53299,2
