TripID,Cost
1,269408
2,172794
3,266488
4,241811
5,246695
6,262492
7,301073
8,232313
9,271868
10,236933
11,182426
12,202098
13,260406
14,248695
15,167961
16,285849
17,108500
18,299457
19,162891
20,204834
21,21023.9
22,139983
23,343393
24,138913
25,164648
26,246217
27,151910
28,250658
29,309521
30,188796
31,230667
32,161271
33,257187
34,130916
35,214794
36,282560
37,183887
38,260406
39,152923
40,285529
41,247210
42,241671
43,241979
44,232313
45,276496
46,21023.9
47,365766
48,404525
49,241037
50,193707
51,250347
52,203679
53,119675
54,167253
55,21023.9
56,235745
57,274234
58,133440
59,217578
60,279390
61,372619
62,201416
63,297489
64,229442
65,214859
66,152480
67,181490
68,151069
69,269318
70,174610
71,168780
72,310449
73,212205
74,203572
75,207875
76,267010
77,232928
78,184005
