ROW,GiftID,Latitude,Longitude,Weight
1,85,66.0621,168.108,11.3866
2,99,66.4473,160.305,12.0062
3,136,68.2069,162.418,28.2578
4,198,70.6783,153.57,19.1328
5,272,67.8093,151.824,33.0798
6,283,68.2202,163.895,1
7,434,65.5159,178.442,7.55353
8,684,63.2683,162.96,22.0624
9,829,61.5501,156.57,1
10,922,69.7871,171.694,35.4642
11,928,68.961,155.301,35.3318
12,999,65.307,158.014,1
13,1058,60.4826,163.094,2.89601
14,1195,62.5396,169.181,4.91236
15,1224,60.4584,163.511,17.4026
16,1325,67.6469,168.013,1
17,1431,63.9296,168.804,7.45809
18,1461,68.6978,170.866,34.0275
19,1504,62.9081,167.405,1
20,1565,62.4164,174.973,13.8496
21,1661,63.1286,173.436,26.992
22,1817,67.664,157.173,1
23,1821,59.526,162.657,1
24,1923,61.7962,168.137,1
25,1968,68.3805,168.545,1
26,1992,63.092,158.358,1
27,2022,56.8082,162.661,15.5516
28,2060,69.9629,159.332,35.4341
29,2065,62.4047,159.01,23.0337
30,2158,65.262,157.489,20.3095
31,2218,64.529,160.688,12.2959
32,2223,62.5796,165.213,33.9193
33,2235,64.876,174.965,19.0023
34,2304,59.2399,155.081,1
35,2378,55.8468,157.922,1
36,2380,54.7605,156.505,5.42553
37,2544,63.2479,171.519,2.00491
38,2644,70.9062,155.631,1
39,2684,62.4971,156.541,12.4836
40,2966,63.1835,166.36,1
41,3216,55.878,159.702,15.4636
42,3231,56.7495,156.403,1
43,3310,68.1498,159.75,18.7753
44,3343,70.2345,156.474,42.393
45,3376,68.5651,163.904,50
46,3460,66.1836,159.028,35.8191
47,3543,61.7934,166.763,13.7667
48,3817,68.5441,155.276,5.05697
49,3820,63.9397,153.473,4.65292
50,3961,61.8838,155.213,33.202
51,4051,52.1845,157.692,42.3068
52,4056,61.365,168.425,1
53,4153,64.4386,157.269,22.7871
54,4314,65.4954,157.633,1
55,4697,52.2952,157.293,36.5969
56,5054,64.4663,169.26,7.73766
57,5233,66.9478,154.755,1
58,5296,62.9691,157.26,1.61635
59,5307,55.2676,157.773,17.7213
60,5318,66.144,171.456,1
61,5420,65.8336,160.782,50
62,5459,64.2577,154.668,31.8762
63,5504,65.8629,175.694,34.6941
64,5613,67.9427,154.128,1
65,5643,62.2817,173.498,6.6951
66,5674,53.8794,158.825,20.6372
67,5912,53.1898,158.24,40.5512
68,5939,68.6321,176.744,13.5489
69,6046,63.1547,173.829,22.0127
70,6083,67.3791,170.564,1
71,6168,60.1576,170.076,3.2197
72,6262,62.8171,173.924,1
