GiftID,Latitude,Longitude,Weight,TripID
198,70.6783,153.57,19.1328,1
928,68.961,155.301,35.3318,1
2644,70.9062,155.631,1,1
3343,70.2345,156.474,42.393,1
3817,68.5441,155.276,5.05697,1
5613,67.9427,154.128,1,1
6350,68.4813,152.572,8.55215,1
9324,67.8813,154.761,28.0921,1
10864,69.7247,155.5,19.427,1
12041,68.5771,155.214,28.372,1
13942,70.1183,156.241,27.0128,1
16582,70.8563,154.492,18.1313,1
19781,70.1578,154.133,27.4035,1
20653,69.4438,152.16,1,1
22048,69.66,155.373,35.8804,1
31102,68.4879,153.885,1,1
31951,69,154.447,1,1
32305,68.9667,154.782,44.9936,1
32497,67.9597,154.22,1,1
33111,70.1779,152.06,1,1
36896,68.6462,155.535,37.0743,1
37441,69.3689,153.92,1,1
40398,69.2619,155.333,20.8139,1
42433,69.1521,154.383,20.3493,1
43283,69.3312,153.672,50,1
46732,68.6582,154.774,1,1
47682,67.9459,153.016,6.43938,1
47702,68.756,154.882,50,1
49561,70.8072,152.382,5.29371,1
52148,67.5604,155.582,9.75965,1
66837,68.7566,154.708,1,1
67687,70.7992,151.8,48.9469,1
73616,70.4937,155.91,1,1
74624,69.2817,153.576,1,1
76988,70.2918,155.225,16.0411,1
78010,70.0637,155.402,1,1
81786,69.6001,151.892,5.11124,1
82749,69.431,152.874,8.01836,1
83882,70.3043,153.54,1,1
85996,70.7756,153.537,1,1
87343,67.8861,153.911,39.1708,1
88243,68.9031,155.964,13.5174,1
88694,68.7991,152.776,3.72255,1
88710,70.0456,154.031,21.2294,1
89751,69.1491,154.259,1,1
94004,69.7302,156.37,34.5162,1
94252,70.2584,152.852,25.8106,1
95466,68.1025,154.721,9.16639,1
95541,70.6829,156.037,18.6243,1
96846,70.1805,155.279,4.73433,1
97061,69.5042,154.5,1.51484,1
98291,70.2741,154.702,13.6122,1
99375,69.5486,153.43,35.6421,1
2378,55.8468,157.922,1,2
2380,54.7605,156.505,5.42553,2
3231,56.7495,156.403,1,2
