TripID,Cost
1,54804
2,65445.9
3,22553.9
4,42939
5,35370.1
6,58007.2
7,25301.4
8,82321.8
9,73172.8
10,57780.6
11,46841.9
12,51157.9
13,22326.6
14,29584.5
15,65154.6
16,56624.9
17,64275.8
18,87041.8
19,30551.4
20,30936.1
21,28564.9
22,40700.9
23,17491.8
24,29403.7
25,32693.5
26,45419
27,109251
28,122988
29,39496.2
30,67373.9
31,61405.6
32,24159.1
33,26085.4
34,21317.6
35,34352.4
36,30476.1
37,145116
38,159986
39,54671.9
40,31326.3
41,29967.6
42,40609.2
43,120275
44,21244.8
45,51157.9
46,26467.5
47,57780.6
48,51227.7
49,60394.8
50,37184.9
51,36518.5
52,89416.4
53,65263.3
54,24103
55,63410.9
56,37625.5
57,33351.8
58,22415.1
59,29610.5
60,66569.5
61,60559.3
62,24684.6
63,38359.9
64,49363
65,53810.7
66,63737.2
