TripID,Cost
1,60585.1
2,76787.8
3,119280
4,42447.8
5,44946.2
6,64918.6
7,65720.8
8,40773.8
9,106351
10,86020.4
11,111913
12,80954.6
13,48780.6
14,78866
15,95772.4
16,68139.6
17,110538
18,67666
19,88395.3
20,93555.4
21,77527.2
22,65677.4
23,52246.2
24,109392
25,72941.6
26,110165
27,60934.5
28,104325
29,62485.2
30,89017.1
31,73021.3
32,60834.8
33,78261.7
34,60501.6
35,97054.1
36,66381.6
37,104762
38,53468.2
39,97874.4
40,38176.7
41,82568.6
42,58640.1
43,98539.6
44,91704.3
45,60940
46,39785.7
47,126025
48,92026.1
49,107180
50,65392.8
51,112975
52,106558
53,39208.8
54,109150
55,106551
56,90955.7
57,99546.6
58,68044.3
59,49972.5
60,73051
61,91287
62,54367.3
63,63277.1
64,64356.1
65,103285
66,77419
67,94170.5
68,62492.6
69,112913
70,98864.7
71,109431
72,61133.9
73,52031.9
74,50499.1
75,60411.2
76,78784.6
77,140543
78,102692
79,33272.3
80,71123
81,70179.9
82,71207.9
83,113669
84,44117.6
85,36160.5
86,48799.1
87,47530.8
88,89297.7
89,96646.1
90,97955.2
91,79569
92,70873
93,45503.7
94,43028
95,66874
96,33940.5
97,133667
98,107676
99,159287
100,58351.6
101,53935
102,60104.2
103,57559.5
104,190042
105,67637
106,57006.8
107,39761.8
108,76752.4
109,81290.9
110,67008.6
111,114053
112,89803.7
113,80287.5
114,38026.6
115,83994.8
116,87329.7
117,128473
